0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"GULBARGA/KALABURGI,",KARNATAKA,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,97,31,111,61,71,91,54,121,10,151,70,181,166,211,24,241,109
2,61,32,80,62,47,92,303,122,26,152,351,182,138,212,517,242,523
3,51,33,39,63,406,93,55,123,295,153,85,183,105,213,25,243,68
4,85,34,212,64,102,94,599,124,39,154,341,184,21,214,45,244,53
5,80,35,56,65,124,95,74,125,219,155,84,185,171,215,72,245,222
6,376,36,148,66,333,96,14,126,135,156,196,186,192,216,80,246,56
7,75,37,87,67,66,97,135,127,80,157,122,187,142,217,215,247,25
8,27,38,267,68,40,98,167,128,151,158,53,188,50,218,322,248,289
9,142,39,82,69,415,99,559,129,50,159,47,189,549,219,52,249,377
10,553,40,627,70,221,100,184,130,463,160,121,190,27,220,105,250,230
11,115,41,77,71,52,101,398,131,125,161,169,191,55,221,200,251,132
12,38,42,217,72,42,102,297,132,448,162,115,192,184,222,105,252,351
13,302,43,75,73,56,103,599,133,524,163,181,193,131,223,137,253,59
14,52,44,82,74,483,104,90,134,142,164,64,194,659,224,112,254,361
15,129,45,596,75,258,105,122,135,243,165,201,195,117,225,81,255,66
16,34,46,146,76,553,106,488,136,607,166,60,196,230,226,95,,
17,60,47,74,77,79,107,62,137,303,167,67,197,212,227,-1,,
18,239,48,536,78,181,108,91,138,332,168,365,198,548,228,90,,
19,99,49,291,79,414,109,155,139,66,169,155,199,44,229,155,,
20,86,50,38,80,266,110,233,140,217,170,80,200,43,230,96,,
21,378,51,158,81,117,111,509,141,133,171,613,201,82,231,58,,
22,101,52,121,82,80,112,100,142,22,172,68,202,26,232,169,,
23,30,53,123,83,45,113,139,143,94,173,432,203,39,233,-6,,
24,167,54,92,84,271,114,190,144,137,174,46,204,130,234,244,,
25,28,55,99,85,134,115,374,145,80,175,235,205,481,235,68,,
26,229,56,137,86,10,116,248,146,87,176,116,206,55,236,199,,
27,367,57,177,87,553,117,94,147,147,177,159,207,134,237,241,,
28,524,58,216,88,422,118,310,148,76,178,529,208,149,238,60,,
29,168,59,70,89,488,119,45,149,279,179,157,209,570,239,310,,
30,53,60,98,90,107,120,81,150,303,180,94,210,73,240,95,,
