0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
BY-PASS,JABALPUR,DISTT,"JABALPUR,","JABALPUR,",MADHYA,PRADESH,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,
1,28,31,69,61,89,91,263,121,98,151,81,181,50,211,59,241,192,271,65,,,,,,,,,,,
2,49,32,90,62,95,92,35,122,60,152,271,182,271,212,5,242,120,272,57,,,,,,,,,,,
3,98,33,100,63,138,93,143,123,258,153,125,183,100,213,69,243,-9,273,91,,,,,,,,,,,
4,103,34,55,64,50,94,19,124,50,154,150,184,-25,214,74,244,97,274,424,,,,,,,,,,,
5,459,35,75,65,77,95,40,125,136,155,61,185,109,215,100,245,23,275,73,,,,,,,,,,,
6,6,36,60,66,35,96,232,126,25,156,33,186,82,216,71,246,246,276,78,,,,,,,,,,,
7,50,37,125,67,65,97,52,127,135,157,11,187,33,217,9,247,47,277,40,,,,,,,,,,,
8,125,38,117,68,55,98,5,128,62,158,93,188,41,218,30,248,208,278,26,,,,,,,,,,,
9,82,39,96,69,20,99,75,129,10,159,38,189,65,219,72,249,52,279,167,,,,,,,,,,,
10,431,40,58,70,47,100,116,130,172,160,44,190,135,220,61,250,413,280,84,,,,,,,,,,,
11,25,41,249,71,230,101,159,131,65,161,45,191,125,221,39,251,40,281,95,,,,,,,,,,,
12,110,42,56,72,240,102,147,132,230,162,184,192,103,222,54,252,101,282,57,,,,,,,,,,,
13,16,43,35,73,35,103,48,133,-3,163,51,193,45,223,53,253,95,283,35,,,,,,,,,,,
14,200,44,256,74,109,104,259,134,319,164,68,194,146,224,72,254,75,284,89,,,,,,,,,,,
15,64,45,49,75,37,105,52,135,160,165,108,195,44,225,26,255,40,285,72,,,,,,,,,,,
16,158,46,350,76,95,106,63,136,105,166,69,196,111,226,62,256,40,286,27,,,,,,,,,,,
17,63,47,63,77,91,107,130,137,59,167,112,197,45,227,10,257,-8,287,74,,,,,,,,,,,
18,67,48,241,78,25,108,45,138,98,168,99,198,65,228,54,258,69,288,85,,,,,,,,,,,
19,46,49,77,79,63,109,61,139,82,169,65,199,56,229,155,259,59,289,118,,,,,,,,,,,
20,154,50,24,80,105,110,80,140,40,170,173,200,15,230,123,260,96,290,396,,,,,,,,,,,
21,110,51,55,81,155,111,85,141,73,171,75,201,29,231,16,261,180,291,65,,,,,,,,,,,
22,81,52,46,82,104,112,20,142,20,172,186,202,99,232,70,262,95,292,107,,,,,,,,,,,
23,197,53,201,83,117,113,5,143,65,173,0,203,69,233,41,263,125,293,17,,,,,,,,,,,
24,95,54,160,84,118,114,196,144,0,174,85,204,33,234,82,264,69,294,85,,,,,,,,,,,
25,136,55,72,85,-3,115,25,145,106,175,90,205,1,235,87,265,135,295,91,,,,,,,,,,,
26,49,56,134,86,224,116,96,146,47,176,84,206,520,236,85,266,284,296,91,,,,,,,,,,,
27,381,57,332,87,65,117,70,147,91,177,153,207,22,237,125,267,50,297,149,,,,,,,,,,,
28,399,58,61,88,61,118,76,148,72,178,110,208,10,238,106,268,261,298,-1,,,,,,,,,,,
29,56,59,109,89,521,119,109,149,90,179,20,209,55,239,88,269,110,299,55,,,,,,,,,,,
30,67,60,37,90,52,120,306,150,568,180,82,210,52,240,70,270,270,300,48,,,,,,,,,,,
Centre:,300413,M,M,INT,SCHOOL,PATAN,BY,PASS,JABALPUR,"MP,",M,M,INTERNATIONAL,SCHOOL,KHASRA,NO,14/1&2,BEHIND,NTPC,NEAR,BALAJI,PETROL,PUMP,PATAN,NEET,(UG),2024,Page,No.,2
BY-PASS,JABALPUR,DISTT,"JABALPUR,","JABALPUR,",MADHYA,PRADESH,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,,,,,
301,42,331,55,361,71,391,71,421,90,,,,,,,,,,,,,,,,,,,,,
302,33,332,80,362,85,392,107,422,182,,,,,,,,,,,,,,,,,,,,,
303,20,333,381,363,119,393,121,423,67,,,,,,,,,,,,,,,,,,,,,
304,196,334,-7,364,25,394,116,424,85,,,,,,,,,,,,,,,,,,,,,
305,126,335,82,365,120,395,126,425,30,,,,,,,,,,,,,,,,,,,,,
306,70,336,32,366,36,396,67,426,85,,,,,,,,,,,,,,,,,,,,,
307,-19,337,110,367,70,397,60,427,24,,,,,,,,,,,,,,,,,,,,,
308,62,338,82,368,95,398,110,428,50,,,,,,,,,,,,,,,,,,,,,
309,25,339,143,369,198,399,399,429,191,,,,,,,,,,,,,,,,,,,,,
310,119,340,55,370,82,400,135,430,86,,,,,,,,,,,,,,,,,,,,,
311,121,341,60,371,95,401,76,431,73,,,,,,,,,,,,,,,,,,,,,
312,112,342,100,372,92,402,78,432,115,,,,,,,,,,,,,,,,,,,,,
313,41,343,70,373,45,403,40,433,51,,,,,,,,,,,,,,,,,,,,,
314,66,344,80,374,63,404,79,434,94,,,,,,,,,,,,,,,,,,,,,
315,90,345,30,375,90,405,161,435,80,,,,,,,,,,,,,,,,,,,,,
316,16,346,89,376,141,406,75,436,110,,,,,,,,,,,,,,,,,,,,,
317,56,347,108,377,83,407,14,437,105,,,,,,,,,,,,,,,,,,,,,
318,169,348,275,378,455,408,126,438,115,,,,,,,,,,,,,,,,,,,,,
319,254,349,110,379,75,409,165,439,111,,,,,,,,,,,,,,,,,,,,,
320,36,350,85,380,308,410,34,440,31,,,,,,,,,,,,,,,,,,,,,
321,477,351,105,381,21,411,84,441,101,,,,,,,,,,,,,,,,,,,,,
322,83,352,37,382,68,412,55,442,198,,,,,,,,,,,,,,,,,,,,,
323,61,353,428,383,95,413,155,443,114,,,,,,,,,,,,,,,,,,,,,
324,114,354,66,384,81,414,41,444,54,,,,,,,,,,,,,,,,,,,,,
325,41,355,77,385,12,415,86,445,53,,,,,,,,,,,,,,,,,,,,,
326,131,356,167,386,220,416,55,446,85,,,,,,,,,,,,,,,,,,,,,
327,70,357,170,387,23,417,258,447,25,,,,,,,,,,,,,,,,,,,,,
328,115,358,53,388,73,418,183,448,70,,,,,,,,,,,,,,,,,,,,,
329,34,359,123,389,111,419,121,449,49,,,,,,,,,,,,,,,,,,,,,
330,66,360,35,390,65,420,99,,,,,,,,,,,,,,,,,,,,,,,
