0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,11,31,145,61,134,91,102,121,299,151,230,181,130,211,250,241,80
2,470,32,0,62,65,92,193,122,43,152,272,182,46,212,167,242,28
3,593,33,124,63,187,93,67,123,37,153,189,183,217,213,108,243,144
4,182,34,276,64,12,94,66,124,66,154,204,184,67,214,211,244,334
5,105,35,266,65,510,95,50,125,21,155,87,185,125,215,42,245,254
6,90,36,262,66,30,96,85,126,281,156,86,186,89,216,155,246,59
7,78,37,81,67,29,97,103,127,162,157,333,187,390,217,110,247,58
8,153,38,201,68,41,98,150,128,57,158,125,188,30,218,68,248,-12
9,118,39,249,69,45,99,255,129,68,159,31,189,61,219,126,,
10,64,40,128,70,16,100,91,130,160,160,101,190,79,220,140,,
11,315,41,70,71,79,101,87,131,84,161,50,191,314,221,111,,
12,365,42,85,72,32,102,29,132,91,162,95,192,65,222,60,,
13,66,43,214,73,121,103,41,133,104,163,378,193,55,223,502,,
14,38,44,71,74,130,104,189,134,135,164,56,194,75,224,600,,
15,40,45,132,75,80,105,55,135,50,165,45,195,92,225,85,,
16,451,46,158,76,67,106,130,136,211,166,122,196,19,226,168,,
17,76,47,13,77,82,107,25,137,111,167,80,197,89,227,137,,
18,94,48,74,78,71,108,54,138,62,168,67,198,105,228,71,,
19,56,49,75,79,126,109,147,139,115,169,110,199,75,229,90,,
20,69,50,221,80,1,110,81,140,166,170,55,200,278,230,225,,
21,25,51,31,81,347,111,91,141,139,171,135,201,65,231,41,,
22,50,52,365,82,105,112,295,142,110,172,84,202,392,232,69,,
23,47,53,95,83,52,113,110,143,128,173,87,203,35,233,151,,
24,41,54,555,84,550,114,85,144,28,174,95,204,100,234,134,,
25,321,55,63,85,72,115,386,145,278,175,104,205,60,235,63,,
26,134,56,96,86,95,116,70,146,81,176,93,206,100,236,126,,
27,121,57,51,87,378,117,60,147,83,177,41,207,65,237,13,,
28,27,58,340,88,39,118,77,148,185,178,20,208,132,238,198,,
29,147,59,63,89,61,119,84,149,437,179,229,209,37,239,336,,
30,110,60,92,90,188,120,110,150,181,180,65,210,100,240,262,,
