0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,
1,583,31,186,61,543,91,165,121,248,151,205,181,90,211,134,241,147,271,141,
2,539,32,115,62,114,92,570,122,-8,152,620,182,105,212,65,242,198,272,375,
3,151,33,139,63,124,93,247,123,150,153,148,183,26,213,37,243,324,273,140,
4,164,34,236,64,66,94,62,124,187,154,229,184,75,214,97,244,299,274,519,
5,72,35,272,65,309,95,73,125,336,155,90,185,420,215,132,245,105,275,148,
6,275,36,107,66,165,96,87,126,105,156,100,186,505,216,361,246,65,276,413,
7,55,37,110,67,331,97,86,127,503,157,194,187,131,217,425,247,75,277,120,
8,53,38,471,68,331,98,114,128,66,158,19,188,326,218,415,248,544,278,602,
9,155,39,84,69,416,99,150,129,357,159,201,189,312,219,125,249,45,279,332,
10,313,40,0,70,230,100,229,130,160,160,705,190,167,220,624,250,156,280,163,
11,105,41,394,71,74,101,83,131,477,161,91,191,65,221,125,251,129,281,322,
12,55,42,258,72,234,102,208,132,90,162,3,192,70,222,586,252,131,282,171,
13,377,43,384,73,315,103,98,133,258,163,101,193,106,223,291,253,406,283,147,
14,195,44,198,74,449,104,332,134,311,164,234,194,91,224,168,254,28,284,65,
15,183,45,254,75,333,105,351,135,50,165,130,195,334,225,251,255,336,285,235,
16,150,46,105,76,150,106,215,136,208,166,105,196,308,226,449,256,45,286,71,
17,252,47,293,77,278,107,168,137,140,167,209,197,146,227,302,257,148,287,347,
18,63,48,184,78,112,108,154,138,228,168,254,198,142,228,525,258,66,288,131,
19,73,49,71,79,447,109,202,139,118,169,137,199,70,229,125,259,63,289,126,
20,175,50,273,80,500,110,107,140,151,170,122,200,125,230,100,260,463,290,617,
21,203,51,194,81,411,111,65,141,106,171,-10,201,288,231,110,261,139,291,58,
22,155,52,515,82,79,112,86,142,43,172,445,202,60,232,133,262,565,292,79,
23,430,53,127,83,121,113,70,143,104,173,155,203,218,233,245,263,135,293,140,
24,505,54,205,84,9,114,302,144,179,174,171,204,107,234,7,264,390,294,42,
25,60,55,227,85,111,115,90,145,392,175,301,205,75,235,410,265,139,295,170,
26,210,56,474,86,15,116,164,146,202,176,184,206,50,236,174,266,83,296,130,
27,-15,57,213,87,72,117,304,147,596,177,49,207,189,237,705,267,529,297,633,
28,72,58,327,88,187,118,537,148,198,178,152,208,112,238,165,268,52,298,204,
29,299,59,512,89,66,119,311,149,79,179,95,209,178,239,151,269,107,299,162,
30,173,60,157,90,191,120,232,150,506,180,301,210,393,240,149,270,150,300,253,
Centre:,271901,JNANASAGARA,INTERNATIONAL,PUBLIC,"SCHOOL,",NAGASAMUDRA,ROAD,CHANNARAYAPATNA,TALUK,HASSAN,DISTRICT,"573116,","HASSAN,",KARNATAKA,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,
301,65,331,245,361,255,391,160,421,301,451,119,,,,,,,,,
302,186,332,30,362,73,392,110,422,76,452,21,,,,,,,,,
303,111,333,191,363,254,393,329,423,34,453,356,,,,,,,,,
304,154,334,40,364,90,394,178,424,82,454,508,,,,,,,,,
305,40,335,484,365,78,395,199,425,442,455,571,,,,,,,,,
306,206,336,216,366,160,396,124,426,181,456,430,,,,,,,,,
307,144,337,136,367,0,397,77,427,108,457,142,,,,,,,,,
308,206,338,86,368,113,398,95,428,175,458,202,,,,,,,,,
309,97,339,316,369,566,399,158,429,197,459,423,,,,,,,,,
310,156,340,299,370,115,400,125,430,74,460,84,,,,,,,,,
311,55,341,135,371,219,401,112,431,257,461,429,,,,,,,,,
312,205,342,149,372,564,402,140,432,187,462,72,,,,,,,,,
313,200,343,116,373,252,403,75,433,116,,,,,,,,,,,
314,340,344,500,374,219,404,65,434,88,,,,,,,,,,,
315,77,345,268,375,69,405,389,435,363,,,,,,,,,,,
316,95,346,75,376,96,406,589,436,130,,,,,,,,,,,
317,25,347,60,377,65,407,74,437,233,,,,,,,,,,,
318,115,348,220,378,145,408,181,438,205,,,,,,,,,,,
319,144,349,35,379,392,409,145,439,105,,,,,,,,,,,
320,209,350,105,380,169,410,103,440,145,,,,,,,,,,,
321,65,351,75,381,176,411,156,441,186,,,,,,,,,,,
322,180,352,230,382,587,412,380,442,279,,,,,,,,,,,
323,160,353,166,383,375,413,291,443,269,,,,,,,,,,,
324,197,354,161,384,208,414,100,444,127,,,,,,,,,,,
325,213,355,593,385,116,415,70,445,167,,,,,,,,,,,
326,80,356,100,386,572,416,40,446,129,,,,,,,,,,,
327,451,357,110,387,95,417,79,447,253,,,,,,,,,,,
328,219,358,138,388,120,418,173,448,192,,,,,,,,,,,
329,61,359,187,389,35,419,90,449,52,,,,,,,,,,,
330,101,360,60,390,220,420,551,450,261,,,,,,,,,,,
