0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,438,31,162,61,111,91,530,121,333,151,486,181,158
2,100,32,150,62,87,92,50,122,195,152,287,182,563
3,123,33,100,63,107,93,58,123,76,153,91,183,189
4,345,34,90,64,260,94,235,124,1,154,81,184,86
5,65,35,45,65,132,95,150,125,383,155,470,185,213
6,30,36,2,66,55,96,337,126,94,156,36,186,360
7,60,37,64,67,16,97,109,127,58,157,5,187,639
8,57,38,64,68,94,98,111,128,52,158,299,,
9,624,39,620,69,76,99,548,129,50,159,116,,
10,41,40,331,70,166,100,472,130,162,160,519,,
11,40,41,16,71,280,101,75,131,21,161,45,,
12,46,42,45,72,643,102,473,132,638,162,135,,
13,233,43,334,73,156,103,382,133,358,163,391,,
14,581,44,443,74,59,104,515,134,89,164,422,,
15,155,45,172,75,110,105,197,135,87,165,201,,
16,362,46,210,76,124,106,570,136,54,166,509,,
17,194,47,165,77,394,107,183,137,244,167,213,,
18,31,48,183,78,94,108,474,138,288,168,141,,
19,67,49,312,79,274,109,181,139,280,169,71,,
20,184,50,633,80,235,110,110,140,239,170,106,,
21,115,51,365,81,362,111,267,141,78,171,27,,
22,81,52,208,82,75,112,114,142,128,172,75,,
23,129,53,268,83,205,113,132,143,55,173,284,,
24,384,54,150,84,140,114,40,144,182,174,162,,
25,238,55,73,85,9,115,325,145,125,175,229,,
26,481,56,55,86,61,116,216,146,197,176,14,,
27,485,57,275,87,192,117,73,147,675,177,661,,
28,571,58,57,88,163,118,80,148,122,178,102,,
29,101,59,84,89,201,119,133,149,36,179,223,,
30,302,60,55,90,87,120,616,150,176,180,538,,
