0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
"LUCKNOW,",UTTAR,PRADESH,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,
1,55,31,340,61,115,91,41,121,64,151,304,181,62,211,126,241,55,271,198,,,,,,,
2,60,32,261,62,55,92,179,122,75,152,548,182,430,212,184,242,345,272,40,,,,,,,
3,82,33,150,63,536,93,68,123,277,153,570,183,584,213,392,243,55,273,5,,,,,,,
4,106,34,59,64,205,94,52,124,56,154,161,184,94,214,86,244,198,274,491,,,,,,,
5,115,35,55,65,263,95,605,125,57,155,383,185,407,215,58,245,514,275,54,,,,,,,
6,56,36,57,66,595,96,498,126,521,156,443,186,550,216,100,246,278,276,121,,,,,,,
7,371,37,70,67,671,97,24,127,76,157,48,187,623,217,160,247,119,277,119,,,,,,,
8,70,38,95,68,140,98,205,128,96,158,346,188,48,218,237,248,548,278,463,,,,,,,
9,74,39,154,69,75,99,503,129,101,159,71,189,101,219,75,249,105,279,48,,,,,,,
10,184,40,57,70,168,100,128,130,31,160,161,190,349,220,75,250,208,280,55,,,,,,,
11,15,41,388,71,302,101,310,131,238,161,59,191,136,221,196,251,21,281,88,,,,,,,
12,91,42,53,72,100,102,86,132,55,162,485,192,35,222,213,252,222,282,424,,,,,,,
13,440,43,59,73,348,103,27,133,-5,163,55,193,214,223,35,253,75,283,35,,,,,,,
14,37,44,139,74,65,104,172,134,65,164,66,194,40,224,76,254,104,284,567,,,,,,,
15,5,45,175,75,66,105,93,135,62,165,75,195,117,225,87,255,78,285,660,,,,,,,
16,393,46,71,76,559,106,387,136,224,166,375,196,86,226,481,256,82,286,101,,,,,,,
17,552,47,497,77,87,107,554,137,547,167,238,197,120,227,260,257,175,287,57,,,,,,,
18,183,48,77,78,143,108,40,138,99,168,95,198,408,228,9,258,76,288,159,,,,,,,
19,317,49,400,79,133,109,301,139,30,169,235,199,82,229,94,259,292,289,554,,,,,,,
20,20,50,102,80,170,110,68,140,543,170,65,200,184,230,66,260,360,290,295,,,,,,,
21,171,51,337,81,218,111,138,141,65,171,-8,201,111,231,120,261,65,291,48,,,,,,,
22,50,52,145,82,20,112,108,142,92,172,115,202,59,232,103,262,144,292,397,,,,,,,
23,458,53,439,83,33,113,51,143,133,173,45,203,177,233,68,263,92,293,111,,,,,,,
