0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,241,31,60,61,120,91,168,121,225,151,146,181,107,211,307
2,376,32,48,62,102,92,449,122,386,152,62,182,95,212,108
3,26,33,350,63,88,93,115,123,80,153,275,183,348,213,42
4,311,34,100,64,287,94,97,124,243,154,155,184,45,214,82
5,170,35,112,65,394,95,159,125,79,155,154,185,85,215,131
6,632,36,63,66,71,96,181,126,139,156,76,186,147,216,52
7,170,37,275,67,79,97,85,127,133,157,431,187,262,217,168
8,96,38,137,68,30,98,409,128,136,158,227,188,61,218,250
9,131,39,64,69,119,99,51,129,229,159,100,189,159,219,135
10,86,40,59,70,145,100,191,130,51,160,89,190,21,220,205
11,45,41,184,71,113,101,201,131,145,161,518,191,40,221,135
12,295,42,196,72,236,102,150,132,213,162,144,192,59,222,45
13,79,43,177,73,324,103,176,133,236,163,117,193,95,223,116
14,26,44,397,74,190,104,335,134,96,164,77,194,109,224,15
15,312,45,69,75,288,105,271,135,248,165,284,195,71,225,87
16,56,46,261,76,80,106,189,136,33,166,35,196,95,226,257
17,171,47,128,77,233,107,77,137,67,167,346,197,235,227,116
18,85,48,153,78,161,108,573,138,159,168,111,198,288,228,139
19,65,49,94,79,26,109,36,139,166,169,225,199,146,229,-6
20,183,50,198,80,45,110,79,140,402,170,131,200,83,230,220
21,94,51,571,81,6,111,121,141,72,171,69,201,47,,
22,229,52,405,82,210,112,106,142,152,172,155,202,144,,
23,467,53,16,83,96,113,68,143,182,173,103,203,266,,
24,220,54,588,84,295,114,278,144,108,174,221,204,20,,
25,49,55,376,85,20,115,35,145,128,175,48,205,128,,
26,68,56,238,86,100,116,222,146,441,176,145,206,134,,
27,45,57,66,87,174,117,382,147,535,177,213,207,85,,
28,285,58,427,88,20,118,-13,148,69,178,21,208,230,,
29,290,59,330,89,43,119,322,149,171,179,541,209,264,,
30,115,60,73,90,445,120,208,150,29,180,95,210,161,,
