0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,53,31,125,61,326,91,141,121,273,151,89,181,569,211,40,241,235
2,52,32,54,62,247,92,305,122,244,152,61,182,400,212,158,242,70
3,63,33,203,63,248,93,125,123,43,153,44,183,320,213,116,243,172
4,29,34,88,64,241,94,149,124,326,154,106,184,97,214,107,244,195
5,700,35,311,65,409,95,158,125,424,155,504,185,503,215,284,245,183
6,176,36,65,66,539,96,146,126,631,156,656,186,71,216,588,246,247
7,436,37,98,67,160,97,90,127,117,157,216,187,16,217,90,247,459
8,355,38,40,68,148,98,269,128,32,158,180,188,170,218,95,248,310
9,495,39,66,69,191,99,59,129,515,159,191,189,274,219,80,249,230
10,403,40,135,70,72,100,99,130,170,160,254,190,234,220,159,250,397
11,120,41,31,71,266,101,264,131,55,161,65,191,48,221,351,251,16
12,218,42,577,72,106,102,229,132,164,162,350,192,390,222,3,252,361
13,525,43,81,73,132,103,208,133,80,163,573,193,210,223,222,253,374
14,229,44,78,74,589,104,340,134,475,164,560,194,211,224,73,254,101
15,225,45,147,75,102,105,36,135,49,165,363,195,26,225,250,255,110
16,287,46,127,76,75,106,130,136,71,166,553,196,111,226,392,256,39
17,451,47,188,77,498,107,488,137,321,167,5,197,156,227,145,257,159
18,121,48,581,78,304,108,159,138,78,168,148,198,276,228,111,258,28
19,230,49,84,79,54,109,259,139,58,169,105,199,40,229,255,259,590
20,161,50,127,80,309,110,150,140,125,170,158,200,132,230,270,,
21,183,51,287,81,20,111,50,141,58,171,96,201,516,231,168,,
22,81,52,400,82,63,112,56,142,150,172,193,202,110,232,17,,
23,533,53,279,83,43,113,190,143,67,173,88,203,466,233,130,,
24,249,54,93,84,46,114,204,144,62,174,33,204,103,234,121,,
25,91,55,34,85,234,115,32,145,108,175,22,205,159,235,359,,
26,207,56,57,86,88,116,438,146,64,176,40,206,165,236,25,,
27,43,57,293,87,240,117,30,147,116,177,30,207,101,237,511,,
28,304,58,105,88,183,118,136,148,128,178,361,208,587,238,110,,
29,97,59,84,89,306,119,370,149,230,179,168,209,494,239,232,,
30,45,60,94,90,188,120,22,150,670,180,224,210,129,240,67,,
