0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,322,31,141,61,445,91,191,121,337,151,404,181,173
2,362,32,213,62,143,92,271,122,187,152,337,182,147
3,361,33,256,63,177,93,231,123,306,153,348,183,229
4,322,34,91,64,369,94,68,124,227,154,90,184,60
5,40,35,86,65,210,95,494,125,424,155,139,185,148
6,57,36,420,66,154,96,61,126,161,156,142,186,136
7,116,37,4,67,90,97,187,127,60,157,150,187,510
8,209,38,94,68,588,98,73,128,311,158,302,188,258
9,25,39,162,69,207,99,214,129,247,159,276,189,45
10,385,40,107,70,291,100,361,130,336,160,499,190,67
11,276,41,372,71,199,101,103,131,214,161,149,191,602
12,409,42,13,72,491,102,107,132,92,162,48,192,99
13,163,43,66,73,124,103,492,133,432,163,101,193,234
14,45,44,122,74,13,104,269,134,375,164,38,194,244
15,158,45,113,75,500,105,131,135,324,165,270,195,402
16,166,46,430,76,169,106,110,136,201,166,306,196,323
17,376,47,252,77,90,107,246,137,40,167,388,197,468
18,178,48,51,78,109,108,185,138,457,168,57,,
19,325,49,86,79,333,109,346,139,171,169,398,,
20,76,50,381,80,663,110,102,140,79,170,205,,
21,160,51,150,81,398,111,104,141,180,171,115,,
22,377,52,319,82,101,112,76,142,515,172,89,,
23,471,53,299,83,471,113,456,143,73,173,184,,
24,304,54,569,84,48,114,283,144,204,174,58,,
25,119,55,110,85,99,115,44,145,380,175,139,,
26,415,56,342,86,78,116,213,146,72,176,471,,
27,103,57,158,87,240,117,356,147,518,177,247,,
28,190,58,204,88,66,118,101,148,421,178,67,,
29,250,59,152,89,208,119,543,149,84,179,62,,
30,115,60,348,90,1,120,438,150,100,180,401,,
