0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
RAJASTHAN,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,431,31,215,61,228,91,68,121,291,151,92,181,103,211,221
2,97,32,57,62,114,92,316,122,63,152,517,182,60,212,314
3,50,33,136,63,95,93,452,123,90,153,213,183,331,213,195
4,449,34,262,64,62,94,427,124,234,154,156,184,226,214,86
5,408,35,57,65,294,95,129,125,455,155,436,185,411,215,449
6,296,36,411,66,70,96,125,126,161,156,285,186,345,216,80
7,138,37,401,67,378,97,87,127,187,157,195,187,133,217,55
8,552,38,118,68,182,98,169,128,92,158,130,188,82,218,141
9,609,39,141,69,416,99,567,129,376,159,302,189,274,219,422
10,612,40,193,70,240,100,145,130,431,160,567,190,645,220,478
11,492,41,81,71,161,101,127,131,118,161,132,191,133,221,142
12,462,42,37,72,553,102,238,132,565,162,47,192,589,222,134
13,659,43,39,73,79,103,46,133,175,163,560,193,84,223,90
14,141,44,47,74,115,104,403,134,274,164,412,194,194,224,175
15,123,45,246,75,665,105,226,135,294,165,68,195,625,225,67
16,82,46,336,76,-13,106,337,136,98,166,95,196,68,226,124
17,77,47,210,77,155,107,1,137,40,167,384,197,212,227,507
18,263,48,153,78,307,108,90,138,580,168,246,198,331,228,276
19,95,49,581,79,403,109,112,139,171,169,96,199,591,229,351
20,660,50,255,80,120,110,222,140,304,170,303,200,129,230,55
21,376,51,427,81,77,111,404,141,84,171,295,201,269,231,406
22,55,52,117,82,133,112,49,142,35,172,152,202,51,232,565
23,202,53,563,83,443,113,249,143,552,173,31,203,67,233,350
24,226,54,266,84,167,114,82,144,411,174,399,204,225,234,507
25,240,55,284,85,197,115,52,145,706,175,239,205,378,235,314
26,100,56,498,86,125,116,92,146,125,176,312,206,178,236,115
27,174,57,220,87,255,117,195,147,663,177,162,207,49,237,622
28,74,58,109,88,65,118,430,148,351,178,143,208,106,,
29,206,59,462,89,622,119,277,149,98,179,226,209,125,,
30,327,60,149,90,113,120,280,150,244,180,192,210,308,,
