0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,
1,75,31,185,61,96,91,39,121,51,151,180,181,101,211,46,241,331,271,74,,,,,,
2,571,32,55,62,61,92,25,122,55,152,60,182,30,212,56,242,65,272,9,,,,,,
3,169,33,64,63,106,93,75,123,52,153,124,183,63,213,90,243,28,273,40,,,,,,
4,60,34,566,64,68,94,222,124,65,154,-4,184,92,214,449,244,52,274,104,,,,,,
5,59,35,170,65,374,95,46,125,74,155,133,185,117,215,42,245,40,275,74,,,,,,
6,42,36,304,66,60,96,263,126,110,156,145,186,60,216,221,246,43,276,10,,,,,,
7,51,37,274,67,194,97,92,127,202,157,40,187,174,217,73,247,597,277,89,,,,,,
8,7,38,96,68,173,98,75,128,163,158,51,188,16,218,75,248,55,278,40,,,,,,
9,102,39,10,69,534,99,149,129,88,159,43,189,43,219,90,249,70,279,135,,,,,,
10,95,40,99,70,204,100,85,130,91,160,137,190,110,220,44,250,24,280,99,,,,,,
11,420,41,72,71,20,101,109,131,148,161,109,191,49,221,580,251,65,281,206,,,,,,
12,-5,42,33,72,60,102,61,132,26,162,58,192,131,222,62,252,177,282,219,,,,,,
13,115,43,72,73,112,103,20,133,43,163,275,193,106,223,71,253,76,283,39,,,,,,
14,200,44,80,74,60,104,565,134,442,164,291,194,106,224,592,254,40,284,127,,,,,,
15,85,45,79,75,40,105,635,135,159,165,351,195,94,225,479,255,83,285,66,,,,,,
16,59,46,96,76,48,106,160,136,8,166,69,196,145,226,86,256,27,286,225,,,,,,
17,250,47,373,77,130,107,30,137,45,167,72,197,102,227,79,257,160,287,390,,,,,,
18,75,48,250,78,112,108,415,138,128,168,121,198,136,228,142,258,257,288,52,,,,,,
19,617,49,100,79,68,109,65,139,207,169,58,199,105,229,35,259,158,289,285,,,,,,
20,105,50,176,80,168,110,2,140,93,170,450,200,99,230,27,260,55,290,1,,,,,,
21,149,51,30,81,105,111,553,141,243,171,95,201,359,231,67,261,292,291,80,,,,,,
22,105,52,17,82,15,112,72,142,53,172,58,202,210,232,67,262,70,292,90,,,,,,
23,127,53,111,83,105,113,432,143,370,173,64,203,81,233,69,263,470,293,57,,,,,,
24,167,54,270,84,47,114,111,144,242,174,140,204,110,234,218,264,128,294,85,,,,,,
25,45,55,468,85,58,115,106,145,69,175,333,205,120,235,131,265,317,295,52,,,,,,
26,594,56,125,86,129,116,124,146,83,176,55,206,53,236,52,266,127,296,49,,,,,,
27,197,57,129,87,105,117,75,147,154,177,288,207,61,237,70,267,196,297,17,,,,,,
28,206,58,52,88,60,118,17,148,35,178,649,208,128,238,75,268,64,298,194,,,,,,
29,26,59,42,89,75,119,28,149,70,179,107,209,42,239,180,269,125,299,50,,,,,,
30,31,60,208,90,117,120,16,150,150,180,59,210,21,240,126,270,75,300,55,,,,,,
Centre:,445304,GOPAL,SARASWATI,VIDYA,"MANDIR,",IN,FRONT,OF,TRIPULA,POWER,"HOUSE,",SARASWATI,"NAGAR,","RATAPUR,","RAEBARELI,",RAI,"BAREILLY,",UTTAR,PRADESH,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,
301,291,331,26,361,272,391,5,421,345,,,,,,,,,,,,,,,,
302,105,332,339,362,169,392,70,422,90,,,,,,,,,,,,,,,,
303,17,333,119,363,60,393,98,423,93,,,,,,,,,,,,,,,,
304,46,334,174,364,67,394,75,424,77,,,,,,,,,,,,,,,,
305,232,335,35,365,547,395,323,425,66,,,,,,,,,,,,,,,,
306,180,336,96,366,15,396,105,426,571,,,,,,,,,,,,,,,,
307,81,337,42,367,70,397,28,427,101,,,,,,,,,,,,,,,,
308,77,338,84,368,380,398,214,428,147,,,,,,,,,,,,,,,,
309,116,339,90,369,66,399,71,429,90,,,,,,,,,,,,,,,,
310,44,340,90,370,261,400,140,430,60,,,,,,,,,,,,,,,,
311,60,341,65,371,364,401,74,431,92,,,,,,,,,,,,,,,,
312,83,342,94,372,219,402,149,432,374,,,,,,,,,,,,,,,,
313,100,343,148,373,145,403,58,433,172,,,,,,,,,,,,,,,,
314,190,344,607,374,52,404,31,434,123,,,,,,,,,,,,,,,,
315,60,345,179,375,78,405,208,435,75,,,,,,,,,,,,,,,,
316,5,346,49,376,-30,406,165,436,75,,,,,,,,,,,,,,,,
317,146,347,540,377,80,407,497,437,115,,,,,,,,,,,,,,,,
318,130,348,144,378,145,408,143,438,393,,,,,,,,,,,,,,,,
319,71,349,86,379,317,409,110,439,54,,,,,,,,,,,,,,,,
320,226,350,119,380,50,410,81,440,50,,,,,,,,,,,,,,,,
321,100,351,52,381,79,411,35,441,20,,,,,,,,,,,,,,,,
322,50,352,88,382,145,412,30,442,87,,,,,,,,,,,,,,,,
323,122,353,96,383,265,413,70,443,70,,,,,,,,,,,,,,,,
324,85,354,120,384,40,414,110,444,31,,,,,,,,,,,,,,,,
325,140,355,20,385,71,415,80,445,41,,,,,,,,,,,,,,,,
326,50,356,75,386,368,416,98,446,119,,,,,,,,,,,,,,,,
327,44,357,127,387,73,417,517,447,37,,,,,,,,,,,,,,,,
328,43,358,282,388,374,418,41,,,,,,,,,,,,,,,,,,
329,165,359,60,389,520,419,194,,,,,,,,,,,,,,,,,,
330,32,360,35,390,70,420,80,,,,,,,,,,,,,,,,,,
