0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
"RAJASTHAN,","JODHPUR,",RAJASTHAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,
1,120,31,409,61,171,91,530,121,293,151,67,181,426,211,38,241,77,271,131,,,,,,,,,,,
2,411,32,438,62,240,92,449,122,485,152,352,182,482,212,130,242,133,272,91,,,,,,,,,,,
3,77,33,58,63,102,93,291,123,175,153,102,183,523,213,162,243,87,273,217,,,,,,,,,,,
4,211,34,195,64,422,94,622,124,58,154,150,184,595,214,118,244,549,274,197,,,,,,,,,,,
5,572,35,247,65,551,95,369,125,220,155,259,185,114,215,562,245,18,275,97,,,,,,,,,,,
6,164,36,69,66,307,96,131,126,124,156,330,186,284,216,76,246,368,276,269,,,,,,,,,,,
7,201,37,242,67,199,97,255,127,93,157,408,187,50,217,148,247,535,277,74,,,,,,,,,,,
8,294,38,135,68,178,98,270,128,422,158,280,188,444,218,60,248,232,278,81,,,,,,,,,,,
9,249,39,85,69,62,99,29,129,208,159,50,189,196,219,71,249,224,279,107,,,,,,,,,,,
10,102,40,25,70,201,100,81,130,650,160,326,190,180,220,580,250,98,280,52,,,,,,,,,,,
11,225,41,38,71,102,101,412,131,159,161,624,191,518,221,593,251,163,281,107,,,,,,,,,,,
12,40,42,613,72,335,102,130,132,102,162,348,192,207,222,217,252,74,282,172,,,,,,,,,,,
13,65,43,161,73,395,103,276,133,498,163,132,193,602,223,580,253,145,283,647,,,,,,,,,,,
14,650,44,72,74,193,104,671,134,60,164,191,194,530,224,496,254,82,284,55,,,,,,,,,,,
15,85,45,154,75,186,105,35,135,303,165,102,195,147,225,105,255,631,285,677,,,,,,,,,,,
16,602,46,615,76,62,106,322,136,103,166,40,196,324,226,220,256,194,286,86,,,,,,,,,,,
17,132,47,265,77,234,107,374,137,212,167,301,197,568,227,10,257,485,287,437,,,,,,,,,,,
18,95,48,680,78,15,108,79,138,48,168,596,198,434,228,284,258,193,288,295,,,,,,,,,,,
19,371,49,348,79,130,109,225,139,247,169,105,199,645,229,107,259,111,289,102,,,,,,,,,,,
20,462,50,71,80,121,110,303,140,705,170,497,200,240,230,383,260,401,290,235,,,,,,,,,,,
21,135,51,121,81,95,111,205,141,309,171,338,201,133,231,282,261,167,291,512,,,,,,,,,,,
22,73,52,201,82,83,112,197,142,363,172,175,202,255,232,403,262,646,292,218,,,,,,,,,,,
23,89,53,300,83,183,113,91,143,134,173,385,203,191,233,28,263,420,293,61,,,,,,,,,,,
24,150,54,107,84,89,114,655,144,218,174,47,204,340,234,552,264,100,294,138,,,,,,,,,,,
25,140,55,307,85,118,115,86,145,510,175,188,205,602,235,110,265,145,295,218,,,,,,,,,,,
26,266,56,198,86,416,116,297,146,266,176,143,206,90,236,491,266,88,296,125,,,,,,,,,,,
27,596,57,189,87,75,117,233,147,174,177,216,207,404,237,359,267,35,297,83,,,,,,,,,,,
28,446,58,150,88,60,118,82,148,346,178,100,208,148,238,276,268,183,298,242,,,,,,,,,,,
29,505,59,154,89,296,119,147,149,105,179,633,209,183,239,227,269,160,299,246,,,,,,,,,,,
30,55,60,535,90,80,120,180,150,647,180,103,210,286,240,85,270,309,300,507,,,,,,,,,,,
Centre:,390413,B,R,BIRLA,PUB,SCH,GREEN,PARK,JODHPUR,"RAJ,",B,R,BIRLA,PUBLIC,SCHOOL,GREEN,PARK,BEYOND,18,SECTOR,CHOPASANI,HOUSING,BOARD,JODHPUR,NEET,(UG),2024,Page,No.,2
"RAJASTHAN,","JODHPUR,",RAJASTHAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,,,,,
301,490,331,72,361,92,391,19,421,315,,,,,,,,,,,,,,,,,,,,,
302,133,332,349,362,246,392,83,422,357,,,,,,,,,,,,,,,,,,,,,
303,109,333,210,363,121,393,99,423,164,,,,,,,,,,,,,,,,,,,,,
304,309,334,634,364,115,394,70,424,190,,,,,,,,,,,,,,,,,,,,,
305,51,335,101,365,528,395,41,425,515,,,,,,,,,,,,,,,,,,,,,
306,172,336,401,366,228,396,80,,,,,,,,,,,,,,,,,,,,,,,
307,393,337,493,367,95,397,204,,,,,,,,,,,,,,,,,,,,,,,
308,655,338,142,368,19,398,113,,,,,,,,,,,,,,,,,,,,,,,
309,480,339,382,369,20,399,147,,,,,,,,,,,,,,,,,,,,,,,
310,209,340,340,370,649,400,302,,,,,,,,,,,,,,,,,,,,,,,
311,125,341,110,371,98,401,253,,,,,,,,,,,,,,,,,,,,,,,
312,274,342,6,372,95,402,79,,,,,,,,,,,,,,,,,,,,,,,
313,300,343,76,373,355,403,348,,,,,,,,,,,,,,,,,,,,,,,
314,185,344,50,374,471,404,22,,,,,,,,,,,,,,,,,,,,,,,
315,34,345,356,375,55,405,240,,,,,,,,,,,,,,,,,,,,,,,
316,103,346,170,376,430,406,530,,,,,,,,,,,,,,,,,,,,,,,
317,179,347,473,377,190,407,612,,,,,,,,,,,,,,,,,,,,,,,
318,186,348,130,378,640,408,252,,,,,,,,,,,,,,,,,,,,,,,
319,143,349,106,379,635,409,99,,,,,,,,,,,,,,,,,,,,,,,
320,590,350,84,380,58,410,580,,,,,,,,,,,,,,,,,,,,,,,
321,80,351,203,381,230,411,556,,,,,,,,,,,,,,,,,,,,,,,
322,45,352,207,382,360,412,238,,,,,,,,,,,,,,,,,,,,,,,
323,195,353,176,383,210,413,98,,,,,,,,,,,,,,,,,,,,,,,
324,141,354,332,384,80,414,544,,,,,,,,,,,,,,,,,,,,,,,
325,185,355,434,385,240,415,457,,,,,,,,,,,,,,,,,,,,,,,
326,75,356,78,386,421,416,272,,,,,,,,,,,,,,,,,,,,,,,
327,95,357,418,387,55,417,281,,,,,,,,,,,,,,,,,,,,,,,
328,230,358,699,388,140,418,144,,,,,,,,,,,,,,,,,,,,,,,
329,171,359,495,389,307,419,260,,,,,,,,,,,,,,,,,,,,,,,
330,398,360,266,390,270,420,12,,,,,,,,,,,,,,,,,,,,,,,
