0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
ARUNACHAL,PRADESH,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,222,31,253,61,112,91,73,121,127,151,125,181,42,211,37
2,109,32,76,62,17,92,136,122,243,152,176,182,233,212,57
3,92,33,57,63,398,93,230,123,83,153,298,183,142,213,64
4,180,34,105,64,124,94,88,124,264,154,193,184,167,214,123
5,411,35,184,65,80,95,43,125,138,155,111,185,154,215,386
6,25,36,107,66,279,96,95,126,159,156,20,186,-5,216,281
7,135,37,84,67,107,97,171,127,27,157,70,187,190,217,214
8,158,38,186,68,70,98,202,128,61,158,19,188,308,218,236
9,330,39,63,69,65,99,84,129,177,159,73,189,436,219,63
10,81,40,69,70,140,100,415,130,40,160,124,190,130,220,192
11,471,41,121,71,204,101,183,131,66,161,168,191,256,221,100
12,147,42,191,72,262,102,59,132,210,162,92,192,112,222,60
13,93,43,406,73,84,103,10,133,83,163,178,193,267,223,119
14,19,44,39,74,141,104,225,134,74,164,138,194,133,224,423
15,118,45,41,75,85,105,286,135,123,165,188,195,161,225,411
16,366,46,55,76,248,106,121,136,175,166,60,196,223,226,211
17,100,47,17,77,125,107,75,137,320,167,168,197,20,227,142
18,205,48,252,78,358,108,78,138,284,168,129,198,82,228,249
19,46,49,146,79,48,109,309,139,255,169,508,199,64,229,89
20,121,50,132,80,346,110,431,140,566,170,84,200,137,230,102
21,204,51,6,81,155,111,388,141,196,171,496,201,24,231,123
22,538,52,207,82,281,112,313,142,324,172,95,202,496,232,58
23,63,53,346,83,183,113,313,143,49,173,112,203,189,233,192
24,163,54,260,84,107,114,46,144,83,174,85,204,186,,
25,150,55,422,85,128,115,183,145,124,175,92,205,105,,
26,244,56,22,86,70,116,324,146,264,176,336,206,62,,
27,142,57,225,87,120,117,362,147,101,177,91,207,101,,
28,225,58,59,88,192,118,187,148,231,178,224,208,277,,
29,152,59,188,89,139,119,103,149,308,179,169,209,294,,
30,55,60,103,90,107,120,127,150,383,180,116,210,57,,
