0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
ASSAM,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,
1,203,31,135,61,135,91,160,121,188,151,507,181,71,211,210,241,138,271,158,
2,74,32,131,62,141,92,65,122,223,152,277,182,116,212,44,242,47,272,51,
3,361,33,115,63,100,93,466,123,84,153,5,183,30,213,114,243,181,273,88,
4,167,34,116,64,206,94,31,124,77,154,394,184,244,214,179,244,584,274,221,
5,275,35,203,65,48,95,206,125,76,155,41,185,171,215,65,245,61,275,205,
6,297,36,86,66,98,96,77,126,120,156,90,186,196,216,55,246,161,276,198,
7,250,37,132,67,144,97,138,127,27,157,70,187,255,217,221,247,254,277,116,
8,201,38,98,68,107,98,55,128,120,158,105,188,227,218,136,248,295,278,76,
9,373,39,168,69,33,99,35,129,96,159,89,189,340,219,362,249,30,279,130,
10,101,40,589,70,96,100,-1,130,54,160,101,190,223,220,75,250,324,280,107,
11,219,41,63,71,159,101,44,131,84,161,65,191,49,221,269,251,274,281,89,
12,67,42,463,72,105,102,112,132,39,162,77,192,91,222,54,252,372,282,223,
13,118,43,142,73,615,103,27,133,58,163,90,193,155,223,58,253,82,283,44,
14,132,44,331,74,66,104,26,134,105,164,344,194,69,224,24,254,307,284,185,
15,150,45,47,75,244,105,172,135,126,165,93,195,27,225,88,255,254,285,59,
16,130,46,20,76,273,106,28,136,168,166,172,196,489,226,65,256,30,286,78,
17,45,47,80,77,99,107,218,137,132,167,59,197,83,227,574,257,105,287,93,
18,147,48,170,78,87,108,184,138,241,168,136,198,86,228,215,258,170,288,42,
19,74,49,47,79,70,109,388,139,366,169,431,199,342,229,24,259,83,289,405,
20,411,50,383,80,50,110,213,140,100,170,44,200,603,230,70,260,16,290,192,
21,98,51,343,81,390,111,176,141,251,171,491,201,194,231,57,261,172,291,386,
22,114,52,73,82,301,112,84,142,68,172,21,202,320,232,297,262,69,292,85,
23,409,53,598,83,105,113,93,143,43,173,137,203,27,233,351,263,65,293,80,
24,598,54,145,84,2,114,157,144,416,174,175,204,120,234,138,264,64,294,208,
25,95,55,313,85,162,115,221,145,87,175,87,205,250,235,197,265,311,295,68,
26,106,56,150,86,92,116,49,146,478,176,310,206,45,236,603,266,273,296,35,
27,83,57,134,87,172,117,624,147,424,177,105,207,263,237,33,267,19,297,391,
28,10,58,581,88,325,118,131,148,56,178,118,208,273,238,75,268,428,298,137,
29,164,59,356,89,65,119,138,149,68,179,55,209,146,239,156,269,82,299,23,
30,45,60,92,90,39,120,115,150,381,180,117,210,290,240,48,270,139,300,351,
Centre:,140901,GOALPARA,ENGLISH,"SCHOOL,",BHALUKDUBI,GOALPARA,TEH-BALIJANA,P.O.-BHALUKDUBI,P.S.-GOALPARA,DIST-,GOALPARA,ASSAM,"PIN-783101,","GOALPARA,",NEET,(UG),2024,Page,No.,2
ASSAM,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,
301,165,331,272,361,354,391,76,421,60,451,49,,,,,,,,,
302,42,332,61,362,67,392,64,422,94,452,100,,,,,,,,,
303,222,333,173,363,25,393,166,423,37,453,498,,,,,,,,,
304,85,334,110,364,285,394,205,424,115,454,564,,,,,,,,,
305,55,335,86,365,178,395,102,425,169,455,209,,,,,,,,,
306,100,336,204,366,73,396,70,426,141,456,36,,,,,,,,,
307,164,337,48,367,176,397,466,427,154,457,68,,,,,,,,,
308,161,338,204,368,410,398,151,428,515,458,179,,,,,,,,,
309,40,339,62,369,193,399,10,429,77,459,170,,,,,,,,,
310,59,340,169,370,66,400,395,430,262,460,517,,,,,,,,,
311,120,341,326,371,26,401,165,431,68,461,130,,,,,,,,,
312,332,342,313,372,439,402,57,432,608,462,36,,,,,,,,,
313,529,343,275,373,295,403,256,433,651,463,80,,,,,,,,,
314,493,344,35,374,324,404,123,434,21,464,56,,,,,,,,,
315,179,345,160,375,340,405,378,435,162,465,175,,,,,,,,,
316,139,346,93,376,182,406,62,436,256,466,115,,,,,,,,,
317,47,347,139,377,111,407,101,437,435,,,,,,,,,,,
318,371,348,89,378,100,408,172,438,88,,,,,,,,,,,
319,67,349,70,379,63,409,508,439,515,,,,,,,,,,,
320,99,350,149,380,19,410,73,440,438,,,,,,,,,,,
321,157,351,121,381,367,411,130,441,244,,,,,,,,,,,
322,309,352,59,382,195,412,106,442,105,,,,,,,,,,,
323,143,353,54,383,89,413,141,443,76,,,,,,,,,,,
324,73,354,112,384,19,414,232,444,419,,,,,,,,,,,
325,303,355,3,385,70,415,45,445,359,,,,,,,,,,,
326,117,356,134,386,97,416,135,446,87,,,,,,,,,,,
327,104,357,64,387,204,417,28,447,128,,,,,,,,,,,
328,138,358,471,388,26,418,191,448,136,,,,,,,,,,,
329,296,359,89,389,85,419,254,449,72,,,,,,,,,,,
330,94,360,184,390,495,420,452,450,145,,,,,,,,,,,
