0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,
1,97,31,213,61,103,91,211,121,39,151,28,181,221,211,298,241,302,271,160,,,,,
2,516,32,435,62,250,92,305,122,47,152,170,182,141,212,584,242,157,272,131,,,,,
3,134,33,129,63,66,93,357,123,56,153,408,183,153,213,69,243,311,273,127,,,,,
4,667,34,187,64,157,94,34,124,61,154,53,184,60,214,286,244,49,274,75,,,,,
5,424,35,80,65,85,95,42,125,105,155,291,185,74,215,128,245,338,275,128,,,,,
6,154,36,66,66,150,96,103,126,530,156,162,186,367,216,151,246,82,276,39,,,,,
7,85,37,99,67,187,97,192,127,205,157,70,187,351,217,121,247,166,277,328,,,,,
8,163,38,559,68,102,98,244,128,168,158,371,188,518,218,343,248,95,278,526,,,,,
9,105,39,138,69,283,99,209,129,329,159,214,189,223,219,189,249,56,279,202,,,,,
10,96,40,60,70,80,100,57,130,117,160,546,190,216,220,457,250,60,280,14,,,,,
11,121,41,99,71,345,101,195,131,376,161,130,191,513,221,403,251,35,281,96,,,,,
12,334,42,325,72,300,102,166,132,75,162,43,192,102,222,202,252,104,282,247,,,,,
13,90,43,318,73,75,103,452,133,62,163,163,193,186,223,593,253,86,283,167,,,,,
14,43,44,-3,74,74,104,206,134,141,164,106,194,175,224,91,254,203,284,99,,,,,
15,13,45,56,75,375,105,96,135,151,165,121,195,121,225,191,255,431,285,85,,,,,
16,82,46,255,76,56,106,169,136,58,166,165,196,78,226,220,256,171,286,139,,,,,
17,80,47,43,77,325,107,104,137,174,167,90,197,182,227,117,257,45,287,137,,,,,
18,212,48,212,78,76,108,129,138,99,168,650,198,88,228,68,258,198,288,606,,,,,
19,370,49,263,79,312,109,77,139,83,169,435,199,292,229,46,259,152,289,337,,,,,
20,94,50,173,80,136,110,87,140,350,170,454,200,164,230,424,260,481,290,44,,,,,
21,429,51,25,81,581,111,351,141,114,171,471,201,148,231,237,261,73,291,363,,,,,
22,35,52,155,82,27,112,40,142,416,172,84,202,215,232,690,262,365,292,86,,,,,
23,177,53,354,83,171,113,70,143,307,173,42,203,461,233,120,263,23,293,65,,,,,
24,540,54,107,84,266,114,186,144,619,174,412,204,30,234,297,264,175,294,216,,,,,
25,163,55,-18,85,425,115,492,145,61,175,320,205,266,235,71,265,344,295,81,,,,,
26,10,56,120,86,90,116,168,146,127,176,110,206,210,236,253,266,271,296,66,,,,,
27,94,57,328,87,242,117,329,147,112,177,280,207,53,237,100,267,143,297,400,,,,,
28,315,58,173,88,50,118,80,148,140,178,63,208,230,238,578,268,37,298,271,,,,,
29,694,59,113,89,105,119,243,149,465,179,454,209,177,239,127,269,110,299,82,,,,,
30,429,60,221,90,293,120,441,150,63,180,175,210,437,240,168,270,67,300,20,,,,,
Centre:,461601,TECHNO,INDIA,GROUP,PUBLIC,"SCHOOL,",MANIPUR,GHAT,ROAD,OPPOSITE,FIRE,BRIGADE,OFFICE,NABADWIP,"NADIA,","NADIA,",WEST,BENGAL,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,,,
301,147,331,296,361,75,,,,,,,,,,,,,,,,,,,
302,190,332,626,362,57,,,,,,,,,,,,,,,,,,,
303,247,333,174,363,276,,,,,,,,,,,,,,,,,,,
304,223,334,60,364,398,,,,,,,,,,,,,,,,,,,
305,303,335,73,365,213,,,,,,,,,,,,,,,,,,,
306,51,336,320,366,89,,,,,,,,,,,,,,,,,,,
307,86,337,32,367,381,,,,,,,,,,,,,,,,,,,
308,152,338,154,368,529,,,,,,,,,,,,,,,,,,,
309,357,339,85,369,85,,,,,,,,,,,,,,,,,,,
310,462,340,602,370,61,,,,,,,,,,,,,,,,,,,
311,134,341,40,,,,,,,,,,,,,,,,,,,,,
312,349,342,199,,,,,,,,,,,,,,,,,,,,,
313,160,343,327,,,,,,,,,,,,,,,,,,,,,
314,29,344,423,,,,,,,,,,,,,,,,,,,,,
315,488,345,154,,,,,,,,,,,,,,,,,,,,,
316,187,346,467,,,,,,,,,,,,,,,,,,,,,
317,44,347,155,,,,,,,,,,,,,,,,,,,,,
318,131,348,539,,,,,,,,,,,,,,,,,,,,,
319,404,349,247,,,,,,,,,,,,,,,,,,,,,
320,241,350,148,,,,,,,,,,,,,,,,,,,,,
321,94,351,248,,,,,,,,,,,,,,,,,,,,,
322,438,352,342,,,,,,,,,,,,,,,,,,,,,
323,240,353,86,,,,,,,,,,,,,,,,,,,,,
324,45,354,62,,,,,,,,,,,,,,,,,,,,,
325,-5,355,-2,,,,,,,,,,,,,,,,,,,,,
326,435,356,269,,,,,,,,,,,,,,,,,,,,,
327,118,357,24,,,,,,,,,,,,,,,,,,,,,
328,116,358,68,,,,,,,,,,,,,,,,,,,,,
329,286,359,8,,,,,,,,,,,,,,,,,,,,,
330,65,360,133,,,,,,,,,,,,,,,,,,,,,
