0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,55,31,240,61,72,91,50,121,82,151,443,181,317,211,54
2,56,32,69,62,214,92,219,122,604,152,460,182,129,212,195
3,101,33,132,63,26,93,297,123,158,153,286,183,162,213,225
4,232,34,240,64,380,94,35,124,451,154,74,184,62,214,294
5,357,35,279,65,303,95,222,125,68,155,233,185,291,215,316
6,26,36,60,66,70,96,258,126,145,156,76,186,123,216,140
7,117,37,42,67,43,97,253,127,500,157,275,187,166,217,338
8,104,38,30,68,307,98,406,128,123,158,156,188,243,218,99
9,389,39,296,69,101,99,380,129,439,159,538,189,246,219,362
10,235,40,203,70,309,100,462,130,48,160,22,190,116,220,211
11,291,41,167,71,378,101,93,131,300,161,505,191,333,221,138
12,145,42,117,72,56,102,211,132,311,162,204,192,102,222,217
13,145,43,55,73,60,103,424,133,150,163,123,193,30,223,363
14,2,44,143,74,163,104,193,134,73,164,31,194,57,224,166
15,67,45,83,75,108,105,15,135,149,165,101,195,137,225,121
16,52,46,270,76,125,106,119,136,49,166,99,196,55,226,279
17,94,47,37,77,340,107,78,137,53,167,191,197,90,227,345
18,378,48,239,78,97,108,460,138,147,168,124,198,97,228,85
19,87,49,403,79,518,109,51,139,94,169,184,199,228,229,455
20,137,50,61,80,164,110,55,140,236,170,320,200,273,230,175
21,418,51,395,81,229,111,50,141,78,171,165,201,398,231,230
22,170,52,306,82,202,112,166,142,91,172,321,202,14,232,40
23,195,53,79,83,138,113,239,143,206,173,73,203,297,,
24,479,54,30,84,217,114,66,144,363,174,83,204,266,,
25,153,55,523,85,276,115,32,145,34,175,251,205,54,,
26,322,56,290,86,95,116,14,146,360,176,402,206,235,,
27,82,57,77,87,220,117,54,147,112,177,77,207,81,,
28,111,58,133,88,464,118,285,148,168,178,71,208,50,,
29,93,59,534,89,151,119,271,149,96,179,172,209,275,,
30,148,60,95,90,461,120,53,150,60,180,74,210,108,,
