0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
20,52,50,309,80,67,110,70,140,103,170,226,200,166,230,385,260,89,290,45,,,,,,,,,,
21,295,51,43,81,56,111,125,141,157,171,293,201,39,231,347,261,208,291,74,,,,,,,,,,
22,345,52,111,82,195,112,103,142,282,172,213,202,265,232,143,262,72,292,501,,,,,,,,,,
23,631,53,98,83,629,113,40,143,62,173,18,203,45,233,24,263,245,293,364,,,,,,,,,,
24,72,54,19,84,231,114,173,144,626,174,90,204,423,234,56,264,125,294,130,,,,,,,,,,
25,624,55,560,85,423,115,85,145,288,175,71,205,53,235,439,265,610,295,127,,,,,,,,,,
26,26,56,244,86,163,116,508,146,288,176,495,206,245,236,305,266,33,296,532,,,,,,,,,,
27,120,57,287,87,29,117,507,147,265,177,82,207,271,237,71,267,302,297,258,,,,,,,,,,
28,96,58,146,88,444,118,54,148,133,178,310,208,225,238,286,268,49,298,495,,,,,,,,,,
29,31,59,619,89,324,119,78,149,344,179,138,209,292,239,205,269,97,299,145,,,,,,,,,,
30,210,60,198,90,67,120,456,150,373,180,78,210,194,240,42,270,334,300,67,,,,,,,,,,
Centre:,310801,SANJAY,GHODAWAT,"INSTITUTE,",GAT,NO,552,A/P.,ATIGRE,TALUKA,:,HATKANANGALE,DIST,-,KOLHAPUR,PIN,CODE,-,416118.,STATE,:,MAHARASHTRA,"INDIA,",NEET,(UG),2024,Page,No.,2
"KOLHAPUR,",MAHARASHTRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,
301,204,331,403,361,242,391,100,421,273,451,33,481,219,511,498,541,245,571,106,,,,,,,,,,
302,84,332,352,362,242,392,521,422,216,452,527,482,420,512,587,542,80,572,152,,,,,,,,,,
303,287,333,56,363,506,393,343,423,245,453,665,483,149,513,104,543,211,573,103,,,,,,,,,,
304,117,334,46,364,219,394,11,424,52,454,238,484,32,514,595,544,201,574,31,,,,,,,,,,
305,511,335,174,365,70,395,501,425,119,455,165,485,92,515,34,545,463,575,76,,,,,,,,,,
306,306,336,95,366,251,396,71,426,501,456,75,486,31,516,97,546,61,576,313,,,,,,,,,,
307,108,337,509,367,338,397,177,427,26,457,120,487,37,517,174,547,304,577,161,,,,,,,,,,
308,220,338,274,368,188,398,148,428,126,458,243,488,162,518,298,548,85,578,476,,,,,,,,,,
309,100,339,62,369,270,399,24,429,330,459,36,489,636,519,156,549,593,579,534,,,,,,,,,,
310,185,340,405,370,69,400,353,430,273,460,25,490,167,520,201,550,566,580,141,,,,,,,,,,
311,225,341,59,371,372,401,35,431,184,461,158,491,102,521,234,551,301,581,421,,,,,,,,,,
312,562,342,117,372,-4,402,240,432,173,462,247,492,183,522,335,552,311,582,122,,,,,,,,,,
313,45,343,43,373,196,403,434,433,118,463,395,493,282,523,524,553,35,583,129,,,,,,,,,,
314,128,344,132,374,140,404,250,434,51,464,104,494,609,524,64,554,144,584,87,,,,,,,,,,
315,476,345,482,375,70,405,45,435,34,465,270,495,324,525,71,555,109,585,65,,,,,,,,,,
316,89,346,324,376,593,406,161,436,30,466,616,496,385,526,451,556,0,586,486,,,,,,,,,,
317,492,347,632,377,104,407,48,437,140,467,42,497,361,527,36,557,151,587,412,,,,,,,,,,
318,126,348,24,378,115,408,201,438,289,468,162,498,437,528,76,558,25,588,56,,,,,,,,,,
319,159,349,82,379,465,409,87,439,137,469,361,499,41,529,80,559,101,589,45,,,,,,,,,,
320,22,350,382,380,70,410,294,440,385,470,136,500,95,530,614,560,85,590,232,,,,,,,,,,
321,124,351,223,381,137,411,555,441,38,471,333,501,121,531,80,561,534,591,241,,,,,,,,,,
322,108,352,26,382,62,412,58,442,593,472,331,502,124,532,338,562,97,592,74,,,,,,,,,,
323,458,353,136,383,587,413,352,443,307,473,418,503,75,533,263,563,141,593,454,,,,,,,,,,
324,133,354,101,384,57,414,71,444,65,474,242,504,212,534,401,564,102,594,50,,,,,,,,,,
325,248,355,120,385,43,415,231,445,122,475,125,505,620,535,79,565,76,595,27,,,,,,,,,,
326,3,356,189,386,64,416,165,446,556,476,417,506,460,536,118,566,609,596,413,,,,,,,,,,
327,186,357,364,387,181,417,146,447,75,477,15,507,93,537,100,567,154,597,217,,,,,,,,,,
328,297,358,450,388,276,418,125,448,119,478,414,508,301,538,27,568,172,598,28,,,,,,,,,,
329,192,359,410,389,73,419,47,449,105,479,93,509,122,539,443,569,135,599,65,,,,,,,,,,
330,394,360,68,390,150,420,28,450,100,480,133,510,211,540,383,570,32,600,442,,,,,,,,,,
Centre:,310801,SANJAY,GHODAWAT,"INSTITUTE,",GAT,NO,552,A/P.,ATIGRE,TALUKA,:,HATKANANGALE,DIST,-,KOLHAPUR,PIN,CODE,-,416118.,STATE,:,MAHARASHTRA,"INDIA,",NEET,(UG),2024,Page,No.,3
"KOLHAPUR,",MAHARASHTRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,
601,27,631,178,661,627,691,120,721,115,751,132,781,186,811,93,841,181,871,125,,,,,,,,,,
602,98,632,639,662,586,692,35,722,56,752,627,782,90,812,97,842,597,872,85,,,,,,,,,,
603,278,633,67,663,16,693,90,723,113,753,35,783,214,813,47,843,101,873,35,,,,,,,,,,
604,119,634,248,664,101,694,27,724,179,754,183,784,45,814,70,844,84,874,133,,,,,,,,,,
605,171,635,444,665,256,695,289,725,112,755,545,785,66,815,218,845,228,875,660,,,,,,,,,,
606,375,636,95,666,110,696,141,726,110,756,130,786,125,816,503,846,410,876,511,,,,,,,,,,
607,14,637,390,667,194,697,44,727,148,757,134,787,95,817,176,847,42,877,131,,,,,,,,,,
608,96,638,336,668,94,698,293,728,142,758,75,788,40,818,44,848,264,878,122,,,,,,,,,,
609,108,639,94,669,114,699,156,729,176,759,180,789,51,819,149,849,71,879,115,,,,,,,,,,
610,545,640,75,670,207,700,127,730,272,760,66,790,21,820,85,850,60,880,23,,,,,,,,,,
611,31,641,430,671,74,701,322,731,104,761,128,791,400,821,52,851,56,881,507,,,,,,,,,,
612,80,642,40,672,258,702,65,732,340,762,44,792,317,822,212,852,198,882,296,,,,,,,,,,
613,199,643,617,673,267,703,257,733,89,763,413,793,107,823,359,853,95,883,259,,,,,,,,,,
614,70,644,410,674,464,704,327,734,32,764,100,794,270,824,79,854,51,884,213,,,,,,,,,,
615,312,645,81,675,369,705,620,735,37,765,710,795,299,825,182,855,272,885,574,,,,,,,,,,
616,55,646,622,676,137,706,97,736,540,766,36,796,435,826,115,856,205,886,259,,,,,,,,,,
617,213,647,488,677,376,707,690,737,439,767,404,797,41,827,175,857,62,887,218,,,,,,,,,,
618,276,648,108,678,55,708,57,738,228,768,49,798,146,828,85,858,218,888,294,,,,,,,,,,
619,61,649,317,679,395,709,124,739,145,769,70,799,292,829,235,859,71,889,191,,,,,,,,,,
620,500,650,181,680,284,710,189,740,171,770,62,800,252,830,170,860,252,890,55,,,,,,,,,,
621,356,651,340,681,183,711,197,741,187,771,55,801,89,831,135,861,542,891,122,,,,,,,,,,
622,114,652,67,682,35,712,209,742,211,772,32,802,190,832,121,862,142,892,506,,,,,,,,,,
623,405,653,137,683,441,713,147,743,267,773,43,803,175,833,181,863,197,893,169,,,,,,,,,,
624,273,654,320,684,360,714,121,744,607,774,113,804,243,834,126,864,288,894,112,,,,,,,,,,
625,260,655,47,685,100,715,344,745,650,775,244,805,25,835,285,865,526,895,208,,,,,,,,,,
626,135,656,128,686,612,716,386,746,391,776,530,806,277,836,273,866,129,896,106,,,,,,,,,,
627,566,657,93,687,383,717,60,747,93,777,411,807,120,837,150,867,65,897,179,,,,,,,,,,
628,55,658,146,688,149,718,229,748,86,778,52,808,3,838,51,868,131,898,86,,,,,,,,,,
629,227,659,583,689,201,719,62,749,494,779,145,809,127,839,45,869,661,899,119,,,,,,,,,,
630,114,660,33,690,313,720,168,750,82,780,90,810,440,840,486,870,207,900,191,,,,,,,,,,
Centre:,310801,SANJAY,GHODAWAT,"INSTITUTE,",GAT,NO,552,A/P.,ATIGRE,TALUKA,:,HATKANANGALE,DIST,-,KOLHAPUR,PIN,CODE,-,416118.,STATE,:,MAHARASHTRA,"INDIA,",NEET,(UG),2024,Page,No.,4
"KOLHAPUR,",MAHARASHTRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,
901,186,931,439,961,161,991,356,1021,151,1051,179,1081,162,1111,637,1141,90,1171,80,,,,,,,,,,
902,276,932,129,962,177,992,139,1022,287,1052,210,1082,73,1112,380,1142,476,1172,340,,,,,,,,,,
903,59,933,80,963,213,993,409,1023,184,1053,677,1083,578,1113,245,1143,65,1173,94,,,,,,,,,,
904,44,934,196,964,147,994,99,1024,114,1054,372,1084,121,1114,38,1144,62,1174,25,,,,,,,,,,
905,288,935,121,965,434,995,497,1025,279,1055,606,1085,-1,1115,388,1145,20,1175,115,,,,,,,,,,
906,60,936,147,966,77,996,133,1026,224,1056,181,1086,126,1116,92,1146,340,1176,565,,,,,,,,,,
907,227,937,92,967,156,997,311,1027,105,1057,98,1087,592,1117,101,1147,308,1177,78,,,,,,,,,,
908,275,938,161,968,15,998,666,1028,90,1058,144,1088,32,1118,51,1148,177,1178,440,,,,,,,,,,
909,209,939,47,969,44,999,208,1029,248,1059,145,1089,359,1119,102,1149,264,1179,92,,,,,,,,,,
910,118,940,88,970,80,1000,176,1030,343,1060,125,1090,146,1120,188,1150,591,1180,200,,,,,,,,,,
911,224,941,575,971,18,1001,657,1031,115,1061,464,1091,390,1121,352,1151,81,1181,-6,,,,,,,,,,
912,354,942,98,972,170,1002,630,1032,284,1062,49,1092,258,1122,55,1152,104,,,,,,,,,,,,
913,319,943,130,973,35,1003,47,1033,265,1063,74,1093,48,1123,98,1153,90,,,,,,,,,,,,
914,95,944,396,974,667,1004,44,1034,101,1064,102,1094,162,1124,290,1154,112,,,,,,,,,,,,
915,40,945,281,975,149,1005,104,1035,45,1065,172,1095,81,1125,202,1155,211,,,,,,,,,,,,
916,15,946,145,976,264,1006,353,1036,158,1066,130,1096,497,1126,63,1156,370,,,,,,,,,,,,
917,266,947,10,977,77,1007,19,1037,35,1067,90,1097,254,1127,448,1157,461,,,,,,,,,,,,
918,534,948,283,978,167,1008,69,1038,64,1068,151,1098,154,1128,93,1158,98,,,,,,,,,,,,
919,341,949,56,979,508,1009,99,1039,427,1069,169,1099,90,1129,49,1159,411,,,,,,,,,,,,
920,338,950,246,980,91,1010,253,1040,111,1070,77,1100,535,1130,517,1160,35,,,,,,,,,,,,
921,497,951,122,981,317,1011,113,1041,315,1071,168,1101,180,1131,75,1161,166,,,,,,,,,,,,
922,217,952,457,982,123,1012,206,1042,503,1072,562,1102,514,1132,191,1162,138,,,,,,,,,,,,
923,672,953,157,983,140,1013,147,1043,136,1073,220,1103,596,1133,111,1163,126,,,,,,,,,,,,
924,122,954,648,984,166,1014,376,1044,126,1074,250,1104,32,1134,64,1164,341,,,,,,,,,,,,
925,41,955,38,985,494,1015,68,1045,361,1075,71,1105,60,1135,569,1165,466,,,,,,,,,,,,
926,-1,956,144,986,147,1016,187,1046,696,1076,71,1106,33,1136,190,1166,177,,,,,,,,,,,,
927,418,957,98,987,625,1017,205,1047,23,1077,165,1107,70,1137,47,1167,143,,,,,,,,,,,,
928,51,958,157,988,143,1018,250,1048,10,1078,129,1108,205,1138,48,1168,564,,,,,,,,,,,,
929,20,959,70,989,198,1019,179,1049,576,1079,312,1109,358,1139,43,1169,602,,,,,,,,,,,,
930,274,960,108,990,70,1020,142,1050,331,1080,86,1110,58,1140,35,1170,89,,,,,,,,,,,,
