0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,635,31,637,61,147,91,579,121,544,151,420,181,608,211,417,241,662
2,195,32,376,62,332,92,429,122,360,152,675,182,467,212,640,242,500
3,603,33,383,63,81,93,482,123,72,153,473,183,373,213,586,243,15
4,351,34,409,64,581,94,442,124,192,154,204,184,402,214,436,244,100
5,496,35,640,65,149,95,169,125,225,155,37,185,411,215,309,245,510
6,365,36,525,66,126,96,681,126,153,156,417,186,588,216,149,246,280
7,494,37,641,67,50,97,601,127,96,157,155,187,326,217,551,247,630
8,108,38,225,68,243,98,460,128,465,158,129,188,564,218,20,248,505
9,503,39,328,69,675,99,171,129,230,159,640,189,624,219,680,249,540
10,464,40,149,70,651,100,497,130,155,160,507,190,203,220,448,250,210
11,425,41,62,71,652,101,392,131,661,161,369,191,365,221,484,251,393
12,151,42,534,72,568,102,331,132,601,162,182,192,404,222,610,252,680
13,583,43,552,73,606,103,648,133,639,163,510,193,568,223,317,253,575
14,635,44,626,74,105,104,516,134,93,164,290,194,493,224,635,254,715
15,531,45,472,75,532,105,598,135,174,165,245,195,668,225,69,255,255
16,590,46,265,76,198,106,563,136,373,166,261,196,362,226,180,256,343
17,556,47,432,77,220,107,582,137,371,167,612,197,286,227,666,257,283
18,63,48,527,78,438,108,687,138,317,168,26,198,282,228,613,258,638
19,255,49,456,79,329,109,680,139,501,169,601,199,285,229,670,259,665
20,15,50,565,80,631,110,547,140,190,170,503,200,508,230,528,260,300
21,248,51,656,81,261,111,51,141,498,171,149,201,146,231,143,261,531
22,342,52,341,82,594,112,402,142,40,172,638,202,79,232,81,262,330
23,680,53,209,83,464,113,650,143,597,173,614,203,421,233,272,263,138
24,358,54,126,84,647,114,61,144,584,174,511,204,308,234,388,264,118
25,609,55,610,85,95,115,665,145,647,175,620,205,637,235,232,,
26,660,56,209,86,292,116,660,146,615,176,58,206,55,236,584,,
27,348,57,480,87,168,117,674,147,675,177,246,207,561,237,520,,
28,565,58,109,88,446,118,423,148,216,178,368,208,514,238,515,,
29,270,59,244,89,360,119,218,149,198,179,507,209,100,239,592,,
30,250,60,649,90,680,120,634,150,449,180,344,210,455,240,119,,
