0,1,2,3,4,5,6,7,8,9,10,11
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,46,31,177,61,93,91,26,121,84,151,81
2,76,32,135,62,74,92,46,122,136,152,81
3,275,33,123,63,109,93,108,123,63,153,22
4,154,34,84,64,221,94,64,124,40,154,85
5,10,35,117,65,40,95,139,125,81,155,70
6,65,36,191,66,25,96,115,126,32,156,30
7,110,37,137,67,214,97,46,127,134,157,61
8,193,38,137,68,121,98,41,128,97,158,72
9,89,39,134,69,40,99,75,129,221,159,57
10,33,40,59,70,113,100,120,130,55,160,23
11,99,41,147,71,77,101,59,131,135,161,65
12,70,42,92,72,55,102,92,132,64,162,85
13,416,43,160,73,106,103,45,133,71,163,52
14,49,44,42,74,100,104,92,134,81,164,75
15,122,45,276,75,37,105,208,135,180,165,109
16,82,46,148,76,104,106,152,136,35,166,120
17,7,47,74,77,57,107,135,137,38,167,90
18,80,48,38,78,69,108,142,138,28,168,112
19,38,49,78,79,8,109,105,139,351,169,141
20,106,50,94,80,81,110,94,140,106,170,106
21,25,51,40,81,79,111,50,141,85,171,70
22,23,52,444,82,99,112,50,142,135,172,217
23,174,53,54,83,58,113,65,143,55,173,7
24,90,54,30,84,142,114,23,144,63,174,120
25,74,55,134,85,149,115,103,145,66,175,48
26,55,56,81,86,35,116,60,146,25,176,85
27,254,57,15,87,73,117,37,147,70,177,161
28,95,58,112,88,96,118,38,148,101,178,85
29,106,59,57,89,87,119,76,149,98,179,130
30,73,60,60,90,85,120,25,150,237,,
