0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
JHARKHAND,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,432,31,175,61,152,91,152,121,254,151,157,181,310,211,179
2,161,32,37,62,62,92,33,122,207,152,144,182,99,212,63
3,8,33,200,63,260,93,474,123,85,153,467,183,210,213,61
4,14,34,25,64,498,94,249,124,97,154,40,184,50,214,266
5,175,35,466,65,140,95,124,125,98,155,165,185,120,215,140
6,166,36,150,66,123,96,358,126,120,156,146,186,388,216,234
7,356,37,52,67,180,97,130,127,107,157,369,187,80,217,182
8,29,38,99,68,21,98,104,128,284,158,186,188,356,218,38
9,177,39,250,69,567,99,56,129,114,159,83,189,95,219,108
10,191,40,80,70,645,100,212,130,151,160,74,190,75,220,94
11,249,41,231,71,163,101,46,131,238,161,54,191,110,221,75
12,91,42,425,72,324,102,362,132,317,162,379,192,91,222,189
13,142,43,70,73,313,103,65,133,508,163,26,193,79,223,39
14,68,44,13,74,272,104,170,134,680,164,176,194,216,224,82
15,134,45,96,75,47,105,37,135,107,165,65,195,50,225,124
16,104,46,247,76,571,106,80,136,93,166,113,196,89,226,104
17,84,47,293,77,258,107,30,137,175,167,320,197,305,227,105
18,115,48,338,78,31,108,93,138,167,168,57,198,245,228,474
19,252,49,120,79,326,109,349,139,62,169,421,199,65,,
20,151,50,70,80,168,110,77,140,186,170,191,200,688,,
21,50,51,122,81,92,111,64,141,44,171,50,201,66,,
22,82,52,34,82,157,112,89,142,572,172,264,202,366,,
23,123,53,458,83,126,113,162,143,169,173,227,203,477,,
24,137,54,275,84,145,114,77,144,103,174,192,204,620,,
25,0,55,182,85,44,115,81,145,176,175,268,205,173,,
26,407,56,74,86,86,116,40,146,82,176,120,206,123,,
27,469,57,215,87,95,117,117,147,198,177,49,207,235,,
28,200,58,67,88,126,118,626,148,259,178,29,208,212,,
29,35,59,186,89,117,119,71,149,97,179,60,209,249,,
30,163,60,90,90,317,120,96,150,207,180,365,210,633,,
