0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,
1,503,31,570,61,114,91,645,121,140,151,563,181,194,211,265,241,640,271,143,
2,174,32,522,62,550,92,337,122,372,152,119,182,243,212,329,242,518,272,89,
3,497,33,292,63,394,93,51,123,218,153,509,183,365,213,354,243,72,273,583,
4,550,34,339,64,360,94,223,124,314,154,442,184,512,214,412,244,157,274,292,
5,411,35,369,65,580,95,332,125,104,155,75,185,135,215,610,245,500,275,172,
6,82,36,205,66,480,96,545,126,389,156,168,186,143,216,620,246,406,276,616,
7,480,37,306,67,130,97,248,127,84,157,404,187,319,217,179,247,219,277,71,
8,613,38,227,68,360,98,244,128,173,158,367,188,121,218,656,248,630,278,216,
9,85,39,335,69,112,99,326,129,433,159,516,189,472,219,493,249,162,279,243,
10,621,40,146,70,530,100,209,130,130,160,115,190,469,220,365,250,492,280,217,
11,345,41,376,71,273,101,528,131,478,161,554,191,535,221,241,251,555,281,277,
12,395,42,571,72,656,102,77,132,376,162,270,192,433,222,157,252,460,282,503,
13,332,43,205,73,665,103,215,133,285,163,207,193,112,223,335,253,256,283,266,
14,135,44,70,74,311,104,287,134,149,164,406,194,360,224,603,254,464,284,188,
15,484,45,461,75,634,105,115,135,101,165,57,195,244,225,619,255,135,285,222,
16,319,46,545,76,263,106,149,136,143,166,254,196,506,226,217,256,230,286,542,
17,588,47,142,77,229,107,261,137,273,167,240,197,313,227,97,257,270,287,444,
18,346,48,346,78,189,108,429,138,665,168,538,198,131,228,256,258,166,288,149,
19,190,49,464,79,313,109,130,139,362,169,660,199,357,229,213,259,389,289,452,
20,464,50,136,80,492,110,443,140,83,170,411,200,529,230,220,260,171,290,485,
21,100,51,424,81,158,111,314,141,435,171,604,201,178,231,333,261,606,291,475,
22,532,52,364,82,204,112,225,142,70,172,190,202,124,232,236,262,373,292,428,
23,490,53,218,83,526,113,226,143,165,173,94,203,200,233,345,263,150,293,135,
24,191,54,349,84,365,114,257,144,65,174,58,204,255,234,513,264,545,294,270,
25,28,55,196,85,401,115,209,145,293,175,190,205,120,235,122,265,190,295,205,
26,522,56,558,86,248,116,551,146,363,176,63,206,527,236,156,266,309,296,238,
27,167,57,382,87,408,117,341,147,107,177,468,207,579,237,469,267,361,297,560,
28,167,58,90,88,241,118,426,148,636,178,494,208,210,238,333,268,497,298,100,
29,377,59,454,89,539,119,148,149,413,179,143,209,240,239,367,269,504,299,621,
30,481,60,273,90,443,120,522,150,140,180,145,210,221,240,620,270,45,300,400,
Centre:,270707,ALVAS,INSTITUTE,OF,ENGINEERING,&,TECHNOLOGY,"MOODBIDRI,",SHOBAHVANA,CAMPUS,"MIJAR,",MANGALURU,"(MANGALORE),",KARNATAKA,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,
301,317,331,329,361,499,391,461,421,263,451,326,,,,,,,,,
302,35,332,457,362,265,392,80,422,174,452,232,,,,,,,,,
303,457,333,237,363,246,393,181,423,359,453,450,,,,,,,,,
304,621,334,332,364,55,394,592,424,330,454,268,,,,,,,,,
305,560,335,454,365,168,395,400,425,234,455,99,,,,,,,,,
306,130,336,289,366,96,396,199,426,306,456,113,,,,,,,,,
307,155,337,456,367,115,397,192,427,324,457,342,,,,,,,,,
308,351,338,378,368,543,398,257,428,379,458,430,,,,,,,,,
309,601,339,495,369,130,399,110,429,432,459,641,,,,,,,,,
310,363,340,600,370,485,400,302,430,299,460,77,,,,,,,,,
311,149,341,427,371,161,401,91,431,436,461,139,,,,,,,,,
312,386,342,91,372,277,402,286,432,96,462,198,,,,,,,,,
313,393,343,200,373,150,403,59,433,190,463,171,,,,,,,,,
314,424,344,128,374,225,404,105,434,521,464,190,,,,,,,,,
315,550,345,337,375,259,405,379,435,178,465,320,,,,,,,,,
316,603,346,193,376,222,406,350,436,500,,,,,,,,,,,
317,105,347,308,377,181,407,578,437,403,,,,,,,,,,,
318,478,348,487,378,377,408,586,438,560,,,,,,,,,,,
319,107,349,320,379,438,409,85,439,180,,,,,,,,,,,
320,37,350,140,380,131,410,221,440,65,,,,,,,,,,,
321,436,351,593,381,115,411,183,441,256,,,,,,,,,,,
322,385,352,98,382,322,412,498,442,391,,,,,,,,,,,
323,324,353,586,383,520,413,280,443,630,,,,,,,,,,,
324,527,354,101,384,605,414,87,444,319,,,,,,,,,,,
325,400,355,247,385,95,415,307,445,183,,,,,,,,,,,
326,445,356,645,386,446,416,132,446,394,,,,,,,,,,,
327,201,357,330,387,417,417,202,447,519,,,,,,,,,,,
328,463,358,129,388,528,418,145,448,534,,,,,,,,,,,
329,561,359,436,389,133,419,85,449,91,,,,,,,,,,,
330,185,360,456,390,323,420,362,450,137,,,,,,,,,,,
