0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,185,31,250,61,191,91,279,121,142,151,341,181,286,211,581,241,62
2,162,32,154,62,125,92,69,122,193,152,225,182,387,212,75,242,554
3,97,33,56,63,57,93,426,123,16,153,235,183,125,213,42,243,87
4,268,34,334,64,226,94,113,124,213,154,61,184,141,214,393,244,553
5,297,35,98,65,519,95,275,125,35,155,19,185,14,215,204,245,25
6,370,36,146,66,75,96,70,126,213,156,91,186,381,216,82,246,53
7,174,37,525,67,223,97,157,127,343,157,126,187,134,217,22,,
8,266,38,553,68,233,98,520,128,206,158,75,188,316,218,75,,
9,86,39,37,69,61,99,115,129,58,159,106,189,293,219,486,,
10,356,40,75,70,95,100,109,130,140,160,235,190,62,220,338,,
11,219,41,60,71,86,101,122,131,350,161,500,191,119,221,434,,
12,50,42,190,72,159,102,86,132,25,162,41,192,263,222,72,,
13,75,43,526,73,69,103,119,133,65,163,272,193,106,223,83,,
14,236,44,75,74,141,104,120,134,169,164,91,194,345,224,130,,
15,233,45,109,75,230,105,119,135,564,165,95,195,131,225,54,,
16,592,46,119,76,315,106,345,136,70,166,172,196,109,226,31,,
17,180,47,135,77,393,107,125,137,86,167,287,197,52,227,246,,
18,349,48,234,78,509,108,279,138,190,168,234,198,418,228,94,,
19,324,49,9,79,60,109,543,139,489,169,94,199,202,229,109,,
20,486,50,211,80,370,110,350,140,260,170,135,200,505,230,238,,
21,189,51,80,81,79,111,82,141,101,171,301,201,238,231,89,,
22,420,52,76,82,227,112,74,142,29,172,65,202,91,232,132,,
23,50,53,529,83,218,113,122,143,410,173,65,203,88,233,233,,
24,126,54,189,84,72,114,110,144,325,174,109,204,346,234,340,,
25,456,55,591,85,371,115,504,145,45,175,145,205,427,235,16,,
26,71,56,131,86,238,116,405,146,520,176,151,206,335,236,353,,
27,463,57,434,87,50,117,288,147,87,177,200,207,312,237,318,,
28,183,58,509,88,85,118,145,148,280,178,619,208,95,238,193,,
29,106,59,62,89,175,119,380,149,448,179,265,209,475,239,232,,
30,414,60,-8,90,339,120,89,150,94,180,84,210,373,240,164,,
