0,1,2,3,4,5,6,7,8,9,10,11,12,13
TO,CINE,PLANET,HYDERABAD,RANGAREDDY,"TELANGANA,","HYDERABAD/SECUNDERABAD,",TELANGANA,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,295,31,116,61,243,91,441,121,129,151,332,181,403
2,229,32,349,62,90,92,224,122,104,152,93,182,428
3,135,33,473,63,18,93,441,123,165,153,85,183,40
4,123,34,275,64,120,94,203,124,96,154,319,184,247
5,190,35,187,65,579,95,101,125,126,155,51,185,429
6,218,36,306,66,5,96,116,126,433,156,108,186,259
7,83,37,175,67,542,97,108,127,366,157,208,187,47
8,37,38,163,68,74,98,317,128,75,158,179,,
9,463,39,182,69,170,99,70,129,17,159,319,,
10,63,40,326,70,388,100,329,130,432,160,307,,
11,267,41,348,71,137,101,74,131,294,161,112,,
12,534,42,378,72,97,102,98,132,51,162,273,,
13,83,43,215,73,177,103,37,133,183,163,113,,
14,63,44,206,74,465,104,345,134,23,164,90,,
15,100,45,520,75,96,105,125,135,132,165,356,,
16,700,46,178,76,414,106,31,136,215,166,571,,
17,426,47,194,77,147,107,87,137,81,167,436,,
18,44,48,39,78,106,108,80,138,56,168,232,,
19,416,49,157,79,70,109,110,139,165,169,138,,
20,391,50,458,80,281,110,49,140,238,170,328,,
21,532,51,141,81,469,111,306,141,337,171,54,,
22,391,52,125,82,233,112,443,142,118,172,147,,
23,75,53,283,83,296,113,133,143,237,173,1,,
24,358,54,435,84,175,114,43,144,182,174,457,,
25,196,55,310,85,235,115,373,145,287,175,202,,
26,124,56,127,86,215,116,526,146,369,176,143,,
27,131,57,232,87,299,117,507,147,70,177,57,,
28,227,58,33,88,209,118,191,148,650,178,237,,
29,328,59,615,89,278,119,124,149,568,179,373,,
30,516,60,70,90,485,120,310,150,16,180,399,,
