0,1,2,3,4,5,6,7,8,9,10,11
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,47,31,125,61,130,91,86,121,80,151,245
2,119,32,55,62,169,92,105,122,129,,
3,120,33,146,63,130,93,33,123,105,,
4,102,34,216,64,109,94,264,124,118,,
5,172,35,78,65,239,95,133,125,36,,
6,304,36,81,66,86,96,175,126,164,,
7,188,37,324,67,92,97,106,127,133,,
8,152,38,126,68,154,98,266,128,138,,
9,97,39,269,69,119,99,159,129,120,,
10,166,40,227,70,115,100,408,130,65,,
11,117,41,64,71,241,101,128,131,50,,
12,138,42,156,72,95,102,219,132,184,,
13,137,43,141,73,145,103,182,133,105,,
14,58,44,209,74,260,104,327,134,215,,
15,114,45,103,75,60,105,99,135,174,,
16,311,46,145,76,302,106,174,136,104,,
17,61,47,115,77,130,107,208,137,165,,
18,162,48,252,78,186,108,405,138,110,,
19,48,49,70,79,311,109,72,139,136,,
20,132,50,487,80,91,110,240,140,231,,
21,136,51,335,81,69,111,109,141,163,,
22,107,52,116,82,312,112,72,142,65,,
23,241,53,110,83,71,113,189,143,93,,
24,136,54,198,84,125,114,79,144,103,,
25,69,55,236,85,42,115,148,145,218,,
26,171,56,77,86,323,116,150,146,146,,
27,207,57,91,87,175,117,130,147,383,,
28,145,58,126,88,73,118,82,148,121,,
29,325,59,99,89,316,119,157,149,76,,
30,164,60,64,90,223,120,93,150,169,,
