0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,
1,112,31,322,61,115,91,31,121,232,151,295,181,109,211,617,241,66,271,104,,
2,459,32,85,62,163,92,165,122,152,152,256,182,158,212,35,242,309,272,125,,
3,257,33,230,63,196,93,124,123,200,153,146,183,155,213,49,243,115,273,156,,
4,191,34,164,64,504,94,100,124,634,154,75,184,244,214,245,244,292,274,259,,
5,8,35,145,65,75,95,163,125,230,155,81,185,88,215,54,245,599,275,143,,
6,86,36,293,66,445,96,175,126,165,156,65,186,330,216,443,246,40,276,23,,
7,287,37,177,67,209,97,137,127,584,157,113,187,351,217,392,247,253,277,86,,
8,167,38,163,68,108,98,261,128,463,158,126,188,41,218,52,248,618,278,91,,
9,264,39,283,69,116,99,286,129,85,159,437,189,458,219,87,249,70,279,486,,
10,170,40,497,70,94,100,110,130,174,160,203,190,257,220,210,250,98,280,104,,
11,446,41,71,71,574,101,204,131,266,161,233,191,45,221,405,251,184,281,473,,
12,150,42,186,72,78,102,116,132,180,162,126,192,171,222,88,252,174,282,287,,
13,75,43,359,73,321,103,303,133,153,163,284,193,398,223,214,253,164,283,32,,
14,372,44,212,74,96,104,92,134,155,164,380,194,332,224,67,254,81,284,446,,
15,289,45,103,75,251,105,85,135,235,165,126,195,310,225,110,255,469,285,272,,
16,364,46,67,76,78,106,446,136,75,166,106,196,64,226,75,256,13,286,479,,
17,378,47,130,77,178,107,144,137,457,167,20,197,182,227,461,257,371,287,201,,
18,59,48,282,78,222,108,409,138,111,168,111,198,203,228,74,258,342,288,17,,
19,650,49,406,79,68,109,275,139,411,169,361,199,54,229,225,259,142,289,195,,
20,48,50,552,80,40,110,332,140,94,170,112,200,246,230,178,260,288,290,183,,
21,36,51,207,81,25,111,110,141,126,171,333,201,99,231,122,261,526,291,395,,
22,351,52,428,82,401,112,461,142,152,172,197,202,29,232,168,262,407,292,606,,
23,75,53,216,83,389,113,508,143,422,173,113,203,502,233,153,263,406,293,75,,
24,41,54,159,84,106,114,-3,144,210,174,15,204,402,234,341,264,282,294,210,,
25,360,55,123,85,533,115,72,145,156,175,190,205,192,235,454,265,87,295,114,,
26,182,56,26,86,280,116,180,146,209,176,172,206,181,236,258,266,365,296,117,,
27,449,57,416,87,208,117,55,147,46,177,51,207,294,237,24,267,268,297,224,,
28,50,58,172,88,341,118,82,148,155,178,131,208,171,238,424,268,53,298,21,,
29,170,59,80,89,183,119,350,149,74,179,96,209,57,239,232,269,138,299,152,,
30,177,60,139,90,21,120,185,150,192,180,122,210,112,240,231,270,433,300,320,,
Centre:,250901,MAHAVIR,INTERNATIONAL,"SCHOOL,",17,"MILES,","NH-1A,",THANDI,"KHUI,",DISTRICT,"SAMBA,","SAMBA,",JAMMU,&,KASHMIR,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,
301,210,331,225,361,130,391,91,421,173,451,16,,,,,,,,,,
302,189,332,292,362,102,392,268,422,179,452,127,,,,,,,,,,
303,75,333,73,363,121,393,481,423,275,453,180,,,,,,,,,,
304,109,334,114,364,156,394,156,424,143,454,131,,,,,,,,,,
305,101,335,383,365,246,395,155,425,247,455,175,,,,,,,,,,
306,197,336,479,366,201,396,226,426,75,456,111,,,,,,,,,,
307,434,337,602,367,129,397,330,427,97,457,594,,,,,,,,,,
308,488,338,623,368,549,398,427,428,164,458,426,,,,,,,,,,
309,291,339,96,369,147,399,123,429,80,459,121,,,,,,,,,,
310,122,340,270,370,121,400,118,430,221,460,143,,,,,,,,,,
311,474,341,2,371,42,401,365,431,123,461,386,,,,,,,,,,
312,196,342,34,372,386,402,139,432,1,,,,,,,,,,,,
313,49,343,36,373,577,403,63,433,111,,,,,,,,,,,,
314,165,344,167,374,641,404,144,434,519,,,,,,,,,,,,
315,80,345,92,375,294,405,157,435,162,,,,,,,,,,,,
316,228,346,125,376,75,406,69,436,218,,,,,,,,,,,,
317,152,347,122,377,499,407,111,437,36,,,,,,,,,,,,
318,307,348,234,378,107,408,165,438,99,,,,,,,,,,,,
319,48,349,169,379,456,409,47,439,72,,,,,,,,,,,,
320,64,350,44,380,75,410,190,440,66,,,,,,,,,,,,
321,356,351,157,381,299,411,166,441,85,,,,,,,,,,,,
322,89,352,279,382,124,412,224,442,394,,,,,,,,,,,,
323,45,353,82,383,19,413,54,443,560,,,,,,,,,,,,
324,122,354,380,384,180,414,177,444,124,,,,,,,,,,,,
325,422,355,174,385,38,415,372,445,222,,,,,,,,,,,,
326,79,356,77,386,55,416,33,446,672,,,,,,,,,,,,
327,77,357,125,387,180,417,95,447,117,,,,,,,,,,,,
328,98,358,287,388,220,418,71,448,586,,,,,,,,,,,,
329,124,359,3,389,308,419,98,449,293,,,,,,,,,,,,
330,37,360,429,390,175,420,346,450,141,,,,,,,,,,,,
