0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
"RAJKOT,",GUJARAT,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,
1,696,31,230,61,71,91,281,121,356,151,578,181,538,211,191,241,574,271,563,,,
2,268,32,241,62,364,92,231,122,161,152,180,182,293,212,246,242,180,272,600,,,
3,696,33,512,63,362,93,114,123,506,153,61,183,682,213,441,243,159,273,266,,,
4,630,34,330,64,446,94,245,124,199,154,603,184,655,214,324,244,226,274,384,,,
5,94,35,135,65,633,95,168,125,253,155,460,185,277,215,356,245,260,275,283,,,
6,532,36,225,66,355,96,685,126,351,156,607,186,135,216,412,246,404,276,225,,,
7,535,37,425,67,421,97,311,127,60,157,568,187,452,217,405,247,685,277,397,,,
8,400,38,216,68,314,98,213,128,507,158,142,188,665,218,406,248,201,278,487,,,
9,128,39,253,69,274,99,96,129,264,159,359,189,133,219,61,249,495,279,613,,,
10,485,40,644,70,297,100,377,130,265,160,234,190,523,220,442,250,151,280,215,,,
11,41,41,591,71,605,101,160,131,290,161,592,191,265,221,665,251,86,281,653,,,
12,588,42,670,72,327,102,70,132,565,162,547,192,43,222,282,252,153,282,305,,,
13,367,43,546,73,546,103,185,133,455,163,531,193,386,223,77,253,223,283,464,,,
14,518,44,453,74,314,104,499,134,532,164,454,194,629,224,522,254,372,284,211,,,
15,368,45,690,75,190,105,265,135,361,165,634,195,685,225,334,255,348,285,375,,,
16,173,46,508,76,648,106,401,136,376,166,422,196,422,226,618,256,510,286,205,,,
17,29,47,622,77,675,107,227,137,620,167,15,197,-3,227,373,257,423,287,652,,,
18,629,48,324,78,180,108,219,138,449,168,275,198,181,228,250,258,528,288,149,,,
19,313,49,438,79,256,109,606,139,274,169,44,199,458,229,584,259,526,289,511,,,
20,288,50,262,80,545,110,169,140,322,170,118,200,519,230,144,260,35,290,255,,,
21,409,51,577,81,220,111,262,141,530,171,526,201,278,231,264,261,614,291,445,,,
22,527,52,401,82,372,112,226,142,393,172,605,202,604,232,192,262,255,292,277,,,
23,139,53,591,83,686,113,533,143,198,173,173,203,268,233,668,263,186,293,705,,,
24,362,54,651,84,538,114,621,144,237,174,334,204,276,234,123,264,179,294,612,,,
25,451,55,117,85,240,115,294,145,362,175,354,205,439,235,241,265,269,295,539,,,
26,163,56,516,86,606,116,219,146,157,176,222,206,607,236,155,266,506,296,285,,,
27,344,57,382,87,454,117,229,147,635,177,347,207,645,237,201,267,316,297,474,,,
28,326,58,344,88,438,118,570,148,465,178,130,208,446,238,308,268,659,298,358,,,
29,197,59,615,89,556,119,577,149,375,179,493,209,234,239,678,269,87,299,317,,,
30,680,60,66,90,300,120,317,150,259,180,413,210,457,240,271,270,276,300,498,,,
Centre:,220701,UNIT-1,SCHOOL,OF,ENGINEERING,"R.K.UNIVERSITY,",SCHOOL,OF,ENGINEERING-R.K,UNIVERSITY,CAMPUS,RAJKOT,BHAVNAGAR,HIGHWAY,R.K,"UNIVERSITY,",NEET,(UG),2024,Page,No.,2
"RAJKOT,",GUJARAT,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,
301,135,331,177,361,155,391,136,421,579,451,399,481,607,511,168,541,304,571,520,,,
302,527,332,251,362,160,392,680,422,559,452,491,482,397,512,438,542,303,572,543,,,
303,389,333,515,363,350,393,187,423,318,453,570,483,530,513,551,543,494,573,617,,,
304,288,334,159,364,686,394,184,424,99,454,647,484,628,514,120,544,260,574,394,,,
305,514,335,619,365,249,395,348,425,204,455,378,485,504,515,650,545,426,575,382,,,
306,651,336,700,366,112,396,151,426,354,456,98,486,630,516,617,546,172,576,704,,,
307,407,337,124,367,487,397,311,427,106,457,349,487,486,517,240,547,141,577,282,,,
308,542,338,112,368,479,398,320,428,642,458,546,488,106,518,258,548,249,578,331,,,
309,466,339,530,369,186,399,589,429,468,459,428,489,333,519,585,549,650,579,229,,,
310,341,340,520,370,588,400,600,430,310,460,226,490,131,520,499,550,127,580,344,,,
311,274,341,641,371,277,401,600,431,179,461,46,491,690,521,459,551,471,581,324,,,
312,677,342,442,372,695,402,556,432,538,462,616,492,608,522,204,552,499,582,590,,,
313,483,343,550,373,600,403,463,433,551,463,348,493,415,523,612,553,522,583,508,,,
314,440,344,63,374,555,404,502,434,546,464,229,494,386,524,654,554,254,584,196,,,
315,54,345,592,375,430,405,108,435,533,465,484,495,542,525,375,555,72,585,479,,,
316,147,346,628,376,151,406,490,436,354,466,82,496,597,526,364,556,298,586,207,,,
317,640,347,602,377,126,407,567,437,509,467,478,497,336,527,583,557,100,587,411,,,
318,499,348,605,378,310,408,685,438,568,468,518,498,625,528,483,558,692,588,127,,,
319,152,349,437,379,655,409,645,439,433,469,199,499,420,529,238,559,680,589,465,,,
320,218,350,122,380,91,410,373,440,115,470,45,500,122,530,113,560,46,590,592,,,
321,620,351,126,381,296,411,445,441,543,471,94,501,220,531,592,561,377,591,400,,,
322,355,352,317,382,354,412,458,442,558,472,115,502,350,532,596,562,119,592,322,,,
323,507,353,155,383,460,413,495,443,555,473,396,503,197,533,485,563,246,593,223,,,
324,341,354,454,384,512,414,101,444,127,474,650,504,457,534,587,564,134,594,431,,,
325,123,355,176,385,696,415,512,445,368,475,76,505,45,535,209,565,348,595,233,,,
326,284,356,95,386,545,416,393,446,544,476,13,506,478,536,685,566,462,596,568,,,
327,241,357,490,387,424,417,642,447,507,477,516,507,75,537,385,567,561,597,388,,,
328,234,358,505,388,364,418,159,448,95,478,440,508,53,538,320,568,387,598,184,,,
329,446,359,296,389,269,419,149,449,665,479,469,509,426,539,490,569,284,599,485,,,
330,271,360,180,390,608,420,526,450,277,480,516,510,565,540,199,570,412,600,516,,,
Centre:,220701,UNIT-1,SCHOOL,OF,ENGINEERING,"R.K.UNIVERSITY,",SCHOOL,OF,ENGINEERING-R.K,UNIVERSITY,CAMPUS,RAJKOT,BHAVNAGAR,HIGHWAY,R.K,"UNIVERSITY,",NEET,(UG),2024,Page,No.,3
"RAJKOT,",GUJARAT,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,
601,681,631,278,661,124,691,560,721,133,751,633,781,214,811,444,841,374,871,250,,,
602,720,632,562,662,662,692,341,722,366,752,355,782,183,812,410,842,128,872,313,,,
603,364,633,162,663,120,693,588,723,295,753,627,783,287,813,461,843,323,873,96,,,
604,546,634,635,664,141,694,383,724,275,754,159,784,513,814,315,844,104,874,359,,,
605,189,635,181,665,45,695,624,725,252,755,420,785,86,815,675,845,275,875,321,,,
606,167,636,658,666,521,696,300,726,161,756,247,786,410,816,476,846,508,876,164,,,
607,81,637,545,667,202,697,200,727,289,757,267,787,606,817,690,847,605,877,489,,,
608,246,638,380,668,171,698,480,728,487,758,339,788,222,818,323,848,518,878,382,,,
609,336,639,439,669,561,699,504,729,485,759,432,789,316,819,587,849,111,879,265,,,
610,382,640,438,670,437,700,606,730,616,760,276,790,40,820,320,850,452,880,475,,,
611,209,641,137,671,348,701,595,731,319,761,705,791,360,821,355,851,566,881,385,,,
612,346,642,253,672,119,702,577,732,230,762,485,792,218,822,451,852,122,882,415,,,
613,322,643,268,673,202,703,348,733,535,763,254,793,175,823,273,853,159,883,221,,,
614,258,644,271,674,269,704,163,734,155,764,697,794,190,824,387,854,219,884,204,,,
615,541,645,510,675,486,705,542,735,385,765,435,795,597,825,448,855,479,885,426,,,
616,357,646,181,676,107,706,574,736,610,766,277,796,549,826,287,856,472,886,159,,,
617,184,647,272,677,161,707,151,737,420,767,518,797,141,827,100,857,292,887,52,,,
618,87,648,185,678,685,708,411,738,546,768,147,798,243,828,546,858,625,888,558,,,
619,434,649,641,679,567,709,595,739,120,769,227,799,276,829,492,859,432,889,100,,,
620,360,650,41,680,142,710,247,740,606,770,314,800,104,830,695,860,281,890,197,,,
621,566,651,120,681,318,711,634,741,326,771,336,801,528,831,212,861,246,891,218,,,
622,500,652,248,682,663,712,548,742,177,772,431,802,685,832,314,862,705,892,176,,,
623,303,653,570,683,225,713,136,743,470,773,199,803,266,833,638,863,135,893,311,,,
624,174,654,616,684,30,714,139,744,296,774,480,804,417,834,471,864,504,894,597,,,
625,445,655,383,685,260,715,452,745,74,775,641,805,193,835,549,865,405,895,233,,,
626,273,656,212,686,260,716,535,746,506,776,147,806,291,836,610,866,628,896,313,,,
627,196,657,449,687,123,717,124,747,165,777,181,807,503,837,622,867,520,897,520,,,
628,48,658,170,688,270,718,501,748,390,778,204,808,257,838,52,868,374,898,416,,,
629,174,659,322,689,427,719,635,749,598,779,310,809,579,839,128,869,577,899,255,,,
630,100,660,516,690,354,720,314,750,190,780,189,810,120,840,515,870,409,900,580,,,
Centre:,220701,UNIT-1,SCHOOL,OF,ENGINEERING,"R.K.UNIVERSITY,",SCHOOL,OF,ENGINEERING-R.K,UNIVERSITY,CAMPUS,RAJKOT,BHAVNAGAR,HIGHWAY,R.K,"UNIVERSITY,",NEET,(UG),2024,Page,No.,4
"RAJKOT,",GUJARAT,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,
901,613,931,270,961,565,991,319,1021,371,1051,346,1081,636,1111,610,1141,678,1171,463,,,
902,604,932,328,962,67,992,344,1022,503,1052,392,1082,381,1112,304,1142,0,1172,195,,,
903,691,933,269,963,524,993,216,1023,80,1053,655,1083,556,1113,530,1143,473,1173,12,,,
904,462,934,87,964,381,994,382,1024,597,1054,515,1084,329,1114,234,1144,551,1174,130,,,
905,472,935,575,965,488,995,584,1025,377,1055,170,1085,121,1115,64,1145,101,1175,228,,,
906,417,936,354,966,318,996,93,1026,191,1056,508,1086,369,1116,666,1146,493,1176,40,,,
907,266,937,331,967,373,997,445,1027,456,1057,190,1087,209,1117,452,1147,382,1177,705,,,
908,235,938,507,968,673,998,588,1028,235,1058,637,1088,357,1118,537,1148,544,1178,582,,,
909,428,939,194,969,231,999,252,1029,367,1059,445,1089,130,1119,456,1149,409,1179,460,,,
910,525,940,503,970,441,1000,73,1030,642,1060,588,1090,555,1120,304,1150,520,1180,206,,,
911,655,941,100,971,479,1001,244,1031,406,1061,511,1091,400,1121,157,1151,216,1181,570,,,
912,70,942,123,972,276,1002,214,1032,675,1062,680,1092,257,1122,631,1152,619,1182,524,,,
913,622,943,200,973,489,1003,196,1033,142,1063,331,1093,180,1123,532,1153,309,1183,451,,,
914,116,944,481,974,388,1004,38,1034,33,1064,622,1094,306,1124,139,1154,276,1184,524,,,
915,521,945,337,975,336,1005,287,1035,104,1065,682,1095,441,1125,391,1155,590,1185,321,,,
916,240,946,238,976,528,1006,95,1036,28,1066,54,1096,384,1126,615,1156,57,1186,218,,,
917,536,947,193,977,567,1007,548,1037,217,1067,491,1097,188,1127,297,1157,98,1187,208,,,
918,197,948,66,978,224,1008,690,1038,605,1068,45,1098,523,1128,145,1158,300,1188,478,,,
919,670,949,258,979,266,1009,440,1039,583,1069,77,1099,541,1129,89,1159,364,1189,452,,,
920,18,950,478,980,181,1010,100,1040,676,1070,375,1100,405,1130,150,1160,387,1190,449,,,
921,91,951,451,981,127,1011,618,1041,605,1071,33,1101,436,1131,279,1161,607,1191,302,,,
922,424,952,621,982,525,1012,98,1042,190,1072,25,1102,269,1132,515,1162,230,1192,655,,,
923,491,953,553,983,72,1013,483,1043,143,1073,710,1103,434,1133,282,1163,469,1193,646,,,
924,643,954,111,984,84,1014,527,1044,190,1074,544,1104,393,1134,575,1164,296,1194,635,,,
925,28,955,566,985,276,1015,248,1045,509,1075,110,1105,151,1135,253,1165,228,1195,439,,,
926,631,956,135,986,484,1016,255,1046,531,1076,623,1106,448,1136,266,1166,526,1196,288,,,
927,320,957,480,987,349,1017,434,1047,81,1077,427,1107,453,1137,320,1167,393,1197,373,,,
928,495,958,587,988,170,1018,486,1048,543,1078,575,1108,590,1138,274,1168,364,1198,657,,,
929,618,959,117,989,449,1019,464,1049,580,1079,155,1109,514,1139,368,1169,484,1199,269,,,
930,578,960,116,990,162,1020,381,1050,320,1080,440,1110,170,1140,86,1170,348,1200,642,,,
Centre:,220701,UNIT-1,SCHOOL,OF,ENGINEERING,"R.K.UNIVERSITY,",SCHOOL,OF,ENGINEERING-R.K,UNIVERSITY,CAMPUS,RAJKOT,BHAVNAGAR,HIGHWAY,R.K,"UNIVERSITY,",NEET,(UG),2024,Page,No.,5
"RAJKOT,",GUJARAT,,,,,,,,,,,,,,,,,,,,,
