0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,
1,668,31,444,61,32,91,150,121,531,151,86,181,637,211,242,241,324,271,158,,
2,119,32,351,62,374,92,221,122,259,152,328,182,407,212,289,242,335,272,112,,
3,203,33,252,63,553,93,654,123,355,153,116,183,78,213,335,243,254,273,122,,
4,128,34,238,64,359,94,155,124,370,154,48,184,312,214,238,244,70,274,605,,
5,203,35,315,65,569,95,206,125,132,155,233,185,384,215,267,245,-16,275,206,,
6,353,36,258,66,304,96,160,126,97,156,63,186,139,216,351,246,336,276,20,,
7,700,37,516,67,284,97,271,127,165,157,318,187,554,217,160,247,47,277,212,,
8,175,38,173,68,108,98,483,128,78,158,240,188,210,218,655,248,85,278,128,,
9,369,39,358,69,167,99,110,129,592,159,195,189,110,219,304,249,102,279,112,,
10,203,40,276,70,91,100,86,130,267,160,317,190,272,220,264,250,65,280,172,,
11,331,41,247,71,71,101,41,131,502,161,616,191,205,221,90,251,168,281,63,,
12,165,42,76,72,271,102,357,132,100,162,57,192,177,222,505,252,162,282,432,,
13,101,43,584,73,47,103,218,133,24,163,338,193,52,223,148,253,70,283,310,,
14,165,44,142,74,173,104,549,134,264,164,234,194,171,224,163,254,635,284,100,,
15,274,45,597,75,6,105,205,135,631,165,306,195,430,225,210,255,233,285,283,,
16,164,46,137,76,222,106,193,136,231,166,113,196,420,226,177,256,125,286,160,,
17,173,47,150,77,318,107,489,137,278,167,207,197,50,227,118,257,226,287,105,,
18,181,48,157,78,185,108,89,138,105,168,192,198,422,228,89,258,212,288,21,,
19,410,49,48,79,80,109,177,139,42,169,673,199,388,229,356,259,567,289,463,,
20,59,50,198,80,58,110,42,140,467,170,448,200,265,230,212,260,67,290,48,,
21,127,51,93,81,336,111,318,141,49,171,441,201,115,231,234,261,266,291,167,,
22,499,52,543,82,60,112,110,142,117,172,504,202,141,232,665,262,114,292,181,,
23,279,53,51,83,593,113,112,143,281,173,357,203,65,233,425,263,645,293,653,,
24,110,54,481,84,198,114,242,144,70,174,482,204,268,234,353,264,187,294,307,,
25,420,55,243,85,307,115,376,145,142,175,538,205,582,235,403,265,65,295,368,,
26,341,56,202,86,90,116,252,146,129,176,308,206,642,236,232,266,648,296,279,,
27,84,57,140,87,71,117,108,147,543,177,126,207,393,237,110,267,185,297,276,,
28,73,58,500,88,700,118,300,148,224,178,506,208,328,238,372,268,69,298,182,,
29,2,59,579,89,147,119,102,149,162,179,204,209,226,239,215,269,114,299,129,,
