0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,318,31,75,61,9,91,58,121,63,151,29,181,67
2,40,32,73,62,36,92,78,122,365,152,120,182,87
3,84,33,62,63,75,93,17,123,38,153,72,183,51
4,85,34,50,64,99,94,104,124,116,154,24,184,148
5,111,35,50,65,100,95,64,125,514,155,155,185,56
6,95,36,106,66,155,96,56,126,120,156,375,186,240
7,7,37,78,67,75,97,271,127,131,157,50,187,37
8,68,38,76,68,110,98,162,128,57,158,43,188,19
9,462,39,392,69,78,99,180,129,77,159,97,189,168
10,196,40,90,70,203,100,405,130,135,160,37,190,150
11,55,41,15,71,66,101,40,131,0,161,96,,
12,51,42,180,72,233,102,321,132,307,162,77,,
13,72,43,79,73,35,103,199,133,76,163,105,,
14,109,44,42,74,50,104,630,134,75,164,297,,
15,96,45,89,75,98,105,188,135,102,165,142,,
16,119,46,44,76,56,106,46,136,43,166,82,,
17,139,47,88,77,41,107,87,137,111,167,21,,
18,5,48,85,78,75,108,75,138,8,168,55,,
19,90,49,96,79,80,109,44,139,58,169,70,,
20,40,50,-5,80,125,110,47,140,123,170,35,,
21,169,51,50,81,28,111,47,141,23,171,102,,
22,150,52,58,82,342,112,36,142,57,172,25,,
23,104,53,45,83,111,113,207,143,167,173,319,,
24,87,54,137,84,94,114,90,144,65,174,161,,
25,80,55,44,85,84,115,136,145,266,175,38,,
26,44,56,93,86,163,116,75,146,104,176,88,,
27,85,57,69,87,110,117,53,147,183,177,36,,
28,56,58,63,88,68,118,31,148,75,178,75,,
29,39,59,134,89,65,119,35,149,163,179,75,,
30,84,60,239,90,40,120,77,150,106,180,118,,
