0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,38,31,131,61,65,91,394,121,132,151,14,181,114,211,235,241,214
2,5,32,56,62,228,92,265,122,50,152,244,182,65,212,63,242,209
3,144,33,29,63,38,93,196,123,77,153,217,183,107,213,116,243,47
4,115,34,113,64,81,94,72,124,135,154,110,184,135,214,261,244,103
5,105,35,148,65,68,95,261,125,418,155,106,185,68,215,45,245,34
6,79,36,56,66,474,96,160,126,379,156,50,186,71,216,572,246,45
7,90,37,70,67,103,97,73,127,341,157,34,187,89,217,591,247,62
8,55,38,35,68,49,98,5,128,100,158,123,188,63,218,98,248,75
9,97,39,150,69,24,99,65,129,50,159,61,189,315,219,29,249,120
10,43,40,393,70,58,100,58,130,81,160,95,190,70,220,55,250,47
11,115,41,168,71,240,101,356,131,109,161,92,191,79,221,107,251,73
12,16,42,42,72,311,102,159,132,69,162,121,192,241,222,342,252,145
13,356,43,11,73,76,103,249,133,35,163,61,193,107,223,150,253,34
14,119,44,43,74,78,104,109,134,205,164,95,194,115,224,159,254,207
15,75,45,62,75,556,105,58,135,180,165,63,195,73,225,75,255,5
16,115,46,144,76,43,106,69,136,85,166,454,196,43,226,91,256,334
17,85,47,65,77,69,107,63,137,90,167,70,197,53,227,55,257,92
18,0,48,45,78,58,108,151,138,55,168,120,198,68,228,37,258,50
19,100,49,70,79,90,109,66,139,75,169,99,199,255,229,88,259,407
20,41,50,96,80,99,110,121,140,158,170,396,200,90,230,116,260,55
21,60,51,67,81,294,111,56,141,245,171,115,201,77,231,379,261,163
22,175,52,42,82,250,112,153,142,224,172,635,202,120,232,82,262,27
23,588,53,135,83,29,113,104,143,70,173,152,203,107,233,107,263,41
24,99,54,43,84,176,114,54,144,126,174,96,204,81,234,208,264,316
25,21,55,115,85,101,115,90,145,83,175,75,205,104,235,95,265,95
26,75,56,73,86,80,116,57,146,16,176,141,206,336,236,167,266,272
27,40,57,35,87,43,117,43,147,31,177,35,207,180,237,433,267,120
28,143,58,99,88,90,118,140,148,109,178,102,208,33,238,108,268,8
29,177,59,75,89,64,119,51,149,106,179,20,209,224,239,100,269,80
30,-20,60,378,90,153,120,33,150,84,180,90,210,365,240,52,,
