0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
22,161,52,253,82,241,112,536,142,73,172,221,202,401,232,90,262,629,292,550,,,,,,,,,,,
23,415,53,147,83,323,113,9,143,238,173,351,203,231,233,203,263,96,293,310,,,,,,,,,,,
24,178,54,260,84,90,114,230,144,56,174,211,204,230,234,145,264,472,294,128,,,,,,,,,,,
25,302,55,58,85,326,115,35,145,370,175,75,205,86,235,88,265,396,295,541,,,,,,,,,,,
26,80,56,75,86,84,116,265,146,254,176,72,206,590,236,220,266,452,296,642,,,,,,,,,,,
27,55,57,74,87,173,117,95,147,415,177,114,207,591,237,274,267,102,297,197,,,,,,,,,,,
28,211,58,342,88,268,118,444,148,97,178,131,208,127,238,72,268,77,298,53,,,,,,,,,,,
29,121,59,197,89,388,119,553,149,94,179,544,209,116,239,318,269,200,299,39,,,,,,,,,,,
30,100,60,312,90,107,120,309,150,91,180,215,210,96,240,214,270,143,300,324,,,,,,,,,,,
Centre:,440413,POLICE,MODERN,SCHOOL,41,BN,P,A,C,GHAZIABAD,"UP,",POLICE,MODERN,SCHOOL,41,BATALLION,P,A,C,GHAZIABAD,UTTAR,"PRADESH,","GHAZIABAD,",UTTAR,NEET,(UG),2024,Page,No.,2
PRADESH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,,,
301,617,331,511,361,169,391,45,421,201,451,418,,,,,,,,,,,,,,,,,,,
302,590,332,661,362,186,392,326,422,155,452,121,,,,,,,,,,,,,,,,,,,
303,208,333,308,363,82,393,205,423,213,453,202,,,,,,,,,,,,,,,,,,,
304,571,334,165,364,274,394,45,424,607,454,159,,,,,,,,,,,,,,,,,,,
305,85,335,130,365,348,395,468,425,236,455,183,,,,,,,,,,,,,,,,,,,
306,167,336,106,366,150,396,134,426,633,456,394,,,,,,,,,,,,,,,,,,,
307,64,337,125,367,439,397,182,427,155,457,236,,,,,,,,,,,,,,,,,,,
308,228,338,80,368,299,398,113,428,35,458,151,,,,,,,,,,,,,,,,,,,
309,175,339,559,369,275,399,62,429,443,459,188,,,,,,,,,,,,,,,,,,,
310,37,340,191,370,385,400,711,430,96,460,149,,,,,,,,,,,,,,,,,,,
311,135,341,70,371,81,401,91,431,167,461,471,,,,,,,,,,,,,,,,,,,
312,319,342,332,372,56,402,183,432,95,,,,,,,,,,,,,,,,,,,,,
313,139,343,550,373,62,403,304,433,651,,,,,,,,,,,,,,,,,,,,,
314,174,344,231,374,90,404,329,434,400,,,,,,,,,,,,,,,,,,,,,
315,274,345,364,375,35,405,232,435,129,,,,,,,,,,,,,,,,,,,,,
316,85,346,665,376,141,406,103,436,437,,,,,,,,,,,,,,,,,,,,,
317,326,347,454,377,419,407,249,437,165,,,,,,,,,,,,,,,,,,,,,
318,120,348,101,378,238,408,391,438,218,,,,,,,,,,,,,,,,,,,,,
319,315,349,209,379,261,409,296,439,229,,,,,,,,,,,,,,,,,,,,,
320,110,350,55,380,174,410,149,440,229,,,,,,,,,,,,,,,,,,,,,
321,98,351,462,381,263,411,633,441,350,,,,,,,,,,,,,,,,,,,,,
322,314,352,686,382,204,412,461,442,296,,,,,,,,,,,,,,,,,,,,,
323,310,353,375,383,160,413,557,443,141,,,,,,,,,,,,,,,,,,,,,
324,580,354,22,384,10,414,232,444,284,,,,,,,,,,,,,,,,,,,,,
325,212,355,671,385,275,415,426,445,366,,,,,,,,,,,,,,,,,,,,,
326,257,356,151,386,306,416,425,446,89,,,,,,,,,,,,,,,,,,,,,
327,182,357,281,387,165,417,206,447,154,,,,,,,,,,,,,,,,,,,,,
328,166,358,537,388,110,418,635,448,308,,,,,,,,,,,,,,,,,,,,,
329,98,359,53,389,142,419,157,449,311,,,,,,,,,,,,,,,,,,,,,
330,-8,360,669,390,211,420,22,450,47,,,,,,,,,,,,,,,,,,,,,
