0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,118,31,576,61,143,91,174,121,533,151,144,181,103,211,375,241,146,271,129
2,116,32,338,62,62,92,314,122,75,152,88,182,335,212,173,242,374,272,286
3,49,33,59,63,385,93,615,123,105,153,186,183,366,213,307,243,25,273,426
4,219,34,45,64,121,94,90,124,163,154,597,184,61,214,239,244,251,274,50
5,99,35,76,65,378,95,83,125,642,155,126,185,144,215,86,245,205,275,109
6,562,36,75,66,130,96,187,126,35,156,212,186,166,216,552,246,52,276,432
7,143,37,185,67,218,97,413,127,318,157,155,187,68,217,96,247,430,277,108
8,130,38,637,68,65,98,36,128,258,158,113,188,126,218,28,248,109,278,69
9,174,39,100,69,-5,99,445,129,192,159,329,189,117,219,74,249,210,279,81
10,114,40,60,70,195,100,259,130,208,160,49,190,114,220,45,250,196,280,110
11,-8,41,225,71,60,101,116,131,117,161,266,191,263,221,18,251,78,281,35
12,251,42,204,72,197,102,339,132,333,162,519,192,226,222,577,252,134,282,101
13,47,43,545,73,143,103,423,133,62,163,31,193,111,223,592,253,93,283,96
14,315,44,163,74,266,104,154,134,420,164,127,194,95,224,89,254,114,284,210
15,131,45,228,75,395,105,61,135,61,165,593,195,83,225,155,255,282,285,69
16,54,46,75,76,78,106,55,136,106,166,225,196,282,226,81,256,64,286,175
17,70,47,218,77,29,107,39,137,456,167,301,197,275,227,152,257,306,287,60
18,180,48,114,78,80,108,84,138,151,168,81,198,80,228,406,258,57,288,30
19,251,49,97,79,282,109,40,139,99,169,229,199,94,229,67,259,126,289,634
20,223,50,531,80,610,110,386,140,384,170,302,200,84,230,369,260,629,290,644
21,114,51,138,81,163,111,141,141,85,171,122,201,248,231,169,261,542,291,201
22,214,52,86,82,237,112,56,142,668,172,188,202,285,232,134,262,89,292,71
23,237,53,258,83,325,113,58,143,417,173,100,203,116,233,240,263,78,293,539
24,302,54,335,84,16,114,572,144,44,174,96,204,115,234,622,264,40,294,102
25,123,55,391,85,205,115,144,145,53,175,186,205,144,235,83,265,131,295,205
26,320,56,70,86,316,116,77,146,269,176,45,206,250,236,105,266,456,296,140
27,191,57,133,87,73,117,161,147,297,177,399,207,232,237,130,267,353,297,74
28,29,58,284,88,47,118,502,148,623,178,180,208,126,238,135,268,276,298,390
29,275,59,106,89,150,119,184,149,379,179,404,209,85,239,74,269,126,299,121
30,126,60,584,90,103,120,245,150,326,180,578,210,49,240,159,270,156,300,253
Centre:,151601,ANANDRAM,DHANDHANIA,SARSWATI,VIDYA,"MANDIR,",BANSHI,JHA,"LANE,",BURHANATH,"ROAD,","BHAGALPUR,",BIHAR,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
301,321,331,260,361,148,391,188,421,37,451,35,481,18,511,255,541,282,571,429
302,314,332,405,362,63,392,165,422,199,452,86,482,218,512,113,542,127,572,152
303,52,333,107,363,113,393,114,423,245,453,37,483,430,513,292,543,92,573,174
304,396,334,225,364,233,394,393,424,55,454,108,484,210,514,165,544,45,574,386
305,42,335,41,365,36,395,10,425,113,455,374,485,49,515,383,545,680,575,23
306,235,336,175,366,94,396,56,426,401,456,57,486,467,516,218,546,93,576,35
307,29,337,69,367,282,397,164,427,184,457,210,487,55,517,133,547,220,577,525
308,141,338,38,368,117,398,630,428,162,458,95,488,115,518,97,548,23,578,69
309,37,339,89,369,503,399,167,429,320,459,246,489,265,519,47,549,146,579,143
310,256,340,51,370,224,400,237,430,445,460,307,490,165,520,35,550,506,580,83
311,488,341,159,371,100,401,105,431,208,461,175,491,280,521,199,551,323,581,47
312,665,342,85,372,370,402,319,432,162,462,109,492,256,522,-4,552,194,582,47
313,479,343,111,373,660,403,219,433,518,463,157,493,83,523,139,553,369,583,628
314,75,344,64,374,323,404,166,434,98,464,50,494,86,524,129,554,80,584,123
315,85,345,275,375,340,405,35,435,194,465,144,495,572,525,371,555,60,585,426
316,130,346,106,376,82,406,39,436,27,466,316,496,288,526,268,556,89,586,23
317,395,347,156,377,67,407,368,437,70,467,35,497,512,527,230,557,92,587,59
318,187,348,141,378,464,408,67,438,349,468,142,498,67,528,80,558,95,588,226
319,123,349,378,379,190,409,350,439,168,469,73,499,267,529,188,559,216,589,83
320,111,350,158,380,225,410,93,440,141,470,35,500,457,530,236,560,198,590,289
321,543,351,151,381,163,411,157,441,19,471,165,501,23,531,640,561,246,591,145
322,382,352,120,382,195,412,330,442,390,472,161,502,64,532,139,562,132,592,181
323,80,353,185,383,196,413,168,443,260,473,107,503,35,533,279,563,37,593,165
324,166,354,89,384,328,414,31,444,161,474,54,504,620,534,121,564,15,594,118
325,224,355,67,385,71,415,32,445,120,475,253,505,160,535,290,565,80,595,200
326,113,356,154,386,153,416,87,446,474,476,427,506,128,536,116,566,136,596,311
327,221,357,314,387,350,417,56,447,161,477,111,507,529,537,65,567,131,597,211
328,114,358,364,388,216,418,266,448,55,478,73,508,53,538,72,568,520,598,550
329,150,359,129,389,585,419,320,449,71,479,151,509,145,539,115,569,105,599,124
330,281,360,292,390,256,420,28,450,195,480,12,510,416,540,64,570,215,600,204
Centre:,151601,ANANDRAM,DHANDHANIA,SARSWATI,VIDYA,"MANDIR,",BANSHI,JHA,"LANE,",BURHANATH,"ROAD,","BHAGALPUR,",BIHAR,NEET,(UG),2024,Page,No.,3
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,
601,163,631,138,661,194,,,,,,,,,,,,,,
602,404,632,178,662,117,,,,,,,,,,,,,,
603,188,633,103,663,88,,,,,,,,,,,,,,
604,83,634,430,664,377,,,,,,,,,,,,,,
605,53,635,66,665,604,,,,,,,,,,,,,,
606,336,636,64,666,263,,,,,,,,,,,,,,
607,199,637,152,667,188,,,,,,,,,,,,,,
608,662,638,199,668,125,,,,,,,,,,,,,,
609,625,639,142,669,29,,,,,,,,,,,,,,
610,47,640,315,670,428,,,,,,,,,,,,,,
611,185,641,115,671,202,,,,,,,,,,,,,,
612,153,642,232,672,160,,,,,,,,,,,,,,
613,539,643,92,673,66,,,,,,,,,,,,,,
614,91,644,414,674,70,,,,,,,,,,,,,,
