0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
"MALDA,",WEST,BENGAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,
1,94,31,103,61,25,91,103,121,95,151,51,181,88,211,48,241,8,271,30,,,,,,,,,,
2,56,32,234,62,436,92,72,122,29,152,85,182,70,212,491,242,42,272,652,,,,,,,,,,
3,180,33,76,63,193,93,252,123,96,153,116,183,228,213,290,243,139,273,93,,,,,,,,,,
4,35,34,90,64,58,94,100,124,399,154,180,184,147,214,10,244,183,274,124,,,,,,,,,,
5,22,35,427,65,84,95,120,125,96,155,137,185,80,215,145,245,332,275,15,,,,,,,,,,
6,51,36,57,66,257,96,29,126,121,156,36,186,102,216,100,246,451,276,94,,,,,,,,,,
7,170,37,113,67,105,97,106,127,80,157,28,187,168,217,123,247,45,277,65,,,,,,,,,,
8,104,38,97,68,179,98,73,128,116,158,45,188,70,218,170,248,29,278,99,,,,,,,,,,
9,65,39,100,69,40,99,49,129,62,159,98,189,161,219,39,249,118,279,76,,,,,,,,,,
10,102,40,20,70,43,100,156,130,55,160,21,190,45,220,310,250,180,280,-1,,,,,,,,,,
11,62,41,7,71,58,101,84,131,95,161,28,191,34,221,149,251,100,281,362,,,,,,,,,,
12,11,42,50,72,112,102,41,132,107,162,34,192,174,222,15,252,76,282,373,,,,,,,,,,
13,-1,43,53,73,45,103,47,133,20,163,53,193,70,223,83,253,430,283,135,,,,,,,,,,
14,67,44,261,74,24,104,108,134,37,164,22,194,85,224,73,254,117,284,109,,,,,,,,,,
15,22,45,9,75,44,105,436,135,175,165,73,195,79,225,10,255,222,285,71,,,,,,,,,,
16,108,46,36,76,58,106,-9,136,125,166,134,196,95,226,132,256,55,286,91,,,,,,,,,,
17,40,47,32,77,107,107,111,137,60,167,160,197,140,227,43,257,105,287,70,,,,,,,,,,
18,219,48,12,78,23,108,70,138,30,168,139,198,83,228,134,258,150,288,142,,,,,,,,,,
19,629,49,55,79,1,109,589,139,67,169,203,199,23,229,23,259,169,289,32,,,,,,,,,,
20,140,50,140,80,121,110,55,140,204,170,121,200,23,230,41,260,98,290,134,,,,,,,,,,
21,76,51,266,81,61,111,7,141,167,171,49,201,150,231,332,261,52,291,33,,,,,,,,,,
22,133,52,55,82,76,112,78,142,120,172,173,202,17,232,22,262,499,292,174,,,,,,,,,,
23,79,53,36,83,401,113,78,143,341,173,216,203,46,233,586,263,152,293,257,,,,,,,,,,
24,120,54,46,84,107,114,375,144,-3,174,36,204,314,234,106,264,121,294,69,,,,,,,,,,
25,63,55,62,85,52,115,42,145,362,175,69,205,86,235,39,265,80,295,35,,,,,,,,,,
26,165,56,110,86,593,116,146,146,128,176,398,206,78,236,84,266,60,296,97,,,,,,,,,,
27,23,57,281,87,40,117,32,147,72,177,53,207,201,237,30,267,323,297,82,,,,,,,,,,
28,6,58,61,88,94,118,60,148,206,178,77,208,46,238,59,268,121,298,47,,,,,,,,,,
29,413,59,73,89,48,119,210,149,82,179,68,209,25,239,149,269,66,299,54,,,,,,,,,,
30,140,60,81,90,81,120,175,150,191,180,583,210,232,240,13,270,74,300,35,,,,,,,,,,
Centre:,461413,GOUR,MALDA,COLLEGE,OF,"EDUCATION,",VILL,:,KAMALPUR-KALAMBARI,P.O.,-,MEHERAPUR,P.S.,-,MOTHABARI,DIST,-,MALDA,PIN,-,732207,WEST,"BENGAL,",NEET,(UG),2024,Page,No.,2
"MALDA,",WEST,BENGAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,,,,,,
301,124,331,77,361,71,391,26,,,,,,,,,,,,,,,,,,,,,,
302,141,332,62,362,32,392,70,,,,,,,,,,,,,,,,,,,,,,
303,40,333,116,363,13,393,65,,,,,,,,,,,,,,,,,,,,,,
304,118,334,585,364,33,394,155,,,,,,,,,,,,,,,,,,,,,,
305,174,335,151,365,616,395,182,,,,,,,,,,,,,,,,,,,,,,
306,102,336,616,366,43,396,522,,,,,,,,,,,,,,,,,,,,,,
307,77,337,492,367,95,397,79,,,,,,,,,,,,,,,,,,,,,,
308,100,338,114,368,148,398,50,,,,,,,,,,,,,,,,,,,,,,
309,34,339,183,369,80,399,186,,,,,,,,,,,,,,,,,,,,,,
310,65,340,70,370,32,,,,,,,,,,,,,,,,,,,,,,,,
311,2,341,55,371,20,,,,,,,,,,,,,,,,,,,,,,,,
312,42,342,68,372,170,,,,,,,,,,,,,,,,,,,,,,,,
313,31,343,100,373,57,,,,,,,,,,,,,,,,,,,,,,,,
314,455,344,29,374,64,,,,,,,,,,,,,,,,,,,,,,,,
315,85,345,52,375,100,,,,,,,,,,,,,,,,,,,,,,,,
316,518,346,211,376,75,,,,,,,,,,,,,,,,,,,,,,,,
317,80,347,96,377,50,,,,,,,,,,,,,,,,,,,,,,,,
318,223,348,41,378,20,,,,,,,,,,,,,,,,,,,,,,,,
319,22,349,130,379,444,,,,,,,,,,,,,,,,,,,,,,,,
320,94,350,132,380,41,,,,,,,,,,,,,,,,,,,,,,,,
321,43,351,419,381,18,,,,,,,,,,,,,,,,,,,,,,,,
322,80,352,56,382,109,,,,,,,,,,,,,,,,,,,,,,,,
323,20,353,167,383,88,,,,,,,,,,,,,,,,,,,,,,,,
324,53,354,65,384,241,,,,,,,,,,,,,,,,,,,,,,,,
325,8,355,47,385,120,,,,,,,,,,,,,,,,,,,,,,,,
326,11,356,67,386,79,,,,,,,,,,,,,,,,,,,,,,,,
327,123,357,21,387,491,,,,,,,,,,,,,,,,,,,,,,,,
328,118,358,167,388,110,,,,,,,,,,,,,,,,,,,,,,,,
329,134,359,45,389,636,,,,,,,,,,,,,,,,,,,,,,,,
330,308,360,216,390,100,,,,,,,,,,,,,,,,,,,,,,,,
