0,1,2,3,4,5,6,7,8,9,10,11
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,62,31,355,61,125,91,90,121,70,151,75
2,588,32,238,62,15,92,38,122,76,152,416
3,577,33,215,63,110,93,96,123,75,153,484
4,369,34,195,64,85,94,313,124,196,154,361
5,111,35,135,65,402,95,118,125,201,155,69
6,224,36,100,66,115,96,72,126,15,156,586
7,179,37,355,67,35,97,11,127,107,157,122
8,541,38,30,68,393,98,229,128,518,158,242
9,147,39,436,69,470,99,416,129,488,159,96
10,340,40,479,70,63,100,210,130,294,160,195
11,423,41,116,71,197,101,305,131,75,161,147
12,393,42,114,72,615,102,21,132,110,162,387
13,447,43,211,73,135,103,135,133,355,163,165
14,160,44,70,74,67,104,65,134,68,164,130
15,6,45,112,75,50,105,622,135,82,165,64
16,64,46,86,76,386,106,65,136,58,166,57
17,367,47,123,77,126,107,215,137,424,167,348
18,173,48,35,78,106,108,104,138,30,168,161
19,79,49,79,79,17,109,289,139,188,169,25
20,95,50,191,80,32,110,132,140,40,170,85
21,151,51,138,81,65,111,55,141,73,171,200
22,355,52,59,82,120,112,92,142,655,172,419
23,172,53,421,83,421,113,57,143,591,173,28
24,581,54,257,84,95,114,62,144,20,174,82
25,75,55,127,85,463,115,591,145,269,175,314
26,135,56,148,86,237,116,313,146,156,176,160
27,65,57,116,87,279,117,28,147,655,177,293
28,133,58,25,88,142,118,199,148,497,,
29,535,59,391,89,281,119,205,149,308,,
30,-20,60,250,90,180,120,107,150,64,,
