0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,268,31,252,61,71,91,257,121,78,151,525,181,146,211,139
2,281,32,486,62,129,92,262,122,89,152,591,182,62,212,73
3,123,33,91,63,226,93,43,123,66,153,149,183,89,213,220
4,338,34,87,64,79,94,60,124,79,154,202,184,252,214,146
5,88,35,101,65,160,95,91,125,51,155,484,185,145,215,68
6,139,36,80,66,120,96,130,126,103,156,100,186,15,216,72
7,101,37,394,67,375,97,123,127,57,157,96,187,494,217,163
8,192,38,114,68,183,98,646,128,-35,158,185,188,39,218,82
9,113,39,111,69,154,99,120,129,32,159,170,189,64,219,1
10,93,40,23,70,228,100,7,130,222,160,65,190,197,220,182
11,168,41,72,71,76,101,71,131,184,161,57,191,410,221,317
12,564,42,18,72,107,102,143,132,466,162,54,192,193,222,56
13,61,43,15,73,128,103,641,133,470,163,405,193,60,223,81
14,148,44,247,74,220,104,401,134,65,164,60,194,613,224,430
15,96,45,108,75,145,105,120,135,358,165,79,195,637,225,163
16,358,46,300,76,169,106,530,136,81,166,81,196,59,226,313
17,426,47,16,77,30,107,72,137,605,167,249,197,155,227,16
18,17,48,124,78,149,108,304,138,175,168,100,198,284,228,83
19,189,49,82,79,24,109,658,139,311,169,193,199,291,229,244
20,215,50,99,80,340,110,93,140,101,170,111,200,72,230,87
21,605,51,68,81,155,111,-3,141,509,171,186,201,57,231,70
22,59,52,110,82,387,112,25,142,109,172,3,202,152,232,120
23,61,53,190,83,75,113,239,143,191,173,214,203,103,233,21
24,78,54,18,84,145,114,320,144,123,174,343,204,143,,
25,161,55,63,85,592,115,202,145,69,175,129,205,350,,
26,49,56,100,86,44,116,94,146,326,176,204,206,116,,
27,65,57,193,87,304,117,174,147,20,177,193,207,94,,
28,52,58,275,88,77,118,82,148,100,178,227,208,264,,
29,620,59,70,89,217,119,398,149,640,179,662,209,177,,
30,390,60,150,90,82,120,139,150,106,180,135,210,108,,
