0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
KARNATAKA,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,338,31,75,61,216,91,324,121,63,151,241,181,466,211,85
2,85,32,74,62,36,92,118,122,176,152,119,182,255,212,3
3,191,33,169,63,136,93,149,123,36,153,98,183,335,213,145
4,127,34,100,64,82,94,235,124,328,154,224,184,131,214,137
5,78,35,160,65,20,95,140,125,16,155,112,185,152,215,103
6,99,36,184,66,116,96,468,126,270,156,147,186,309,216,111
7,232,37,332,67,50,97,69,127,218,157,117,187,539,217,100
8,153,38,189,68,182,98,465,128,75,158,199,188,391,218,365
9,79,39,72,69,121,99,141,129,109,159,118,189,122,219,85
10,78,40,108,70,177,100,56,130,286,160,70,190,92,220,141
11,303,41,67,71,157,101,282,131,174,161,535,191,114,221,95
12,55,42,101,72,180,102,441,132,272,162,413,192,140,222,469
13,299,43,78,73,68,103,516,133,163,163,104,193,111,223,52
14,174,44,92,74,225,104,109,134,65,164,233,194,49,224,55
15,120,45,85,75,339,105,179,135,310,165,179,195,393,225,248
16,138,46,135,76,45,106,233,136,112,166,571,196,410,226,349
17,538,47,5,77,64,107,358,137,78,167,111,197,567,227,5
18,54,48,227,78,37,108,468,138,11,168,500,198,44,228,658
19,112,49,61,79,68,109,307,139,100,169,86,199,189,229,65
20,21,50,91,80,78,110,299,140,612,170,24,200,150,230,346
21,207,51,105,81,144,111,7,141,288,171,167,201,63,231,442
22,35,52,164,82,77,112,166,142,118,172,322,202,66,,
23,41,53,487,83,60,113,32,143,108,173,272,203,256,,
24,200,54,362,84,100,114,55,144,98,174,99,204,77,,
25,111,55,80,85,271,115,193,145,105,175,206,205,195,,
26,190,56,81,86,259,116,124,146,92,176,253,206,295,,
27,187,57,72,87,126,117,60,147,391,177,142,207,136,,
28,361,58,311,88,53,118,352,148,72,178,125,208,115,,
29,202,59,100,89,604,119,92,149,118,179,135,209,105,,
30,30,60,187,90,66,120,15,150,434,180,23,210,11,,
