0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,
1,18,31,261,61,130,91,115,121,120,151,159,181,494,211,100,241,111,271,237,,
2,273,32,147,62,70,92,65,122,202,152,516,182,141,212,30,242,464,272,117,,
3,385,33,183,63,353,93,157,123,24,153,125,183,84,213,61,243,92,273,339,,
4,-8,34,452,64,90,94,9,124,611,154,76,184,20,214,157,244,180,274,438,,
5,60,35,658,65,472,95,681,125,46,155,22,185,240,215,48,245,41,275,341,,
6,102,36,112,66,384,96,220,126,383,156,105,186,92,216,219,246,197,276,135,,
7,170,37,51,67,72,97,118,127,240,157,458,187,146,217,65,247,69,277,88,,
8,429,38,69,68,44,98,115,128,423,158,111,188,169,218,576,248,302,278,235,,
9,277,39,270,69,41,99,51,129,547,159,30,189,627,219,110,249,238,279,45,,
10,215,40,-8,70,507,100,491,130,22,160,144,190,226,220,564,250,171,280,466,,
11,450,41,105,71,46,101,5,131,20,161,95,191,132,221,245,251,201,281,110,,
12,-10,42,38,72,565,102,269,132,51,162,134,192,83,222,46,252,111,282,547,,
13,49,43,246,73,310,103,136,133,299,163,95,193,123,223,199,253,130,283,21,,
14,212,44,167,74,263,104,33,134,80,164,87,194,245,224,273,254,76,284,66,,
15,144,45,95,75,63,105,431,135,366,165,290,195,135,225,316,255,45,285,144,,
16,502,46,103,76,602,106,17,136,44,166,89,196,239,226,134,256,384,286,175,,
17,262,47,84,77,40,107,185,137,520,167,570,197,85,227,134,257,122,287,287,,
18,106,48,110,78,174,108,129,138,173,168,10,198,110,228,83,258,33,288,116,,
19,85,49,162,79,125,109,93,139,404,169,0,199,93,229,452,259,42,289,77,,
20,104,50,483,80,272,110,77,140,225,170,73,200,332,230,149,260,581,290,182,,
21,185,51,142,81,40,111,40,141,144,171,193,201,69,231,417,261,47,291,519,,
22,456,52,228,82,506,112,552,142,159,172,305,202,578,232,80,262,243,292,113,,
23,173,53,265,83,290,113,42,143,548,173,52,203,303,233,56,263,58,293,92,,
24,85,54,163,84,83,114,247,144,501,174,153,204,507,234,145,264,567,294,635,,
25,309,55,105,85,100,115,396,145,305,175,385,205,219,235,105,265,597,295,160,,
26,318,56,224,86,332,116,61,146,482,176,211,206,129,236,197,266,142,296,213,,
27,175,57,114,87,31,117,160,147,113,177,0,207,208,237,13,267,162,297,153,,
28,54,58,216,88,39,118,386,148,78,178,40,208,47,238,150,268,356,298,385,,
29,622,59,35,89,114,119,551,149,86,179,103,209,117,239,348,269,91,299,90,,
30,238,60,615,90,421,120,119,150,70,180,376,210,1,240,191,270,599,300,105,,
Centre:,360801,GOVT.,POLYTECHNIC,"BALANGIR,",AT-,LARKIPALI,PO-,RAJENDRA,NEAR,SUDERSENA,BALANGIR,ODISHA,"767001,","BALANGIR,",ODISHA,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,
301,415,331,79,361,393,391,70,421,625,451,101,481,38,511,97,,,,,,
302,552,332,442,362,100,392,421,422,156,452,94,482,663,512,488,,,,,,
303,58,333,188,363,223,393,75,423,183,453,314,483,95,513,143,,,,,,
304,344,334,90,364,90,394,84,424,135,454,37,484,12,514,274,,,,,,
305,171,335,145,365,98,395,218,425,107,455,45,485,245,515,437,,,,,,
306,667,336,212,366,60,396,64,426,66,456,97,486,202,516,331,,,,,,
307,131,337,193,367,266,397,62,427,257,457,90,487,330,517,347,,,,,,
308,201,338,508,368,700,398,125,428,46,458,497,488,162,518,551,,,,,,
309,170,339,47,369,94,399,588,429,238,459,369,489,418,519,249,,,,,,
310,511,340,188,370,102,400,176,430,155,460,336,490,136,520,35,,,,,,
311,143,341,460,371,303,401,407,431,222,461,60,491,175,521,42,,,,,,
312,177,342,51,372,181,402,153,432,19,462,76,492,484,522,461,,,,,,
313,132,343,113,373,5,403,109,433,269,463,277,493,450,523,222,,,,,,
314,265,344,15,374,525,404,225,434,140,464,556,494,472,524,413,,,,,,
315,82,345,56,375,184,405,171,435,40,465,159,495,261,525,459,,,,,,
316,123,346,85,376,50,406,104,436,22,466,143,496,87,526,280,,,,,,
317,495,347,31,377,202,407,53,437,285,467,231,497,144,527,104,,,,,,
318,132,348,85,378,94,408,185,438,385,468,515,498,236,528,135,,,,,,
319,405,349,46,379,223,409,137,439,58,469,55,499,386,529,35,,,,,,
320,121,350,54,380,124,410,112,440,412,470,534,500,580,,,,,,,,
321,539,351,430,381,133,411,255,441,55,471,100,501,108,,,,,,,,
322,64,352,503,382,98,412,338,442,20,472,45,502,642,,,,,,,,
323,495,353,241,383,371,413,95,443,91,473,161,503,414,,,,,,,,
324,185,354,331,384,180,414,120,444,85,474,116,504,40,,,,,,,,
325,463,355,38,385,409,415,87,445,278,475,127,505,87,,,,,,,,
326,252,356,63,386,513,416,8,446,258,476,520,506,80,,,,,,,,
327,22,357,252,387,511,417,303,447,230,477,53,507,397,,,,,,,,
328,121,358,194,388,184,418,98,448,219,478,99,508,97,,,,,,,,
329,222,359,281,389,580,419,583,449,190,479,647,509,94,,,,,,,,
330,56,360,60,390,274,420,36,450,121,480,-7,510,171,,,,,,,,
