0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,409,31,125,61,40,91,375,121,97,151,392,181,157,211,234
2,249,32,276,62,271,92,307,122,99,152,183,182,519,212,189
3,304,33,195,63,94,93,108,123,113,153,269,183,276,213,425
4,87,34,170,64,180,94,220,124,349,154,228,184,192,214,40
5,567,35,60,65,55,95,173,125,284,155,127,185,125,215,51
6,339,36,113,66,431,96,648,126,269,156,140,186,87,216,195
7,60,37,45,67,186,97,74,127,639,157,360,187,65,217,97
8,71,38,185,68,126,98,310,128,281,158,60,188,519,218,297
9,167,39,201,69,190,99,80,129,247,159,69,189,64,219,180
10,77,40,301,70,371,100,73,130,174,160,135,190,384,220,111
11,75,41,495,71,164,101,91,131,604,161,125,191,232,,
12,272,42,192,72,189,102,75,132,165,162,51,192,72,,
13,52,43,85,73,652,103,153,133,136,163,170,193,177,,
14,323,44,50,74,60,104,230,134,149,164,535,194,165,,
15,306,45,207,75,52,105,159,135,76,165,169,195,258,,
16,108,46,194,76,240,106,274,136,95,166,489,196,105,,
17,36,47,37,77,166,107,83,137,233,167,317,197,413,,
18,54,48,105,78,233,108,49,138,331,168,103,198,142,,
19,664,49,86,79,66,109,234,139,115,169,15,199,314,,
20,46,50,232,80,655,110,116,140,256,170,215,200,524,,
21,111,51,62,81,67,111,180,141,186,171,109,201,148,,
22,614,52,165,82,110,112,110,142,86,172,105,202,134,,
23,143,53,208,83,134,113,96,143,228,173,198,203,170,,
24,90,54,486,84,39,114,617,144,189,174,2,204,114,,
25,263,55,171,85,340,115,131,145,55,175,70,205,340,,
26,403,56,359,86,427,116,668,146,200,176,322,206,146,,
27,241,57,435,87,336,117,265,147,70,177,170,207,240,,
28,45,58,100,88,393,118,63,148,558,178,15,208,54,,
29,178,59,183,89,235,119,120,149,107,179,104,209,384,,
30,55,60,51,90,138,120,142,150,237,180,23,210,307,,
