0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,129,31,57,61,188,91,232,121,254,151,95,181,51
2,111,32,53,62,74,92,102,122,113,152,162,182,39
3,64,33,120,63,114,93,187,123,318,153,228,183,238
4,64,34,115,64,279,94,383,124,122,154,103,184,182
5,86,35,76,65,116,95,121,125,73,155,233,185,96
6,246,36,102,66,77,96,143,126,135,156,331,186,289
7,202,37,198,67,141,97,34,127,89,157,251,187,133
8,230,38,66,68,109,98,314,128,120,158,145,188,148
9,37,39,108,69,279,99,214,129,146,159,230,189,43
10,267,40,141,70,164,100,124,130,124,160,165,190,190
11,121,41,171,71,182,101,146,131,39,161,138,191,91
12,102,42,197,72,265,102,277,132,57,162,49,192,6
13,139,43,157,73,82,103,102,133,258,163,125,193,130
14,174,44,106,74,155,104,232,134,347,164,101,194,33
15,235,45,284,75,83,105,100,135,222,165,136,195,110
16,135,46,133,76,79,106,175,136,45,166,101,196,100
17,163,47,49,77,55,107,304,137,128,167,145,197,97
18,255,48,221,78,184,108,111,138,81,168,594,198,353
19,160,49,51,79,107,109,60,139,131,169,344,199,200
20,90,50,173,80,72,110,108,140,80,170,343,200,65
21,89,51,82,81,224,111,29,141,119,171,68,201,141
22,131,52,439,82,157,112,140,142,34,172,89,202,155
23,99,53,132,83,66,113,139,143,325,173,139,203,149
24,44,54,129,84,40,114,411,144,52,174,121,,
25,113,55,439,85,65,115,146,145,116,175,115,,
26,299,56,80,86,47,116,107,146,141,176,154,,
27,69,57,77,87,464,117,197,147,25,177,146,,
28,79,58,87,88,235,118,127,148,42,178,34,,
29,141,59,219,89,95,119,42,149,375,179,179,,
30,185,60,70,90,328,120,109,150,158,180,92,,
