0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
AKHEGAON,"ROAD,",SHEVGAON,TAL-,SHEVGAON,DIST-,AHMEDNAGAR,MAHARASHTRA,(MS),PIN-,"414502,","AHMEDNAGAR,",MAHARASHTRA,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,
1,179,31,111,61,35,91,90,121,103,151,434,181,100,211,159,241,10,271,142,,
2,35,32,286,62,23,92,290,122,251,152,13,182,426,212,202,242,98,272,101,,
3,57,33,328,63,47,93,78,123,59,153,77,183,62,213,46,243,60,273,96,,
4,164,34,23,64,28,94,100,124,469,154,625,184,210,214,472,244,86,274,13,,
5,44,35,80,65,360,95,139,125,49,155,52,185,127,215,81,245,86,275,402,,
6,286,36,345,66,137,96,65,126,94,156,55,186,194,216,45,246,52,276,90,,
7,167,37,64,67,299,97,176,127,330,157,113,187,32,217,447,247,109,277,82,,
8,246,38,57,68,63,98,115,128,479,158,290,188,105,218,60,248,116,278,101,,
9,69,39,245,69,359,99,83,129,168,159,96,189,575,219,252,249,278,279,183,,
10,231,40,239,70,167,100,70,130,55,160,56,190,63,220,51,250,134,280,266,,
11,181,41,209,71,280,101,442,131,36,161,156,191,412,221,221,251,135,281,250,,
12,110,42,49,72,75,102,601,132,0,162,86,192,141,222,39,252,58,282,103,,
13,370,43,140,73,55,103,327,133,65,163,105,193,87,223,247,253,68,283,70,,
14,565,44,465,74,60,104,206,134,292,164,60,194,60,224,373,254,500,284,302,,
15,55,45,86,75,143,105,163,135,39,165,21,195,200,225,198,255,133,285,85,,
16,152,46,136,76,107,106,64,136,35,166,28,196,108,226,190,256,148,286,86,,
17,10,47,180,77,39,107,35,137,37,167,134,197,98,227,55,257,155,287,33,,
18,76,48,509,78,86,108,49,138,295,168,25,198,55,228,83,258,60,288,55,,
19,208,49,30,79,119,109,147,139,414,169,532,199,620,229,153,259,282,289,98,,
20,8,50,119,80,491,110,35,140,98,170,115,200,133,230,150,260,218,290,29,,
21,8,51,134,81,71,111,51,141,251,171,139,201,220,231,80,261,136,291,147,,
22,73,52,55,82,59,112,97,142,83,172,337,202,136,232,228,262,289,292,488,,
23,18,53,164,83,40,113,56,143,132,173,5,203,89,233,407,263,60,293,100,,
24,114,54,84,84,50,114,407,144,499,174,74,204,15,234,148,264,320,294,123,,
25,82,55,51,85,152,115,168,145,130,175,441,205,141,235,106,265,578,295,86,,
26,254,56,144,86,373,116,46,146,90,176,240,206,120,236,231,266,158,296,55,,
27,584,57,420,87,305,117,587,147,97,177,30,207,554,237,60,267,310,297,70,,
28,136,58,32,88,162,118,397,148,178,178,40,208,353,238,64,268,146,298,359,,
29,119,59,59,89,285,119,95,149,81,179,171,209,152,239,320,269,34,299,180,,
30,635,60,593,90,348,120,65,150,274,180,80,210,158,240,55,270,146,300,305,,
Centre:,310103,PRAVARA,MEDICAL,TRUST?S,AYURVED,"COLLEGE,",SHEVGAON.,DIST-,"AHMEDNAGAR,",PRAVARA,MEDICAL,TRUST?S,AYURVED,"COLLEGE,",SHEVGAON.,NEET,(UG),2024,Page,No.,2
AKHEGAON,"ROAD,",SHEVGAON,TAL-,SHEVGAON,DIST-,AHMEDNAGAR,MAHARASHTRA,(MS),PIN-,"414502,","AHMEDNAGAR,",MAHARASHTRA,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,
301,92,331,34,361,54,391,37,421,112,451,287,481,48,511,351,541,98,571,81,,
302,65,332,138,362,45,392,70,422,53,452,61,482,256,512,294,542,60,572,164,,
303,36,333,128,363,51,393,211,423,80,453,226,483,80,513,28,543,41,573,293,,
304,71,334,48,364,45,394,57,424,55,454,199,484,100,514,41,544,65,574,45,,
305,561,335,591,365,93,395,233,425,389,455,359,485,44,515,69,545,405,575,354,,
306,110,336,304,366,98,396,49,426,-5,456,97,486,121,516,88,546,212,576,285,,
307,95,337,305,367,40,397,28,427,126,457,320,487,166,517,136,547,57,577,99,,
308,90,338,61,368,111,398,118,428,192,458,95,488,139,518,79,548,97,578,463,,
309,65,339,88,369,620,399,70,429,395,459,50,489,36,519,44,549,328,579,701,,
310,40,340,55,370,306,400,356,430,233,460,221,490,10,520,75,550,74,580,20,,
311,135,341,221,371,161,401,125,431,139,461,176,491,41,521,20,551,418,581,90,,
312,241,342,51,372,21,402,117,432,95,462,48,492,80,522,340,552,67,582,168,,
313,65,343,45,373,71,403,11,433,452,463,105,493,95,523,31,553,219,583,183,,
314,59,344,50,374,361,404,30,434,140,464,447,494,284,524,38,554,20,584,96,,
315,145,345,378,375,73,405,71,435,295,465,359,495,86,525,135,555,10,585,318,,
316,92,346,244,376,134,406,445,436,80,466,11,496,71,526,108,556,93,586,100,,
317,69,347,67,377,32,407,30,437,40,467,306,497,299,527,102,557,417,587,68,,
318,98,348,17,378,180,408,53,438,38,468,35,498,41,528,55,558,520,588,59,,
319,67,349,146,379,49,409,27,439,41,469,42,499,233,529,45,559,283,589,355,,
320,231,350,261,380,97,410,11,440,90,470,210,500,130,530,59,560,156,590,32,,
321,18,351,117,381,528,411,60,441,65,471,178,501,209,531,49,561,85,591,111,,
322,224,352,63,382,75,412,35,442,218,472,648,502,280,532,86,562,261,592,190,,
323,5,353,218,383,124,413,66,443,248,473,259,503,53,533,250,563,201,593,182,,
324,56,354,0,384,67,414,240,444,278,474,84,504,85,534,107,564,44,594,608,,
325,246,355,131,385,126,415,73,445,343,475,184,505,61,535,483,565,467,595,75,,
326,440,356,282,386,214,416,78,446,457,476,342,506,107,536,45,566,132,596,208,,
327,177,357,109,387,149,417,247,447,66,477,136,507,36,537,33,567,128,597,75,,
328,42,358,476,388,127,418,70,448,517,478,323,508,36,538,227,568,513,598,175,,
329,94,359,201,389,49,419,87,449,125,479,210,509,55,539,30,569,400,599,44,,
330,90,360,136,390,404,420,469,450,170,480,460,510,28,540,69,570,268,600,63,,
Centre:,310103,PRAVARA,MEDICAL,TRUST?S,AYURVED,"COLLEGE,",SHEVGAON.,DIST-,"AHMEDNAGAR,",PRAVARA,MEDICAL,TRUST?S,AYURVED,"COLLEGE,",SHEVGAON.,NEET,(UG),2024,Page,No.,3
AKHEGAON,"ROAD,",SHEVGAON,TAL-,SHEVGAON,DIST-,AHMEDNAGAR,MAHARASHTRA,(MS),PIN-,"414502,","AHMEDNAGAR,",MAHARASHTRA,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,
601,133,631,219,661,57,691,87,721,83,751,70,781,71,,,,,,,,
602,99,632,262,662,75,692,-27,722,107,752,94,782,94,,,,,,,,
603,155,633,234,663,162,693,82,723,71,753,82,783,163,,,,,,,,
604,140,634,265,664,63,694,126,724,120,754,162,784,141,,,,,,,,
605,92,635,77,665,44,695,59,725,169,755,137,785,140,,,,,,,,
606,122,636,283,666,68,696,157,726,171,756,90,786,358,,,,,,,,
607,58,637,104,667,117,697,225,727,279,757,429,787,98,,,,,,,,
608,56,638,14,668,478,698,60,728,157,758,58,788,115,,,,,,,,
609,141,639,250,669,52,699,308,729,210,759,100,789,124,,,,,,,,
610,50,640,39,670,26,700,398,730,50,760,66,790,57,,,,,,,,
611,534,641,90,671,51,701,133,731,302,761,30,791,140,,,,,,,,
612,65,642,645,672,108,702,38,732,-4,762,46,792,456,,,,,,,,
613,32,643,220,673,26,703,30,733,94,763,267,793,429,,,,,,,,
614,580,644,90,674,68,704,139,734,92,764,65,794,123,,,,,,,,
615,146,645,301,675,69,705,137,735,139,765,156,795,140,,,,,,,,
616,57,646,240,676,114,706,175,736,180,766,277,796,299,,,,,,,,
617,133,647,200,677,5,707,12,737,309,767,30,797,42,,,,,,,,
618,74,648,99,678,72,708,60,738,62,768,326,798,75,,,,,,,,
619,286,649,159,679,153,709,170,739,62,769,46,799,610,,,,,,,,
620,103,650,118,680,62,710,87,740,166,770,130,800,55,,,,,,,,
621,48,651,100,681,-8,711,176,741,168,771,110,801,122,,,,,,,,
622,570,652,418,682,217,712,373,742,70,772,207,802,122,,,,,,,,
623,224,653,455,683,147,713,151,743,100,773,143,803,105,,,,,,,,
624,298,654,112,684,143,714,87,744,55,774,54,804,71,,,,,,,,
625,214,655,374,685,489,715,100,745,424,775,11,,,,,,,,,,
626,175,656,171,686,91,716,339,746,45,776,130,,,,,,,,,,
627,369,657,25,687,261,717,695,747,650,777,453,,,,,,,,,,
628,125,658,219,688,147,718,308,748,-4,778,242,,,,,,,,,,
629,357,659,297,689,117,719,105,749,269,779,398,,,,,,,,,,
630,192,660,258,690,192,720,33,750,71,780,212,,,,,,,,,,
