0,1,2,3,4,5,6,7,8,9,10,11
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,399,31,265,61,579,91,385,121,59,151,136
2,33,32,75,62,711,92,428,122,426,152,182
3,505,33,150,63,126,93,578,123,213,153,348
4,610,34,91,64,149,94,78,124,25,154,282
5,203,35,91,65,94,95,270,125,100,155,348
6,280,36,245,66,193,96,391,126,67,156,203
7,345,37,398,67,201,97,476,127,141,157,428
8,575,38,246,68,580,98,593,128,195,158,110
9,130,39,193,69,609,99,213,129,558,159,465
10,441,40,55,70,81,100,683,130,139,160,113
11,411,41,262,71,359,101,648,131,80,161,226
12,24,42,260,72,165,102,263,132,222,162,148
13,289,43,239,73,140,103,73,133,107,163,100
14,161,44,123,74,135,104,525,134,181,164,144
15,266,45,156,75,261,105,361,135,260,,
16,637,46,151,76,372,106,386,136,193,,
17,584,47,165,77,302,107,146,137,54,,
18,165,48,264,78,172,108,547,138,295,,
19,636,49,269,79,159,109,80,139,127,,
20,500,50,622,80,130,110,646,140,375,,
21,419,51,593,81,204,111,265,141,120,,
22,180,52,361,82,173,112,59,142,371,,
23,219,53,177,83,78,113,319,143,90,,
24,181,54,690,84,78,114,311,144,216,,
25,105,55,188,85,142,115,203,145,96,,
26,485,56,196,86,177,116,25,146,563,,
27,433,57,248,87,184,117,234,147,187,,
28,227,58,91,88,358,118,606,148,182,,
29,59,59,124,89,335,119,102,149,60,,
30,176,60,376,90,304,120,283,150,100,,
