0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,401,31,163,61,316,91,273,121,145,151,480,181,250,211,41
2,280,32,419,62,336,92,193,122,395,152,10,182,12,212,642
3,336,33,132,63,474,93,138,123,413,153,491,183,85,213,476
4,90,34,30,64,472,94,570,124,428,154,322,184,125,214,54
5,265,35,223,65,173,95,34,125,279,155,397,185,351,215,96
6,45,36,301,66,414,96,74,126,54,156,108,186,596,216,548
7,120,37,424,67,603,97,491,127,58,157,303,187,70,217,75
8,55,38,505,68,423,98,62,128,202,158,120,188,348,218,490
9,191,39,500,69,117,99,389,129,367,159,195,189,252,219,28
10,21,40,112,70,554,100,459,130,460,160,345,190,84,220,217
11,157,41,331,71,72,101,18,131,465,161,362,191,217,221,26
12,63,42,478,72,45,102,637,132,232,162,275,192,103,222,375
13,72,43,60,73,619,103,120,133,172,163,123,193,113,223,525
14,74,44,289,74,54,104,666,134,21,164,194,194,68,224,72
15,249,45,532,75,104,105,153,135,68,165,276,195,595,225,233
16,296,46,186,76,468,106,89,136,115,166,368,196,131,226,29
17,160,47,162,77,91,107,376,137,172,167,558,197,284,227,60
18,311,48,641,78,649,108,19,138,109,168,63,198,188,228,454
19,331,49,160,79,331,109,293,139,55,169,329,199,326,229,-10
20,402,50,261,80,40,110,535,140,242,170,58,200,162,230,461
21,160,51,524,81,225,111,411,141,122,171,294,201,339,231,202
22,615,52,392,82,187,112,321,142,118,172,427,202,324,232,290
23,78,53,560,83,66,113,58,143,374,173,343,203,76,233,465
24,113,54,76,84,117,114,286,144,159,174,70,204,81,234,351
25,45,55,505,85,498,115,216,145,313,175,627,205,62,235,605
26,120,56,45,86,389,116,335,146,303,176,244,206,66,236,95
27,42,57,41,87,170,117,333,147,401,177,591,207,226,237,495
28,180,58,496,88,308,118,287,148,88,178,186,208,75,238,311
29,254,59,226,89,617,119,295,149,50,179,15,209,270,,
30,534,60,113,90,650,120,93,150,176,180,46,210,21,,
