0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,
1,121,31,107,61,485,91,131,121,71,151,77,181,56,211,63,241,600,271,25,,,,,,,,
2,181,32,652,62,235,92,369,122,171,152,39,182,228,212,162,242,241,272,10,,,,,,,,
3,143,33,383,63,241,93,21,123,297,153,145,183,98,213,150,243,165,273,430,,,,,,,,
4,104,34,142,64,247,94,330,124,58,154,271,184,24,214,137,244,403,274,557,,,,,,,,
5,104,35,65,65,54,95,583,125,53,155,135,185,436,215,73,245,428,275,342,,,,,,,,
6,513,36,136,66,43,96,103,126,112,156,595,186,91,216,106,246,197,276,130,,,,,,,,
7,464,37,131,67,321,97,111,127,83,157,506,187,465,217,593,247,326,277,626,,,,,,,,
8,369,38,448,68,396,98,250,128,208,158,239,188,49,218,41,248,143,278,81,,,,,,,,
9,108,39,563,69,475,99,251,129,55,159,27,189,216,219,80,249,362,279,60,,,,,,,,
10,95,40,127,70,260,100,82,130,92,160,319,190,189,220,97,250,75,280,271,,,,,,,,
11,112,41,50,71,672,101,34,131,188,161,137,191,77,221,486,251,34,281,304,,,,,,,,
12,70,42,35,72,80,102,455,132,226,162,312,192,307,222,81,252,200,282,194,,,,,,,,
13,298,43,137,73,151,103,253,133,319,163,170,193,21,223,307,253,203,283,203,,,,,,,,
14,44,44,316,74,217,104,62,134,340,164,332,194,106,224,188,254,434,284,53,,,,,,,,
15,74,45,10,75,101,105,49,135,263,165,109,195,465,225,458,255,493,285,20,,,,,,,,
16,72,46,451,76,121,106,80,136,288,166,163,196,212,226,128,256,34,286,362,,,,,,,,
17,260,47,143,77,36,107,144,137,379,167,148,197,319,227,437,257,136,287,86,,,,,,,,
18,153,48,114,78,197,108,120,138,94,168,614,198,297,228,72,258,188,288,426,,,,,,,,
19,312,49,201,79,115,109,464,139,62,169,52,199,61,229,464,259,570,289,206,,,,,,,,
20,77,50,280,80,81,110,15,140,170,170,117,200,275,230,180,260,295,290,450,,,,,,,,
21,34,51,341,81,546,111,258,141,140,171,91,201,631,231,425,261,295,291,35,,,,,,,,
22,50,52,387,82,93,112,122,142,567,172,95,202,93,232,5,262,198,292,600,,,,,,,,
23,82,53,96,83,383,113,111,143,64,173,247,203,56,233,92,263,333,293,333,,,,,,,,
24,620,54,204,84,320,114,486,144,23,174,-3,204,115,234,355,264,36,294,208,,,,,,,,
25,672,55,25,85,625,115,161,145,19,175,74,205,288,235,508,265,277,295,125,,,,,,,,
26,326,56,96,86,208,116,485,146,35,176,72,206,49,236,125,266,89,296,127,,,,,,,,
27,294,57,87,87,331,117,93,147,499,177,89,207,284,237,44,267,327,297,305,,,,,,,,
28,380,58,54,88,339,118,94,148,115,178,98,208,199,238,108,268,157,298,123,,,,,,,,
29,213,59,58,89,193,119,218,149,164,179,116,209,122,239,100,269,353,299,91,,,,,,,,
30,159,60,204,90,171,120,479,150,122,180,131,210,181,240,403,270,205,300,119,,,,,,,,
Centre:,150246,PRESIDENCY,GLOBAL,"SCHOOL,",RAJ,"NAGAR,",CANTT,"ROAD,","KHAGAUL,","PATNA,",NEAR,PGS,"MORE,",RP,SHARMA,INSTITUTE,OF,TECHNOLOGY,",,","PATNA,",BIHAR,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,
301,144,331,281,361,96,391,32,421,150,451,601,481,154,511,263,541,54,571,183,,,,,,,,
302,623,332,344,362,220,392,147,422,409,452,247,482,74,512,185,542,322,572,550,,,,,,,,
303,151,333,165,363,212,393,66,423,315,453,211,483,255,513,36,543,144,573,497,,,,,,,,
304,339,334,225,364,348,394,616,424,199,454,186,484,76,514,31,544,20,574,613,,,,,,,,
305,551,335,102,365,395,395,286,425,487,455,205,485,86,515,76,545,449,575,290,,,,,,,,
306,154,336,88,366,37,396,78,426,39,456,538,486,289,516,320,546,345,576,102,,,,,,,,
307,86,337,81,367,100,397,160,427,155,457,129,487,7,517,144,547,216,577,181,,,,,,,,
308,92,338,183,368,143,398,441,428,130,458,48,488,86,518,367,548,101,,,,,,,,,,
309,374,339,79,369,69,399,392,429,296,459,267,489,180,519,143,549,286,,,,,,,,,,
310,148,340,131,370,46,400,417,430,65,460,178,490,266,520,89,550,7,,,,,,,,,,
311,118,341,347,371,122,401,112,431,320,461,347,491,145,521,150,551,608,,,,,,,,,,
312,110,342,32,372,156,402,191,432,372,462,499,492,637,522,260,552,81,,,,,,,,,,
313,115,343,75,373,312,403,94,433,413,463,661,493,55,523,123,553,249,,,,,,,,,,
314,273,344,366,374,153,404,412,434,63,464,128,494,566,524,280,554,621,,,,,,,,,,
315,320,345,57,375,212,405,665,435,67,465,185,495,378,525,660,555,646,,,,,,,,,,
316,331,346,117,376,29,406,67,436,183,466,62,496,90,526,34,556,123,,,,,,,,,,
317,40,347,135,377,279,407,330,437,391,467,176,497,361,527,70,557,524,,,,,,,,,,
318,240,348,196,378,123,408,156,438,8,468,171,498,113,528,93,558,208,,,,,,,,,,
319,250,349,61,379,294,409,18,439,156,469,562,499,180,529,143,559,230,,,,,,,,,,
320,386,350,47,380,627,410,428,440,261,470,326,500,248,530,278,560,609,,,,,,,,,,
321,109,351,645,381,179,411,124,441,154,471,86,501,76,531,252,561,92,,,,,,,,,,
322,83,352,211,382,216,412,656,442,127,472,363,502,74,532,399,562,141,,,,,,,,,,
323,370,353,100,383,382,413,50,443,216,473,49,503,118,533,40,563,350,,,,,,,,,,
324,80,354,157,384,599,414,551,444,493,474,229,504,85,534,76,564,244,,,,,,,,,,
325,103,355,243,385,33,415,83,445,97,475,116,505,209,535,121,565,277,,,,,,,,,,
326,168,356,463,386,183,416,305,446,379,476,20,506,35,536,261,566,77,,,,,,,,,,
327,210,357,289,387,680,417,136,447,558,477,554,507,278,537,262,567,132,,,,,,,,,,
328,340,358,519,388,416,418,395,448,148,478,-6,508,686,538,320,568,184,,,,,,,,,,
329,149,359,480,389,672,419,1,449,125,479,165,509,419,539,52,569,34,,,,,,,,,,
330,132,360,145,390,570,420,105,450,65,480,85,510,76,540,201,570,59,,,,,,,,,,
