0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,
1,291,31,87,61,548,91,447,121,609,151,464,181,68,211,591,241,502,271,328,,,,,
2,227,32,626,62,628,92,230,122,610,152,96,182,155,212,314,242,97,272,453,,,,,
3,111,33,367,63,590,93,282,123,384,153,655,183,75,213,515,243,82,273,546,,,,,
4,207,34,148,64,119,94,75,124,548,154,496,184,543,214,203,244,376,274,543,,,,,
5,113,35,62,65,553,95,105,125,-7,155,130,185,48,215,84,245,319,275,526,,,,,
6,334,36,206,66,268,96,74,126,75,156,223,186,565,216,195,246,489,276,533,,,,,
7,205,37,274,67,86,97,72,127,436,157,254,187,315,217,85,247,700,277,415,,,,,
8,275,38,171,68,268,98,54,128,56,158,158,188,149,218,307,248,471,278,85,,,,,
9,20,39,209,69,378,99,311,129,79,159,119,189,99,219,579,249,144,279,421,,,,,
10,387,40,332,70,107,100,78,130,90,160,564,190,60,220,626,250,120,280,96,,,,,
11,47,41,110,71,83,101,191,131,486,161,135,191,436,221,398,251,66,281,359,,,,,
12,219,42,428,72,79,102,355,132,67,162,670,192,110,222,240,252,149,282,446,,,,,
13,60,43,25,73,539,103,158,133,90,163,119,193,108,223,283,253,476,283,255,,,,,
14,126,44,105,74,350,104,249,134,204,164,26,194,104,224,387,254,93,284,601,,,,,
15,86,45,312,75,410,105,133,135,154,165,138,195,49,225,650,255,89,285,407,,,,,
16,209,46,77,76,585,106,244,136,72,166,561,196,10,226,379,256,556,286,247,,,,,
17,389,47,422,77,112,107,407,137,248,167,268,197,49,227,592,257,202,287,249,,,,,
18,359,48,314,78,128,108,226,138,123,168,491,198,168,228,656,258,65,288,99,,,,,
19,469,49,125,79,166,109,181,139,111,169,90,199,134,229,349,259,686,289,399,,,,,
20,605,50,80,80,129,110,44,140,32,170,276,200,524,230,246,260,141,290,31,,,,,
21,85,51,106,81,256,111,240,141,91,171,485,201,348,231,308,261,580,291,76,,,,,
22,358,52,161,82,168,112,113,142,155,172,629,202,179,232,256,262,517,292,391,,,,,
23,87,53,130,83,244,113,104,143,556,173,640,203,247,233,94,263,301,293,396,,,,,
24,165,54,536,84,137,114,461,144,206,174,89,204,135,234,518,264,430,294,390,,,,,
25,494,55,278,85,41,115,105,145,114,175,462,205,40,235,111,265,128,295,220,,,,,
26,327,56,85,86,258,116,200,146,105,176,29,206,136,236,308,266,361,296,50,,,,,
27,220,57,235,87,85,117,155,147,96,177,104,207,138,237,122,267,100,297,505,,,,,
28,392,58,199,88,583,118,368,148,617,178,55,208,110,238,136,268,202,298,390,,,,,
29,285,59,431,89,430,119,121,149,316,179,545,209,468,239,128,269,420,299,265,,,,,
30,208,60,199,90,510,120,100,150,661,180,80,210,308,240,471,270,288,300,226,,,,,
Centre:,390357,SHRI,SATHYA,SAI,PG,COLLEGE,FOR,WOMEN,JAWAHAR,NAGAR,"MARG,",SECTOR,-2,JAWAHAR,NAGAR,"JAIPUR,","JAIPUR,",RAJASTHAN,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,
301,150,331,261,361,301,391,124,421,24,451,84,481,158,511,8,541,39,571,185,,,,,
302,110,332,345,362,120,392,144,422,143,452,606,482,163,512,92,542,68,572,561,,,,,
303,559,333,665,363,293,393,104,423,550,453,88,483,45,513,364,543,255,573,213,,,,,
304,550,334,237,364,439,394,318,424,349,454,338,484,504,514,187,544,517,574,525,,,,,
305,176,335,81,365,210,395,3,425,554,455,135,485,114,515,190,545,123,575,323,,,,,
306,242,336,214,366,389,396,165,426,62,456,58,486,37,516,425,546,145,576,162,,,,,
307,526,337,527,367,195,397,73,427,656,457,98,487,148,517,426,547,106,577,138,,,,,
308,101,338,98,368,445,398,180,428,395,458,345,488,70,518,547,548,184,578,192,,,,,
309,610,339,542,369,63,399,36,429,419,459,326,489,138,519,190,549,81,579,111,,,,,
310,446,340,377,370,93,400,134,430,211,460,665,490,568,520,110,550,220,580,211,,,,,
311,614,341,41,371,205,401,554,431,482,461,482,491,46,521,381,551,325,581,102,,,,,
312,431,342,285,372,95,402,286,432,94,462,26,492,630,522,635,552,83,582,66,,,,,
313,80,343,125,373,324,403,581,433,500,463,477,493,228,523,289,553,14,583,590,,,,,
314,297,344,616,374,63,404,150,434,487,464,544,494,256,524,207,554,106,584,65,,,,,
315,140,345,298,375,334,405,383,435,385,465,300,495,291,525,412,555,183,585,266,,,,,
316,370,346,527,376,103,406,394,436,212,466,44,496,186,526,250,556,55,586,430,,,,,
317,406,347,675,377,137,407,504,437,175,467,198,497,577,527,490,557,661,587,95,,,,,
318,96,348,139,378,36,408,487,438,67,468,173,498,415,528,617,558,593,,,,,,,
319,63,349,258,379,100,409,190,439,217,469,113,499,47,529,222,559,94,,,,,,,
320,120,350,314,380,435,410,551,440,140,470,115,500,145,530,35,560,360,,,,,,,
321,641,351,468,381,531,411,265,441,230,471,568,501,534,531,65,561,86,,,,,,,
322,331,352,394,382,41,412,400,442,354,472,668,502,475,532,419,562,636,,,,,,,
323,406,353,150,383,151,413,237,443,185,473,104,503,286,533,220,563,77,,,,,,,
324,554,354,117,384,505,414,161,444,46,474,348,504,472,534,559,564,213,,,,,,,
325,285,355,206,385,348,415,230,445,575,475,328,505,409,535,412,565,238,,,,,,,
326,294,356,37,386,587,416,139,446,649,476,144,506,143,536,33,566,635,,,,,,,
327,348,357,578,387,83,417,55,447,271,477,274,507,74,537,376,567,181,,,,,,,
