0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
"CHENNAI,",TAMIL,NADU,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,
1,522,31,459,61,113,91,360,121,41,151,277,181,169,211,212,241,462,271,295,,,
2,630,32,85,62,311,92,191,122,356,152,377,182,535,212,121,242,84,272,162,,,
3,155,33,175,63,603,93,320,123,366,153,340,183,300,213,364,243,45,273,247,,,
4,234,34,92,64,27,94,70,124,123,154,86,184,468,214,434,244,78,274,377,,,
5,117,35,618,65,596,95,563,125,97,155,361,185,31,215,120,245,305,275,328,,,
6,567,36,610,66,77,96,176,126,87,156,264,186,476,216,317,246,131,276,106,,,
7,136,37,446,67,421,97,22,127,367,157,110,187,276,217,74,247,579,277,187,,,
8,486,38,100,68,120,98,165,128,215,158,199,188,624,218,159,248,159,278,412,,,
9,47,39,448,69,258,99,87,129,232,159,427,189,69,219,130,249,140,279,187,,,
10,317,40,402,70,268,100,235,130,115,160,365,190,372,220,155,250,214,280,38,,,
11,487,41,155,71,63,101,308,131,22,161,217,191,105,221,136,251,164,281,74,,,
12,210,42,411,72,140,102,51,132,290,162,283,192,148,222,148,252,289,282,115,,,
13,111,43,626,73,150,103,65,133,105,163,594,193,136,223,250,253,649,283,214,,,
14,144,44,113,74,121,104,306,134,100,164,104,194,61,224,60,254,353,284,346,,,
15,395,45,573,75,82,105,105,135,355,165,63,195,466,225,321,255,134,285,446,,,
16,48,46,331,76,353,106,571,136,410,166,65,196,309,226,98,256,478,286,105,,,
17,89,47,315,77,462,107,83,137,249,167,477,197,50,227,250,257,287,287,575,,,
18,112,48,518,78,110,108,204,138,103,168,450,198,138,228,243,258,457,288,214,,,
19,75,49,429,79,257,109,428,139,587,169,410,199,115,229,378,259,465,289,241,,,
20,421,50,245,80,476,110,264,140,63,170,624,200,253,230,88,260,263,290,118,,,
21,120,51,241,81,679,111,124,141,449,171,45,201,466,231,105,261,318,291,65,,,
22,101,52,430,82,195,112,438,142,423,172,236,202,583,232,529,262,229,292,77,,,
23,124,53,564,83,238,113,317,143,110,173,129,203,62,233,246,263,226,293,165,,,
24,234,54,250,84,100,114,87,144,127,174,65,204,143,234,136,264,134,294,476,,,
25,63,55,428,85,194,115,204,145,63,175,101,205,619,235,27,265,674,295,157,,,
26,78,56,160,86,102,116,174,146,410,176,155,206,213,236,285,266,358,296,150,,,
27,360,57,29,87,185,117,316,147,126,177,692,207,202,237,95,267,124,297,389,,,
28,476,58,190,88,150,118,287,148,66,178,154,208,134,238,200,268,454,298,248,,,
29,487,59,61,89,197,119,554,149,324,179,101,209,555,239,398,269,391,299,197,,,
30,75,60,290,90,75,120,74,150,28,180,148,210,170,240,155,270,198,300,690,,,
Centre:,410106,PON,VIDYASHRAM,VALASARAVAKKAM,CHENNAI,"TN,",PON,VIDYASHRAM,SAPTHAGIRI,NAGAR,ARCOT,ROAD,VALASARAVAKKAM,CHENNAI,TAMIL,"NADU,",NEET,(UG),2024,Page,No.,2
"CHENNAI,",TAMIL,NADU,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,
301,580,331,41,361,287,391,88,421,402,451,680,481,125,511,440,541,557,571,69,,,
302,45,332,403,362,92,392,75,422,44,452,177,482,91,512,123,542,155,572,427,,,
303,660,333,438,363,92,393,621,423,125,453,163,483,604,513,517,543,147,573,593,,,
304,166,334,173,364,389,394,234,424,129,454,591,484,81,514,581,544,130,574,463,,,
305,208,335,320,365,52,395,201,425,251,455,211,485,94,515,236,545,488,575,325,,,
306,67,336,555,366,205,396,575,426,87,456,510,486,171,516,205,546,225,576,262,,,
307,461,337,128,367,83,397,126,427,135,457,321,487,194,517,464,547,340,577,70,,,
308,55,338,319,368,170,398,86,428,577,458,118,488,117,518,348,548,198,578,65,,,
309,103,339,275,369,290,399,168,429,325,459,545,489,458,519,222,549,591,579,572,,,
310,271,340,490,370,300,400,114,430,197,460,132,490,204,520,512,550,224,580,177,,,
311,47,341,442,371,109,401,500,431,74,461,291,491,240,521,206,551,160,581,74,,,
312,353,342,155,372,537,402,52,432,420,462,233,492,58,522,75,552,126,582,75,,,
313,264,343,199,373,78,403,233,433,576,463,341,493,329,523,67,553,244,583,188,,,
314,417,344,190,374,214,404,100,434,53,464,109,494,531,524,65,554,168,584,585,,,
315,438,345,280,375,227,405,184,435,90,465,542,495,200,525,389,555,494,585,143,,,
316,243,346,85,376,275,406,84,436,277,466,92,496,178,526,136,556,42,586,409,,,
317,517,347,287,377,657,407,149,437,87,467,495,497,570,527,345,557,287,587,68,,,
318,394,348,437,378,318,408,84,438,69,468,374,498,125,528,535,558,175,588,386,,,
319,142,349,414,379,548,409,339,439,197,469,191,499,133,529,165,559,263,589,169,,,
320,301,350,455,380,170,410,418,440,65,470,180,500,385,530,383,560,641,590,610,,,
321,268,351,561,381,16,411,151,441,484,471,654,501,344,531,153,561,152,591,176,,,
322,168,352,242,382,110,412,212,442,249,472,105,502,395,532,543,562,109,592,241,,,
323,226,353,119,383,187,413,231,443,320,473,38,503,386,533,44,563,58,593,516,,,
324,334,354,166,384,309,414,197,444,184,474,129,504,120,534,311,564,70,594,73,,,
325,390,355,207,385,171,415,227,445,81,475,238,505,229,535,396,565,62,595,475,,,
326,140,356,506,386,315,416,274,446,566,476,166,506,321,536,152,566,155,596,110,,,
327,391,357,171,387,142,417,56,447,268,477,50,507,174,537,135,567,210,597,630,,,
328,96,358,403,388,65,418,619,448,340,478,504,508,154,538,70,568,452,598,443,,,
329,570,359,282,389,131,419,298,449,39,479,70,509,356,539,100,569,171,599,177,,,
330,83,360,196,390,304,420,244,450,111,480,131,510,155,540,188,570,216,600,82,,,
Centre:,410106,PON,VIDYASHRAM,VALASARAVAKKAM,CHENNAI,"TN,",PON,VIDYASHRAM,SAPTHAGIRI,NAGAR,ARCOT,ROAD,VALASARAVAKKAM,CHENNAI,TAMIL,"NADU,",NEET,(UG),2024,Page,No.,3
"CHENNAI,",TAMIL,NADU,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,
601,363,631,664,661,135,691,161,721,242,751,695,781,178,811,288,841,529,871,607,,,
602,450,632,185,662,136,692,187,722,302,752,374,782,64,812,432,842,352,872,425,,,
603,125,633,347,663,424,693,537,723,437,753,165,783,137,813,119,843,157,873,436,,,
604,557,634,-5,664,465,694,645,724,351,754,-20,784,150,814,120,844,151,874,436,,,
605,504,635,572,665,104,695,576,725,77,755,160,785,45,815,184,845,95,875,109,,,
606,289,636,195,666,413,696,298,726,385,756,653,786,648,816,542,846,145,876,672,,,
607,213,637,101,667,413,697,200,727,243,757,85,787,675,817,476,847,69,877,437,,,
608,665,638,75,668,150,698,304,728,190,758,163,788,308,818,480,848,434,878,377,,,
609,155,639,575,669,269,699,292,729,32,759,142,789,89,819,78,849,66,879,466,,,
610,61,640,232,670,156,700,110,730,88,760,636,790,110,820,147,850,55,880,115,,,
611,55,641,116,671,334,701,64,731,17,761,115,791,92,821,293,851,318,881,353,,,
612,107,642,91,672,316,702,346,732,274,762,448,792,373,822,92,852,470,882,133,,,
613,17,643,575,673,77,703,115,733,74,763,286,793,578,823,299,853,302,883,99,,,
614,85,644,178,674,209,704,75,734,50,764,477,794,400,824,121,854,535,884,101,,,
615,115,645,192,675,175,705,166,735,145,765,252,795,456,825,632,855,479,885,14,,,
616,380,646,555,676,78,706,657,736,115,766,460,796,609,826,195,856,205,886,70,,,
617,93,647,110,677,485,707,161,737,175,767,142,797,607,827,170,857,18,887,194,,,
618,326,648,137,678,70,708,138,738,142,768,510,798,61,828,329,858,121,888,282,,,
619,495,649,330,679,101,709,175,739,189,769,140,799,483,829,365,859,175,889,127,,,
620,189,650,391,680,50,710,582,740,161,770,110,800,105,830,85,860,544,890,383,,,
621,228,651,311,681,46,711,276,741,200,771,540,801,307,831,90,861,75,891,265,,,
622,302,652,305,682,23,712,205,742,252,772,95,802,176,832,405,862,171,892,130,,,
623,142,653,514,683,622,713,164,743,498,773,163,803,367,833,51,863,391,893,523,,,
624,165,654,295,684,498,714,329,744,132,774,108,804,223,834,530,864,392,894,462,,,
625,639,655,545,685,159,715,184,745,190,775,123,805,164,835,197,865,544,895,223,,,
626,35,656,37,686,92,716,299,746,603,776,111,806,156,836,113,866,271,896,30,,,
627,125,657,19,687,621,717,393,747,140,777,221,807,528,837,90,867,303,897,30,,,
