0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
MAHARASHTRA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,
1,139,31,43,61,480,91,125,121,138,151,87,181,94,211,290,241,245,271,140,,,,,,,,
2,148,32,132,62,333,92,123,122,299,152,70,182,132,212,399,242,522,272,54,,,,,,,,
3,97,33,144,63,29,93,111,123,60,153,16,183,212,213,150,243,188,273,108,,,,,,,,
4,463,34,210,64,316,94,271,124,82,154,362,184,588,214,59,244,135,274,134,,,,,,,,
5,596,35,238,65,173,95,85,125,401,155,30,185,110,215,56,245,85,275,583,,,,,,,,
6,359,36,527,66,103,96,185,126,373,156,428,186,106,216,101,246,279,276,114,,,,,,,,
7,114,37,598,67,476,97,124,127,110,157,214,187,30,217,109,247,647,277,64,,,,,,,,
8,321,38,112,68,58,98,332,128,527,158,549,188,145,218,701,248,55,278,432,,,,,,,,
9,84,39,352,69,91,99,293,129,340,159,20,189,168,219,311,249,90,279,429,,,,,,,,
10,71,40,255,70,138,100,32,130,306,160,243,190,290,220,92,250,275,280,510,,,,,,,,
11,91,41,269,71,98,101,89,131,170,161,75,191,198,221,65,251,60,281,193,,,,,,,,
12,130,42,235,72,168,102,194,132,110,162,445,192,161,222,30,252,98,282,444,,,,,,,,
13,366,43,208,73,110,103,526,133,120,163,512,193,81,223,218,253,333,283,207,,,,,,,,
14,115,44,577,74,107,104,70,134,137,164,37,194,416,224,96,254,261,284,392,,,,,,,,
15,285,45,48,75,22,105,51,135,290,165,323,195,150,225,116,255,373,285,55,,,,,,,,
16,69,46,35,76,251,106,337,136,212,166,107,196,449,226,242,256,196,286,76,,,,,,,,
17,153,47,335,77,79,107,552,137,61,167,251,197,66,227,150,257,131,287,222,,,,,,,,
18,360,48,173,78,170,108,332,138,319,168,158,198,112,228,97,258,150,288,110,,,,,,,,
19,125,49,297,79,325,109,24,139,698,169,336,199,394,229,307,259,379,289,143,,,,,,,,
20,335,50,32,80,95,110,113,140,686,170,108,200,93,230,351,260,45,290,135,,,,,,,,
21,52,51,58,81,122,111,124,141,75,171,353,201,295,231,269,261,70,291,128,,,,,,,,
22,91,52,73,82,31,112,209,142,64,172,48,202,115,232,83,262,173,292,125,,,,,,,,
23,212,53,55,83,127,113,35,143,143,173,203,203,72,233,352,263,110,293,61,,,,,,,,
24,3,54,642,84,332,114,45,144,100,174,68,204,664,234,269,264,522,294,62,,,,,,,,
25,55,55,42,85,91,115,7,145,59,175,105,205,122,235,48,265,70,295,80,,,,,,,,
26,137,56,42,86,190,116,58,146,520,176,117,206,275,236,58,266,198,296,116,,,,,,,,
27,403,57,271,87,299,117,421,147,269,177,76,207,100,237,284,267,15,297,283,,,,,,,,
28,64,58,186,88,97,118,146,148,217,178,228,208,75,238,203,268,60,298,40,,,,,,,,
29,139,59,84,89,54,119,205,149,217,179,62,209,260,239,269,269,85,299,200,,,,,,,,
30,79,60,139,90,137,120,690,150,258,180,200,210,366,240,130,270,90,300,183,,,,,,,,
Centre:,311006,RYAN,INTERNATIONAL,SCHOOL,"CBSE,",KANDIVLI,"(E),",OPP.,KANAKIA,"SANSKRUTI,",90,FEET,"ROAD,",ASHA,"NAGAR,",THAKUR,"COMPLEX,",KANDIVLI,(E),",,","MUMBAI,",NEET,(UG),2024,Page,No.,2
MAHARASHTRA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,
301,123,331,182,361,124,391,432,421,184,451,622,481,602,511,30,541,441,571,348,,,,,,,,
302,331,332,83,362,176,392,307,422,92,452,147,482,125,512,63,542,338,572,120,,,,,,,,
303,424,333,397,363,65,393,124,423,233,453,274,483,125,513,378,543,79,573,58,,,,,,,,
304,599,334,359,364,80,394,70,424,62,454,319,484,310,514,98,544,110,574,205,,,,,,,,
305,93,335,27,365,205,395,91,425,241,455,64,485,72,515,290,545,71,575,143,,,,,,,,
306,253,336,104,366,388,396,195,426,225,456,112,486,78,516,187,546,200,576,61,,,,,,,,
307,9,337,631,367,45,397,80,427,113,457,621,487,198,517,478,547,208,577,135,,,,,,,,
308,490,338,427,368,271,398,120,428,158,458,226,488,253,518,17,548,85,578,508,,,,,,,,
309,457,339,219,369,54,399,140,429,273,459,79,489,108,519,422,549,200,579,16,,,,,,,,
310,156,340,432,370,282,400,116,430,556,460,206,490,194,520,65,550,448,580,106,,,,,,,,
311,277,341,50,371,293,401,55,431,288,461,168,491,281,521,35,551,95,581,331,,,,,,,,
312,163,342,112,372,38,402,75,432,351,462,87,492,35,522,182,552,233,582,485,,,,,,,,
313,146,343,225,373,61,403,291,433,18,463,69,493,18,523,80,553,99,583,93,,,,,,,,
314,71,344,191,374,131,404,110,434,69,464,285,494,229,524,184,554,138,584,354,,,,,,,,
315,105,345,175,375,523,405,258,435,183,465,88,495,183,525,527,555,81,585,239,,,,,,,,
316,126,346,198,376,164,406,256,436,165,466,123,496,88,526,178,556,145,586,179,,,,,,,,
317,296,347,282,377,59,407,520,437,97,467,159,497,92,527,444,557,105,587,66,,,,,,,,
318,277,348,92,378,215,408,357,438,180,468,123,498,195,528,481,558,449,588,108,,,,,,,,
319,616,349,492,379,114,409,267,439,94,469,230,499,218,529,102,559,182,589,74,,,,,,,,
320,200,350,87,380,160,410,160,440,87,470,133,500,221,530,168,560,312,590,84,,,,,,,,
321,97,351,124,381,145,411,44,441,69,471,376,501,107,531,543,561,27,591,192,,,,,,,,
322,392,352,100,382,417,412,295,442,552,472,366,502,252,532,70,562,276,592,128,,,,,,,,
323,222,353,107,383,110,413,373,443,106,473,87,503,161,533,258,563,197,593,29,,,,,,,,
324,47,354,610,384,66,414,239,444,273,474,112,504,196,534,48,564,44,594,227,,,,,,,,
325,251,355,87,385,52,415,79,445,196,475,100,505,340,535,46,565,561,595,43,,,,,,,,
326,529,356,258,386,100,416,97,446,125,476,120,506,51,536,131,566,126,596,152,,,,,,,,
327,127,357,175,387,397,417,65,447,128,477,18,507,94,537,161,567,220,597,295,,,,,,,,
328,115,358,569,388,146,418,217,448,147,478,128,508,135,538,305,568,90,598,93,,,,,,,,
329,33,359,243,389,138,419,20,449,80,479,666,509,169,539,130,569,575,599,363,,,,,,,,
330,155,360,237,390,57,420,564,450,570,480,74,510,168,540,52,570,284,600,202,,,,,,,,
Centre:,311006,RYAN,INTERNATIONAL,SCHOOL,"CBSE,",KANDIVLI,"(E),",OPP.,KANAKIA,"SANSKRUTI,",90,FEET,"ROAD,",ASHA,"NAGAR,",THAKUR,"COMPLEX,",KANDIVLI,(E),",,","MUMBAI,",NEET,(UG),2024,Page,No.,3
MAHARASHTRA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,,,,
601,384,631,332,661,473,691,90,,,,,,,,,,,,,,,,,,,,
602,511,632,120,662,257,692,107,,,,,,,,,,,,,,,,,,,,
603,47,633,132,663,564,693,118,,,,,,,,,,,,,,,,,,,,
604,88,634,103,664,80,694,182,,,,,,,,,,,,,,,,,,,,
605,60,635,163,665,57,695,97,,,,,,,,,,,,,,,,,,,,
606,42,636,163,666,140,696,137,,,,,,,,,,,,,,,,,,,,
607,422,637,154,667,317,697,218,,,,,,,,,,,,,,,,,,,,
608,256,638,163,668,430,698,538,,,,,,,,,,,,,,,,,,,,
609,118,639,137,669,458,699,406,,,,,,,,,,,,,,,,,,,,
610,220,640,380,670,132,,,,,,,,,,,,,,,,,,,,,,
611,187,641,319,671,34,,,,,,,,,,,,,,,,,,,,,,
612,215,642,37,672,267,,,,,,,,,,,,,,,,,,,,,,
613,49,643,90,673,74,,,,,,,,,,,,,,,,,,,,,,
614,486,644,169,674,595,,,,,,,,,,,,,,,,,,,,,,
615,161,645,73,675,307,,,,,,,,,,,,,,,,,,,,,,
616,570,646,601,676,148,,,,,,,,,,,,,,,,,,,,,,
617,300,647,66,677,219,,,,,,,,,,,,,,,,,,,,,,
618,166,648,57,678,115,,,,,,,,,,,,,,,,,,,,,,
619,212,649,190,679,183,,,,,,,,,,,,,,,,,,,,,,
620,294,650,257,680,635,,,,,,,,,,,,,,,,,,,,,,
621,532,651,81,681,252,,,,,,,,,,,,,,,,,,,,,,
622,46,652,85,682,191,,,,,,,,,,,,,,,,,,,,,,
623,388,653,441,683,574,,,,,,,,,,,,,,,,,,,,,,
624,576,654,394,684,315,,,,,,,,,,,,,,,,,,,,,,
625,54,655,460,685,342,,,,,,,,,,,,,,,,,,,,,,
626,310,656,564,686,-10,,,,,,,,,,,,,,,,,,,,,,
627,113,657,188,687,125,,,,,,,,,,,,,,,,,,,,,,
628,162,658,122,688,63,,,,,,,,,,,,,,,,,,,,,,
629,506,659,63,689,1,,,,,,,,,,,,,,,,,,,,,,
630,89,660,132,690,85,,,,,,,,,,,,,,,,,,,,,,
