0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,59,31,423,61,91,91,340,121,102,151,105,181,44,211,77,241,97
2,100,32,27,62,226,92,113,122,77,152,132,182,438,212,114,242,35
3,34,33,54,63,298,93,116,123,43,153,95,183,565,213,60,,
4,160,34,230,64,309,94,63,124,55,154,85,184,40,214,159,,
5,38,35,130,65,187,95,84,125,120,155,59,185,50,215,113,,
6,19,36,94,66,229,96,89,126,191,156,248,186,419,216,361,,
7,205,37,83,67,650,97,275,127,155,157,680,187,153,217,62,,
8,409,38,95,68,165,98,111,128,93,158,141,188,184,218,117,,
9,98,39,207,69,92,99,240,129,-14,159,63,189,25,219,205,,
10,105,40,218,70,100,100,241,130,57,160,111,190,384,220,313,,
11,116,41,188,71,219,101,129,131,101,161,73,191,87,221,121,,
12,502,42,157,72,381,102,34,132,84,162,87,192,72,222,67,,
13,235,43,146,73,55,103,92,133,247,163,209,193,40,223,232,,
14,347,44,117,74,44,104,242,134,61,164,110,194,87,224,74,,
15,222,45,544,75,305,105,52,135,245,165,107,195,90,225,303,,
16,252,46,249,76,363,106,287,136,62,166,100,196,217,226,369,,
17,133,47,189,77,95,107,453,137,574,167,239,197,126,227,30,,
18,25,48,209,78,246,108,208,138,310,168,340,198,303,228,118,,
19,21,49,48,79,71,109,61,139,163,169,167,199,406,229,61,,
20,84,50,177,80,98,110,302,140,56,170,196,200,154,230,609,,
21,205,51,470,81,134,111,36,141,172,171,135,201,113,231,322,,
22,163,52,226,82,77,112,52,142,397,172,216,202,398,232,289,,
23,187,53,63,83,112,113,-1,143,223,173,159,203,190,233,83,,
24,224,54,248,84,90,114,86,144,27,174,163,204,356,234,71,,
25,564,55,195,85,96,115,365,145,145,175,45,205,139,235,15,,
26,286,56,15,86,72,116,295,146,221,176,348,206,109,236,276,,
27,159,57,502,87,67,117,89,147,90,177,77,207,543,237,226,,
28,15,58,109,88,223,118,116,148,319,178,71,208,549,238,165,,
29,64,59,70,89,102,119,135,149,228,179,645,209,6,239,319,,
30,186,60,30,90,117,120,150,150,54,180,258,210,218,240,52,,
