0,1,2,3,4,5,6,7,8,9,10,11,12,13
HARYANA,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,50,31,391,61,435,91,77,121,145,151,389,181,145
2,65,32,586,62,37,92,415,122,97,152,47,182,130
3,291,33,173,63,353,93,69,123,198,153,74,183,425
4,222,34,235,64,253,94,126,124,506,154,62,184,180
5,199,35,159,65,382,95,458,125,116,155,224,185,86
6,59,36,214,66,25,96,25,126,71,156,101,186,120
7,20,37,62,67,171,97,236,127,596,157,93,187,160
8,53,38,286,68,67,98,28,128,123,158,286,188,161
9,135,39,404,69,105,99,214,129,289,159,127,,
10,99,40,130,70,265,100,249,130,53,160,141,,
11,195,41,115,71,552,101,488,131,85,161,132,,
12,358,42,101,72,63,102,476,132,595,162,307,,
13,218,43,173,73,226,103,104,133,196,163,128,,
14,256,44,60,74,100,104,474,134,227,164,61,,
15,100,45,445,75,100,105,101,135,133,165,201,,
16,86,46,55,76,64,106,499,136,250,166,235,,
17,252,47,247,77,641,107,194,137,180,167,356,,
18,91,48,440,78,376,108,70,138,279,168,373,,
19,73,49,194,79,166,109,89,139,233,169,291,,
20,25,50,300,80,618,110,380,140,191,170,177,,
21,621,51,61,81,111,111,123,141,375,171,147,,
22,246,52,60,82,300,112,97,142,150,172,224,,
23,452,53,555,83,288,113,139,143,650,173,287,,
24,245,54,197,84,40,114,594,144,122,174,75,,
25,212,55,535,85,63,115,157,145,180,175,153,,
26,70,56,62,86,38,116,275,146,76,176,139,,
27,257,57,188,87,85,117,54,147,529,177,20,,
28,150,58,524,88,260,118,77,148,55,178,567,,
29,60,59,601,89,342,119,359,149,201,179,143,,
30,79,60,34,90,380,120,117,150,208,180,115,,
