0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,53,31,225,61,116,91,84,121,31,151,104,181,156,211,656
2,23,32,210,62,40,92,115,122,123,152,46,182,130,212,242
3,152,33,29,63,5,93,159,123,96,153,30,183,68,213,32
4,276,34,22,64,270,94,293,124,321,154,235,184,191,214,170
5,41,35,106,65,102,95,187,125,55,155,123,185,100,215,35
6,250,36,93,66,116,96,97,126,83,156,207,186,96,216,193
7,58,37,138,67,251,97,83,127,44,157,113,187,111,217,25
8,171,38,122,68,15,98,60,128,11,158,77,188,195,218,1
9,130,39,103,69,35,99,415,129,247,159,202,189,67,219,495
10,181,40,267,70,416,100,138,130,277,160,77,190,70,220,37
11,656,41,65,71,489,101,251,131,257,161,179,191,121,221,508
12,115,42,131,72,188,102,170,132,238,162,111,192,40,222,128
13,82,43,345,73,58,103,147,133,130,163,507,193,75,223,338
14,68,44,68,74,375,104,421,134,78,164,19,194,60,224,49
15,122,45,51,75,661,105,36,135,214,165,145,195,481,225,155
16,75,46,89,76,149,106,290,136,169,166,140,196,67,226,382
17,103,47,110,77,531,107,150,137,33,167,278,197,117,227,90
18,54,48,50,78,106,108,21,138,200,168,75,198,39,228,181
19,387,49,250,79,249,109,152,139,225,169,40,199,270,229,78
20,179,50,172,80,106,110,76,140,132,170,636,200,316,230,77
21,119,51,203,81,155,111,55,141,35,171,122,201,20,231,75
22,105,52,106,82,172,112,57,142,87,172,28,202,228,232,53
23,53,53,66,83,106,113,537,143,35,173,54,203,469,233,435
24,405,54,112,84,49,114,187,144,217,174,64,204,457,234,83
25,84,55,554,85,104,115,590,145,45,175,106,205,274,,
26,259,56,257,86,104,116,78,146,280,176,89,206,52,,
27,83,57,367,87,185,117,70,147,82,177,60,207,133,,
28,108,58,295,88,41,118,137,148,174,178,45,208,129,,
29,27,59,389,89,302,119,81,149,104,179,217,209,25,,
30,621,60,166,90,50,120,90,150,97,180,31,210,248,,
