0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,
1,226,31,15,61,280,91,251,121,38,151,279,181,27,211,148,241,260,271,302,,
2,41,32,184,62,188,92,45,122,347,152,250,182,349,212,222,242,73,272,260,,
3,466,33,113,63,529,93,119,123,683,153,106,183,631,213,438,243,88,273,268,,
4,474,34,183,64,38,94,393,124,265,154,97,184,111,214,360,244,245,274,89,,
5,85,35,331,65,63,95,85,125,95,155,183,185,154,215,175,245,105,275,633,,
6,23,36,49,66,20,96,160,126,86,156,178,186,111,216,28,246,116,276,177,,
7,133,37,43,67,150,97,78,127,83,157,15,187,38,217,160,247,435,277,409,,
8,650,38,184,68,162,98,368,128,40,158,109,188,257,218,179,248,34,278,290,,
9,154,39,61,69,464,99,508,129,569,159,514,189,193,219,90,249,180,279,263,,
10,238,40,204,70,121,100,13,130,134,160,337,190,289,220,410,250,89,280,128,,
11,80,41,302,71,61,101,82,131,113,161,367,191,62,221,413,251,469,281,189,,
12,56,42,251,72,58,102,451,132,267,162,78,192,124,222,202,252,43,282,291,,
13,256,43,366,73,555,103,84,133,308,163,493,193,135,223,153,253,110,283,205,,
14,6,44,79,74,496,104,99,134,64,164,86,194,246,224,209,254,519,284,109,,
15,284,45,20,75,41,105,326,135,123,165,70,195,111,225,350,255,258,285,545,,
16,50,46,147,76,690,106,137,136,101,166,87,196,32,226,141,256,142,286,184,,
17,88,47,59,77,128,107,213,137,331,167,233,197,376,227,176,257,166,287,42,,
18,628,48,549,78,62,108,64,138,651,168,235,198,380,228,87,258,35,288,624,,
19,46,49,259,79,538,109,129,139,138,169,109,199,417,229,23,259,67,289,55,,
20,310,50,308,80,85,110,629,140,410,170,151,200,97,230,220,260,137,290,62,,
21,621,51,303,81,63,111,213,141,112,171,72,201,111,231,204,261,275,291,324,,
22,182,52,22,82,13,112,262,142,454,172,72,202,205,232,68,262,279,292,61,,
23,345,53,213,83,218,113,43,143,73,173,242,203,39,233,303,263,171,293,149,,
24,135,54,85,84,105,114,385,144,206,174,226,204,119,234,205,264,271,294,154,,
25,96,55,60,85,578,115,54,145,158,175,368,205,478,235,242,265,191,295,401,,
26,462,56,148,86,569,116,53,146,475,176,103,206,94,236,11,266,192,296,40,,
27,81,57,408,87,71,117,183,147,620,177,220,207,160,237,36,267,354,297,338,,
28,53,58,292,88,57,118,19,148,51,178,130,208,44,238,80,268,199,298,227,,
29,334,59,135,89,66,119,106,149,-5,179,132,209,63,239,173,269,38,299,376,,
30,60,60,527,90,254,120,601,150,218,180,246,210,20,240,75,270,504,300,-2,,
Centre:,310809,ASHOKRAO,MANE,"POLYTECHNIC,",A/P,VATHAR,TARF,"VADGAON,",TAL,-,"HATKANANGALE,",DIST,"KOLHAPUR,","KOLHAPUR,",MAHARASHTRA,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,
301,164,331,482,361,671,391,494,421,132,451,175,,,,,,,,,,
302,170,332,224,362,224,392,232,422,176,452,250,,,,,,,,,,
303,614,333,75,363,98,393,258,423,111,453,121,,,,,,,,,,
304,55,334,84,364,86,394,173,424,361,454,500,,,,,,,,,,
305,307,335,96,365,97,395,565,425,238,455,513,,,,,,,,,,
306,151,336,285,366,209,396,233,426,471,456,106,,,,,,,,,,
307,445,337,28,367,63,397,43,427,155,457,517,,,,,,,,,,
308,60,338,660,368,159,398,26,428,123,458,63,,,,,,,,,,
309,208,339,93,369,43,399,274,429,74,459,250,,,,,,,,,,
310,392,340,220,370,141,400,367,430,115,460,65,,,,,,,,,,
311,411,341,167,371,55,401,147,431,462,461,372,,,,,,,,,,
312,51,342,263,372,47,402,80,432,241,462,91,,,,,,,,,,
313,370,343,48,373,60,403,124,433,134,463,274,,,,,,,,,,
314,249,344,200,374,99,404,380,434,377,464,286,,,,,,,,,,
315,124,345,67,375,15,405,642,435,71,465,162,,,,,,,,,,
316,122,346,155,376,73,406,129,436,322,466,6,,,,,,,,,,
317,320,347,26,377,204,407,120,437,477,467,188,,,,,,,,,,
318,601,348,75,378,257,408,490,438,360,468,313,,,,,,,,,,
319,48,349,511,379,366,409,120,439,331,469,120,,,,,,,,,,
320,160,350,30,380,174,410,106,440,162,470,44,,,,,,,,,,
321,358,351,600,381,235,411,118,441,239,471,578,,,,,,,,,,
322,64,352,114,382,352,412,477,442,51,472,45,,,,,,,,,,
323,223,353,17,383,22,413,75,443,160,473,44,,,,,,,,,,
324,70,354,4,384,174,414,436,444,51,474,271,,,,,,,,,,
325,236,355,205,385,322,415,411,445,174,475,41,,,,,,,,,,
326,52,356,401,386,332,416,198,446,50,476,465,,,,,,,,,,
327,102,357,493,387,61,417,61,447,236,477,107,,,,,,,,,,
328,483,358,146,388,158,418,454,448,148,,,,,,,,,,,,
329,143,359,272,389,506,419,72,449,516,,,,,,,,,,,,
330,85,360,187,390,390,420,498,450,74,,,,,,,,,,,,
