0,1,2,3,4,5,6,7,8,9,10,11
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,397,31,64,61,517,91,181,121,55,151,48
2,143,32,141,62,54,92,164,122,94,152,525
3,50,33,280,63,143,93,22,123,78,153,178
4,142,34,30,64,436,94,478,124,13,154,146
5,91,35,10,65,193,95,61,125,427,155,50
6,47,36,162,66,85,96,673,126,32,156,234
7,102,37,338,67,15,97,138,127,79,157,549
8,171,38,532,68,155,98,235,128,100,158,20
9,168,39,42,69,470,99,24,129,129,159,47
10,91,40,99,70,65,100,75,130,555,160,91
11,351,41,73,71,62,101,243,131,71,161,74
12,43,42,360,72,75,102,86,132,620,162,286
13,69,43,36,73,30,103,544,133,147,163,82
14,18,44,125,74,174,104,427,134,196,164,50
15,52,45,65,75,57,105,226,135,49,165,46
16,377,46,454,76,53,106,63,136,124,166,33
17,105,47,135,77,481,107,92,137,143,167,66
18,10,48,164,78,68,108,139,138,214,168,131
19,95,49,80,79,62,109,98,139,193,169,25
20,134,50,427,80,208,110,358,140,625,170,56
21,82,51,176,81,54,111,29,141,95,171,70
22,123,52,80,82,76,112,463,142,67,172,274
23,69,53,160,83,46,113,40,143,7,173,302
24,174,54,214,84,220,114,624,144,180,174,106
25,171,55,26,85,140,115,525,145,122,,
26,160,56,305,86,12,116,198,146,36,,
27,62,57,135,87,48,117,90,147,93,,
28,25,58,12,88,133,118,252,148,484,,
29,127,59,130,89,53,119,75,149,112,,
30,139,60,74,90,662,120,68,150,221,,
