0,1,2,3,4,5,6,7,8,9,10,11,12,13
TAMIL,NADU,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,30,31,114,61,295,91,59,121,149,151,140,181,105
2,127,32,35,62,176,92,43,122,52,152,77,,
3,374,33,70,63,44,93,95,123,100,153,99,,
4,208,34,78,64,86,94,259,124,316,154,38,,
5,145,35,67,65,125,95,81,125,120,155,40,,
6,127,36,103,66,85,96,404,126,114,156,122,,
7,235,37,374,67,111,97,94,127,63,157,91,,
8,127,38,170,68,106,98,127,128,104,158,188,,
9,107,39,82,69,96,99,10,129,101,159,152,,
10,130,40,150,70,100,100,101,130,110,160,112,,
11,195,41,378,71,154,101,306,131,40,161,126,,
12,73,42,140,72,562,102,173,132,165,162,163,,
13,130,43,112,73,80,103,96,133,190,163,161,,
14,30,44,135,74,71,104,356,134,144,164,139,,
15,112,45,99,75,120,105,305,135,64,165,33,,
16,155,46,149,76,95,106,180,136,342,166,168,,
17,121,47,251,77,54,107,96,137,78,167,182,,
18,149,48,104,78,39,108,90,138,269,168,150,,
19,140,49,70,79,200,109,70,139,233,169,52,,
20,55,50,285,80,156,110,351,140,130,170,6,,
21,206,51,185,81,88,111,94,141,100,171,-12,,
22,283,52,27,82,433,112,75,142,319,172,76,,
23,44,53,224,83,251,113,33,143,79,173,66,,
24,116,54,90,84,191,114,90,144,239,174,271,,
25,105,55,636,85,22,115,54,145,61,175,355,,
26,151,56,75,86,398,116,83,146,153,176,63,,
27,92,57,110,87,285,117,147,147,118,177,21,,
28,35,58,122,88,81,118,121,148,27,178,109,,
29,55,59,173,89,122,119,305,149,125,179,230,,
30,305,60,99,90,445,120,205,150,374,180,75,,
