0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,576,31,196,61,99,91,72,121,77,151,159,181,176,211,85,241,91,271,378
2,266,32,215,62,344,92,105,122,193,152,170,182,104,212,249,242,123,272,9
3,82,33,154,63,170,93,546,123,350,153,194,183,155,213,181,243,82,273,150
4,288,34,231,64,349,94,669,124,190,154,189,184,199,214,483,244,428,274,159
5,248,35,138,65,121,95,249,125,134,155,145,185,65,215,106,245,295,275,86
6,656,36,658,66,673,96,483,126,65,156,121,186,300,216,295,246,238,276,115
7,294,37,246,67,447,97,204,127,662,157,385,187,164,217,128,247,442,277,48
8,57,38,56,68,267,98,243,128,193,158,185,188,101,218,56,248,144,278,317
9,227,39,61,69,665,99,231,129,235,159,328,189,345,219,272,249,142,279,264
10,30,40,72,70,27,100,622,130,125,160,6,190,461,220,95,250,439,280,649
11,65,41,323,71,323,101,452,131,125,161,525,191,39,221,85,251,471,281,72
12,289,42,159,72,349,102,531,132,306,162,60,192,73,222,84,252,358,282,40
13,95,43,93,73,566,103,83,133,78,163,194,193,119,223,145,253,234,283,137
14,548,44,278,74,89,104,120,134,445,164,578,194,40,224,260,254,390,284,261
15,313,45,223,75,406,105,383,135,40,165,93,195,396,225,193,255,466,285,202
16,53,46,266,76,73,106,140,136,504,166,37,196,142,226,129,256,299,286,77
17,133,47,325,77,358,107,653,137,112,167,379,197,81,227,201,257,146,287,80
18,233,48,132,78,127,108,63,138,396,168,275,198,262,228,556,258,12,288,181
19,141,49,226,79,185,109,417,139,112,169,215,199,499,229,612,259,65,289,47
20,333,50,90,80,42,110,56,140,281,170,160,200,400,230,629,260,351,290,174
21,104,51,88,81,157,111,178,141,195,171,335,201,214,231,86,261,64,291,191
22,451,52,502,82,524,112,30,142,489,172,81,202,607,232,191,262,383,292,585
23,328,53,69,83,268,113,658,143,558,173,686,203,153,233,60,263,287,293,198
24,350,54,398,84,241,114,380,144,193,174,407,204,101,234,413,264,456,294,608
25,60,55,98,85,222,115,424,145,209,175,167,205,292,235,605,265,370,295,282
26,60,56,443,86,38,116,55,146,325,176,355,206,100,236,90,266,455,296,107
27,361,57,264,87,102,117,70,147,121,177,53,207,67,237,153,267,202,297,300
28,188,58,280,88,96,118,35,148,660,178,42,208,114,238,263,268,569,298,276
29,416,59,223,89,75,119,256,149,524,179,235,209,291,239,168,269,391,299,299
30,115,60,150,90,667,120,180,150,262,180,63,210,170,240,567,270,63,300,99
Centre:,360423,ROYAL,PUBLIC,"SCHOOL,","AT-KESURA,","KORADAKANTA,",PO-BUDHESWARI,"COLONY,","BHUBANESWAR,","BHUBANESWAR,",ODISHA,NEET,(UG),2024,Page,No.,2,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,
301,36,331,81,361,70,391,400,421,226,451,52,,,,,,,,
302,161,332,466,362,521,392,402,422,280,452,207,,,,,,,,
303,54,333,60,363,270,393,49,423,74,453,146,,,,,,,,
304,654,334,162,364,659,394,304,424,328,454,160,,,,,,,,
305,478,335,280,365,70,395,463,425,219,455,228,,,,,,,,
306,323,336,677,366,156,396,207,426,443,456,113,,,,,,,,
307,27,337,139,367,390,397,150,427,75,457,212,,,,,,,,
308,425,338,233,368,122,398,485,428,27,458,330,,,,,,,,
309,490,339,212,369,134,399,357,429,541,459,159,,,,,,,,
310,118,340,62,370,246,400,522,430,184,460,435,,,,,,,,
311,486,341,59,371,524,401,455,431,445,461,322,,,,,,,,
312,345,342,400,372,700,402,625,432,384,462,175,,,,,,,,
313,204,343,549,373,305,403,156,433,261,463,162,,,,,,,,
314,244,344,114,374,566,404,306,434,184,464,300,,,,,,,,
315,340,345,104,375,87,405,71,435,121,465,249,,,,,,,,
316,398,346,209,376,65,406,428,436,16,466,91,,,,,,,,
317,81,347,268,377,213,407,554,437,48,467,266,,,,,,,,
318,209,348,254,378,486,408,641,438,133,468,351,,,,,,,,
319,410,349,96,379,35,409,84,439,197,469,312,,,,,,,,
320,97,350,415,380,40,410,219,440,188,470,612,,,,,,,,
321,185,351,68,381,377,411,310,441,86,471,611,,,,,,,,
322,636,352,166,382,419,412,620,442,71,,,,,,,,,,
323,72,353,261,383,64,413,188,443,338,,,,,,,,,,
324,69,354,279,384,81,414,568,444,30,,,,,,,,,,
325,489,355,157,385,554,415,349,445,345,,,,,,,,,,
326,564,356,80,386,296,416,403,446,279,,,,,,,,,,
327,112,357,229,387,460,417,129,447,108,,,,,,,,,,
328,456,358,160,388,197,418,357,448,398,,,,,,,,,,
329,22,359,398,389,525,419,257,449,578,,,,,,,,,,
330,126,360,151,390,105,420,425,450,358,,,,,,,,,,
