0,1,2,3,4,5,6,7,8,9,10,11
"PATNA,",BIHAR,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,80,31,60,61,309,91,75,121,424,151,596
2,44,32,107,62,116,92,107,122,75,152,358
3,1,33,69,63,84,93,80,123,305,153,521
4,28,34,30,64,132,94,38,124,50,154,99
5,212,35,167,65,191,95,149,125,226,155,159
6,47,36,251,66,290,96,171,126,105,156,20
7,81,37,437,67,95,97,-10,127,230,157,611
8,548,38,335,68,35,98,35,128,196,158,112
9,500,39,324,69,72,99,232,129,176,159,160
10,34,40,218,70,209,100,266,130,398,160,108
11,245,41,662,71,54,101,630,131,596,,
12,39,42,371,72,54,102,90,132,-5,,
13,205,43,47,73,72,103,205,133,76,,
14,587,44,169,74,28,104,35,134,88,,
15,45,45,47,75,110,105,88,135,118,,
16,56,46,515,76,28,106,65,136,62,,
17,41,47,59,77,126,107,23,137,114,,
18,65,48,142,78,11,108,39,138,181,,
19,148,49,147,79,258,109,50,139,132,,
20,111,50,109,80,58,110,144,140,119,,
21,157,51,64,81,666,111,476,141,123,,
22,615,52,234,82,217,112,313,142,60,,
23,23,53,202,83,62,113,126,143,108,,
24,54,54,121,84,31,114,80,144,90,,
25,380,55,155,85,40,115,62,145,187,,
26,552,56,12,86,185,116,75,146,585,,
27,605,57,603,87,105,117,659,147,24,,
28,30,58,376,88,87,118,401,148,239,,
29,223,59,71,89,434,119,117,149,35,,
30,387,60,90,90,83,120,122,150,57,,
