0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"CHENNAI,",TAMIL,NADU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,
1,128,31,393,61,369,91,147,121,310,151,223,181,194,211,208,241,540,271,150,,,,,,,,,,,,
2,294,32,174,62,83,92,459,122,171,152,183,182,149,212,106,242,344,272,153,,,,,,,,,,,,
3,42,33,245,63,387,93,410,123,79,153,182,183,376,213,655,243,221,273,311,,,,,,,,,,,,
4,47,34,595,64,351,94,265,124,231,154,86,184,548,214,455,244,504,274,202,,,,,,,,,,,,
5,77,35,102,65,111,95,101,125,269,155,556,185,131,215,495,245,413,275,166,,,,,,,,,,,,
6,84,36,336,66,93,96,165,126,111,156,141,186,160,216,453,246,310,276,311,,,,,,,,,,,,
7,67,37,355,67,431,97,582,127,245,157,367,187,352,217,89,247,359,277,91,,,,,,,,,,,,
8,305,38,367,68,36,98,208,128,570,158,154,188,115,218,605,248,502,278,42,,,,,,,,,,,,
9,130,39,207,69,33,99,195,129,204,159,332,189,42,219,340,249,462,279,455,,,,,,,,,,,,
10,539,40,118,70,308,100,268,130,195,160,202,190,558,220,115,250,367,280,608,,,,,,,,,,,,
11,107,41,209,71,460,101,321,131,107,161,27,191,245,221,286,251,135,281,85,,,,,,,,,,,,
12,136,42,665,72,94,102,215,132,584,162,431,192,387,222,615,252,273,282,191,,,,,,,,,,,,
13,556,43,197,73,153,103,479,133,166,163,50,193,303,223,179,253,264,283,173,,,,,,,,,,,,
14,65,44,280,74,340,104,289,134,550,164,360,194,73,224,245,254,114,284,50,,,,,,,,,,,,
15,367,45,84,75,443,105,236,135,170,165,278,195,463,225,477,255,475,285,142,,,,,,,,,,,,
16,650,46,489,76,87,106,140,136,180,166,386,196,298,226,208,256,194,286,519,,,,,,,,,,,,
17,91,47,277,77,388,107,268,137,595,167,66,197,447,227,460,257,335,287,270,,,,,,,,,,,,
18,101,48,368,78,150,108,635,138,625,168,360,198,65,228,127,258,159,288,118,,,,,,,,,,,,
19,77,49,225,79,144,109,533,139,123,169,663,199,89,229,636,259,155,289,107,,,,,,,,,,,,
20,60,50,70,80,264,110,156,140,408,170,477,200,82,230,100,260,613,290,225,,,,,,,,,,,,
21,186,51,239,81,557,111,145,141,270,171,460,201,290,231,422,261,184,291,147,,,,,,,,,,,,
22,331,52,575,82,211,112,462,142,165,172,364,202,145,232,158,262,154,292,287,,,,,,,,,,,,
23,118,53,115,83,247,113,98,143,70,173,100,203,98,233,464,263,244,293,637,,,,,,,,,,,,
24,187,54,30,84,194,114,41,144,191,174,293,204,45,234,77,264,361,294,29,,,,,,,,,,,,
25,70,55,659,85,486,115,75,145,297,175,289,205,439,235,240,265,88,295,337,,,,,,,,,,,,
26,169,56,695,86,243,116,63,146,286,176,614,206,218,236,61,266,95,296,76,,,,,,,,,,,,
27,256,57,45,87,542,117,244,147,278,177,171,207,105,237,252,267,63,297,152,,,,,,,,,,,,
28,85,58,55,88,229,118,396,148,224,178,545,208,235,238,614,268,85,298,299,,,,,,,,,,,,
29,632,59,552,89,585,119,459,149,240,179,669,209,175,239,587,269,114,299,666,,,,,,,,,,,,
30,110,60,170,90,174,120,50,150,493,180,130,210,319,240,542,270,14,300,177,,,,,,,,,,,,
Centre:,410112,S,P,D,H,SINDHI,MODEL,S,S,SCHOOL,KELLYS,"CHENNAI,",SETH,P.D,SINDHI,MODEL,SR,SEC,SCHOOL,1,DAMODARAN,STREET,KELLYS,CHENNAI,"TAMILNADU,",NEET,(UG),2024,Page,No.,2
"CHENNAI,",TAMIL,NADU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,
301,556,331,368,361,191,391,209,421,250,451,47,481,277,511,150,541,178,571,118,,,,,,,,,,,,
302,48,332,210,362,570,392,140,422,126,452,160,482,147,512,190,542,338,572,145,,,,,,,,,,,,
303,238,333,89,363,182,393,109,423,242,453,147,483,156,513,89,543,260,573,70,,,,,,,,,,,,
304,222,334,220,364,94,394,103,424,217,454,583,484,380,514,422,544,221,574,294,,,,,,,,,,,,
305,119,335,58,365,218,395,483,425,479,455,320,485,156,515,200,545,100,575,40,,,,,,,,,,,,
306,483,336,90,366,109,396,169,426,116,456,563,486,219,516,615,546,213,576,141,,,,,,,,,,,,
307,118,337,60,367,112,397,35,427,700,457,124,487,299,517,170,547,75,577,507,,,,,,,,,,,,
308,325,338,281,368,112,398,200,428,544,458,75,488,188,518,101,548,336,578,363,,,,,,,,,,,,
309,432,339,156,369,374,399,78,429,19,459,134,489,411,519,67,549,196,579,251,,,,,,,,,,,,
310,177,340,670,370,89,400,-12,430,588,460,559,490,411,520,418,550,243,580,47,,,,,,,,,,,,
311,181,341,332,371,371,401,303,431,665,461,70,491,511,521,671,551,116,581,182,,,,,,,,,,,,
312,231,342,475,372,187,402,172,432,158,462,350,492,190,522,150,552,185,582,245,,,,,,,,,,,,
313,102,343,120,373,93,403,88,433,234,463,94,493,42,523,265,553,608,583,203,,,,,,,,,,,,
314,69,344,191,374,289,404,90,434,493,464,412,494,203,524,150,554,223,584,211,,,,,,,,,,,,
315,134,345,311,375,203,405,127,435,85,465,93,495,268,525,85,555,110,585,302,,,,,,,,,,,,
316,550,346,98,376,117,406,277,436,78,466,533,496,134,526,700,556,261,586,665,,,,,,,,,,,,
317,181,347,578,377,539,407,357,437,480,467,521,497,90,527,116,557,14,587,276,,,,,,,,,,,,
318,337,348,130,378,299,408,127,438,600,468,456,498,74,528,522,558,261,588,115,,,,,,,,,,,,
319,555,349,77,379,302,409,378,439,295,469,517,499,299,529,342,559,114,589,223,,,,,,,,,,,,
320,30,350,48,380,195,410,88,440,142,470,452,500,348,530,169,560,375,590,30,,,,,,,,,,,,
321,304,351,311,381,265,411,239,441,148,471,650,501,11,531,456,561,91,591,166,,,,,,,,,,,,
322,116,352,388,382,242,412,533,442,101,472,433,502,396,532,147,562,189,592,202,,,,,,,,,,,,
323,179,353,97,383,249,413,120,443,398,473,113,503,50,533,75,563,560,593,301,,,,,,,,,,,,
324,168,354,157,384,99,414,196,444,301,474,140,504,285,534,323,564,365,594,472,,,,,,,,,,,,
325,263,355,142,385,207,415,61,445,451,475,473,505,291,535,433,565,148,595,119,,,,,,,,,,,,
326,-5,356,535,386,343,416,165,446,373,476,207,506,45,536,304,566,135,596,366,,,,,,,,,,,,
327,391,357,456,387,690,417,148,447,65,477,280,507,440,537,242,567,70,597,135,,,,,,,,,,,,
328,324,358,275,388,297,418,165,448,191,478,235,508,134,538,154,568,235,598,440,,,,,,,,,,,,
329,150,359,500,389,180,419,332,449,616,479,25,509,42,539,162,569,165,599,80,,,,,,,,,,,,
330,584,360,195,390,504,420,195,450,430,480,62,510,523,540,346,570,356,600,125,,,,,,,,,,,,
Centre:,410112,S,P,D,H,SINDHI,MODEL,S,S,SCHOOL,KELLYS,"CHENNAI,",SETH,P.D,SINDHI,MODEL,SR,SEC,SCHOOL,1,DAMODARAN,STREET,KELLYS,CHENNAI,"TAMILNADU,",NEET,(UG),2024,Page,No.,3
"CHENNAI,",TAMIL,NADU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,,,,,,,,
601,459,631,368,661,513,691,516,,,,,,,,,,,,,,,,,,,,,,,,
602,619,632,103,662,218,692,553,,,,,,,,,,,,,,,,,,,,,,,,
603,352,633,441,663,305,,,,,,,,,,,,,,,,,,,,,,,,,,
604,103,634,566,664,140,,,,,,,,,,,,,,,,,,,,,,,,,,
605,263,635,126,665,157,,,,,,,,,,,,,,,,,,,,,,,,,,
606,499,636,113,666,138,,,,,,,,,,,,,,,,,,,,,,,,,,
607,36,637,403,667,185,,,,,,,,,,,,,,,,,,,,,,,,,,
608,185,638,531,668,392,,,,,,,,,,,,,,,,,,,,,,,,,,
609,136,639,123,669,436,,,,,,,,,,,,,,,,,,,,,,,,,,
610,179,640,271,670,184,,,,,,,,,,,,,,,,,,,,,,,,,,
611,598,641,161,671,103,,,,,,,,,,,,,,,,,,,,,,,,,,
612,205,642,212,672,64,,,,,,,,,,,,,,,,,,,,,,,,,,
613,167,643,373,673,432,,,,,,,,,,,,,,,,,,,,,,,,,,
614,305,644,117,674,196,,,,,,,,,,,,,,,,,,,,,,,,,,
615,61,645,120,675,181,,,,,,,,,,,,,,,,,,,,,,,,,,
