0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
616,240,646,160,676,185,,,,,,,,,,,,,,,,,,,,,,,,,,
617,263,647,153,677,153,,,,,,,,,,,,,,,,,,,,,,,,,,
618,301,648,198,678,142,,,,,,,,,,,,,,,,,,,,,,,,,,
619,413,649,68,679,197,,,,,,,,,,,,,,,,,,,,,,,,,,
620,334,650,103,680,168,,,,,,,,,,,,,,,,,,,,,,,,,,
621,71,651,561,681,170,,,,,,,,,,,,,,,,,,,,,,,,,,
622,365,652,297,682,91,,,,,,,,,,,,,,,,,,,,,,,,,,
623,239,653,501,683,160,,,,,,,,,,,,,,,,,,,,,,,,,,
624,524,654,138,684,435,,,,,,,,,,,,,,,,,,,,,,,,,,
625,455,655,204,685,645,,,,,,,,,,,,,,,,,,,,,,,,,,
626,183,656,190,686,242,,,,,,,,,,,,,,,,,,,,,,,,,,
627,357,657,147,687,264,,,,,,,,,,,,,,,,,,,,,,,,,,
628,138,658,117,688,347,,,,,,,,,,,,,,,,,,,,,,,,,,
629,262,659,202,689,79,,,,,,,,,,,,,,,,,,,,,,,,,,
630,613,660,505,690,96,,,,,,,,,,,,,,,,,,,,,,,,,,
