0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,282,31,180,61,152,91,73,121,201,151,374,181,292,211,80,241,68,271,359
2,70,32,107,62,81,92,127,122,120,152,130,182,111,212,347,242,273,272,153
3,120,33,50,63,345,93,445,123,80,153,75,183,45,213,50,243,125,273,448
4,155,34,114,64,29,94,115,124,47,154,129,184,66,214,235,244,392,274,372
5,201,35,10,65,176,95,102,125,82,155,125,185,358,215,96,245,25,275,253
6,156,36,362,66,150,96,6,126,135,156,73,186,543,216,16,246,169,276,280
7,55,37,130,67,73,97,12,127,112,157,48,187,114,217,80,247,430,277,7
8,241,38,558,68,158,98,102,128,490,158,123,188,142,218,155,248,38,278,75
9,99,39,218,69,295,99,156,129,225,159,84,189,598,219,48,249,224,279,451
10,571,40,201,70,49,100,103,130,383,160,160,190,252,220,291,250,165,280,110
11,171,41,171,71,106,101,28,131,113,161,428,191,264,221,99,251,55,281,64
12,96,42,190,72,18,102,111,132,140,162,90,192,184,222,568,252,230,282,301
13,157,43,120,73,695,103,120,133,134,163,184,193,59,223,65,253,33,283,182
14,321,44,188,74,67,104,430,134,191,164,90,194,53,224,182,254,133,284,129
15,286,45,78,75,588,105,126,135,191,165,326,195,110,225,319,255,64,285,132
16,70,46,156,76,122,106,221,136,440,166,135,196,98,226,98,256,84,286,33
17,100,47,124,77,54,107,96,137,73,167,247,197,264,227,622,257,210,287,494
18,323,48,50,78,80,108,299,138,314,168,110,198,77,228,82,258,150,288,336
19,142,49,498,79,285,109,162,139,110,169,255,199,85,229,65,259,83,289,129
20,125,50,367,80,20,110,59,140,54,170,372,200,100,230,150,260,505,290,86
21,68,51,150,81,92,111,630,141,339,171,185,201,10,231,245,261,243,291,139
22,65,52,117,82,175,112,145,142,40,172,105,202,8,232,106,262,205,292,185
23,652,53,19,83,75,113,80,143,154,173,297,203,112,233,281,263,119,293,65
24,118,54,347,84,215,114,241,144,282,174,195,204,226,234,129,264,502,294,376
25,312,55,113,85,231,115,147,145,519,175,21,205,204,235,29,265,174,295,37
26,50,56,24,86,593,116,60,146,594,176,103,206,362,236,218,266,121,296,89
27,288,57,66,87,170,117,100,147,39,177,25,207,180,237,35,267,165,297,134
28,385,58,449,88,151,118,62,148,268,178,29,208,360,238,246,268,171,298,85
29,250,59,113,89,92,119,185,149,150,179,55,209,652,239,-32,269,385,299,514
30,55,60,165,90,77,120,397,150,358,180,541,210,55,240,72,270,112,300,320
Centre:,445001,ST.,XAVIERS,GLOBAL,"SCHOOL,",RAHAKDA,BHOPA,ROAD,"MUZAFFARNAGAR,","MUZAFFARNAGAR,",UTTAR,PRADESH,NEET,(UG),2024,Page,No.,2,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
301,90,331,136,361,634,391,254,421,636,451,393,481,345,511,325,541,221,571,645
302,295,332,101,362,102,392,572,422,289,452,632,482,94,512,209,542,61,572,142
303,340,333,163,363,175,393,278,423,53,453,265,483,180,513,202,543,60,573,84
304,74,334,447,364,145,394,552,424,370,454,168,484,214,514,205,544,163,574,295
305,71,335,218,365,590,395,291,425,77,455,629,485,31,515,140,545,509,575,304
306,114,336,282,366,225,396,29,426,266,456,439,486,69,516,159,546,210,576,141
307,160,337,281,367,25,397,129,427,294,457,505,487,104,517,194,547,129,577,179
308,471,338,246,368,103,398,535,428,72,458,155,488,46,518,135,548,157,578,85
309,154,339,38,369,16,399,224,429,457,459,166,489,22,519,65,549,425,579,5
310,120,340,61,370,80,400,120,430,138,460,174,490,169,520,23,550,312,580,65
311,565,341,120,371,132,401,133,431,150,461,306,491,193,521,412,551,367,581,30
312,133,342,506,372,0,402,53,432,87,462,595,492,108,522,199,552,11,582,135
313,70,343,79,373,39,403,70,433,59,463,127,493,398,523,331,553,33,583,35
314,544,344,628,374,111,404,67,434,85,464,43,494,196,524,75,554,517,584,142
315,116,345,26,375,246,405,241,435,302,465,286,495,432,525,516,555,10,585,160
316,52,346,119,376,391,406,162,436,271,466,109,496,176,526,556,556,184,586,102
317,31,347,196,377,479,407,198,437,268,467,250,497,90,527,381,557,129,587,109
318,74,348,184,378,86,408,107,438,173,468,27,498,39,528,136,558,30,588,302
319,37,349,184,379,138,409,670,439,232,469,411,499,60,529,56,559,548,,
320,85,350,324,380,111,410,40,440,441,470,134,500,1,530,426,560,640,,
321,207,351,188,381,355,411,110,441,78,471,80,501,65,531,67,561,62,,
322,252,352,140,382,364,412,578,442,149,472,137,502,93,532,21,562,333,,
323,98,353,117,383,128,413,30,443,332,473,512,503,131,533,57,563,495,,
324,133,354,35,384,60,414,219,444,401,474,69,504,59,534,606,564,20,,
325,290,355,97,385,146,415,97,445,342,475,15,505,652,535,620,565,591,,
326,357,356,84,386,217,416,382,446,266,476,111,506,15,536,81,566,341,,
327,363,357,458,387,155,417,121,447,239,477,83,507,177,537,576,567,19,,
328,85,358,117,388,375,418,39,448,340,478,59,508,600,538,175,568,250,,
329,152,359,55,389,80,419,38,449,352,479,336,509,77,539,85,569,165,,
330,133,360,75,390,154,420,132,450,50,480,337,510,287,540,214,570,210,,
