0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"NANDURBAR,",MAHARASHTRA,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,
1,52,31,90,61,-10,91,55,121,102,151,49,181,63,211,83,241,180,271,540,
2,93,32,77,62,317,92,36,122,85,152,465,182,20,212,11,242,199,272,82,
3,45,33,80,63,65,93,224,123,8,153,25,183,56,213,39,243,145,273,30,
4,45,34,23,64,320,94,57,124,2,154,112,184,85,214,9,244,130,274,18,
5,255,35,33,65,81,95,-5,125,80,155,27,185,25,215,42,245,33,275,62,
6,25,36,49,66,202,96,113,126,33,156,100,186,30,216,-5,246,257,276,61,
7,82,37,95,67,60,97,228,127,100,157,19,187,348,217,60,247,310,277,67,
8,65,38,5,68,25,98,208,128,136,158,40,188,81,218,34,248,245,278,393,
9,5,39,55,69,2,99,26,129,226,159,66,189,298,219,62,249,34,279,50,
10,506,40,7,70,32,100,45,130,151,160,62,190,21,220,55,250,40,280,104,
11,20,41,334,71,66,101,88,131,155,161,396,191,-2,221,102,251,83,281,37,
12,85,42,61,72,60,102,270,132,156,162,85,192,72,222,171,252,105,282,70,
13,71,43,35,73,41,103,35,133,63,163,70,193,33,223,175,253,45,283,123,
14,36,44,42,74,4,104,119,134,121,164,72,194,149,224,184,254,172,284,66,
15,54,45,34,75,474,105,24,135,35,165,54,195,18,225,2,255,146,285,279,
16,118,46,80,76,64,106,65,136,75,166,76,196,171,226,278,256,19,286,72,
17,80,47,49,77,49,107,54,137,80,167,45,197,61,227,80,257,13,287,49,
18,46,48,38,78,30,108,611,138,75,168,277,198,37,228,25,258,12,288,53,
19,35,49,46,79,17,109,119,139,31,169,94,199,19,229,38,259,60,289,40,
20,30,50,35,80,116,110,448,140,95,170,514,200,205,230,0,260,20,290,-3,
21,55,51,377,81,116,111,54,141,136,171,91,201,263,231,159,261,60,291,55,
22,1,52,84,82,9,112,0,142,20,172,237,202,46,232,20,262,391,292,39,
23,499,53,68,83,41,113,56,143,73,173,42,203,68,233,83,263,36,293,245,
24,31,54,41,84,403,114,25,144,36,174,75,204,314,234,306,264,101,294,91,
25,478,55,96,85,386,115,211,145,20,175,85,205,33,235,130,265,-15,295,38,
26,23,56,157,86,46,116,188,146,123,176,61,206,75,236,86,266,115,296,219,
27,31,57,279,87,4,117,341,147,89,177,-5,207,45,237,347,267,15,297,657,
28,47,58,40,88,10,118,20,148,0,178,313,208,54,238,180,268,78,298,232,
29,95,59,119,89,41,119,16,149,46,179,47,209,194,239,109,269,310,299,82,
30,75,60,65,90,45,120,255,150,30,180,71,210,58,240,44,270,70,300,35,
Centre:,312708,AHINSA,INTERNATIONAL,"SCHOOL,",AHINSA,INTERNATIONAL,"SCHOOL,",NEAR,GOVERNMENT,AGRICULTURE,"COLLEGE,",DHULE,"ROAD,","NANDURBAR,",NEET,(UG),2024,Page,No.,2
"NANDURBAR,",MAHARASHTRA,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,
301,62,331,259,,,,,,,,,,,,,,,,,
302,32,332,56,,,,,,,,,,,,,,,,,
303,15,333,12,,,,,,,,,,,,,,,,,
304,94,334,75,,,,,,,,,,,,,,,,,
305,58,335,173,,,,,,,,,,,,,,,,,
306,95,336,21,,,,,,,,,,,,,,,,,
307,85,337,23,,,,,,,,,,,,,,,,,
308,25,338,96,,,,,,,,,,,,,,,,,
309,140,339,35,,,,,,,,,,,,,,,,,
310,35,340,75,,,,,,,,,,,,,,,,,
311,200,341,52,,,,,,,,,,,,,,,,,
312,60,342,151,,,,,,,,,,,,,,,,,
313,100,343,60,,,,,,,,,,,,,,,,,
314,258,344,96,,,,,,,,,,,,,,,,,
315,61,345,14,,,,,,,,,,,,,,,,,
316,59,346,369,,,,,,,,,,,,,,,,,
317,133,347,181,,,,,,,,,,,,,,,,,
318,119,348,85,,,,,,,,,,,,,,,,,
319,45,349,75,,,,,,,,,,,,,,,,,
320,60,350,57,,,,,,,,,,,,,,,,,
321,80,351,40,,,,,,,,,,,,,,,,,
322,25,352,110,,,,,,,,,,,,,,,,,
323,128,353,220,,,,,,,,,,,,,,,,,
324,1,354,368,,,,,,,,,,,,,,,,,
325,21,355,65,,,,,,,,,,,,,,,,,
326,205,,,,,,,,,,,,,,,,,,,
327,52,,,,,,,,,,,,,,,,,,,
328,208,,,,,,,,,,,,,,,,,,,
329,162,,,,,,,,,,,,,,,,,,,
330,190,,,,,,,,,,,,,,,,,,,
