0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,
1,65,31,43,61,70,91,80,121,338,151,40,181,25,211,496,241,30,271,27,,,,,
2,99,32,221,62,42,92,45,122,55,152,120,182,50,212,40,242,70,272,46,,,,,
3,54,33,104,63,185,93,71,123,115,153,90,183,55,213,64,243,106,273,85,,,,,
4,39,34,20,64,58,94,40,124,90,154,29,184,70,214,134,244,70,274,148,,,,,
5,76,35,188,65,15,95,57,125,54,155,157,185,381,215,69,245,60,275,5,,,,,
6,110,36,69,66,80,96,23,126,65,156,96,186,307,216,89,246,91,276,532,,,,,
7,65,37,131,67,79,97,277,127,23,157,58,187,105,217,45,247,114,277,86,,,,,
8,157,38,79,68,205,98,36,128,205,158,349,188,90,218,75,248,274,278,134,,,,,
9,20,39,55,69,213,99,123,129,76,159,81,189,165,219,87,249,281,279,46,,,,,
10,60,40,162,70,94,100,55,130,382,160,65,190,60,220,117,250,45,280,110,,,,,
11,46,41,145,71,63,101,59,131,95,161,45,191,168,221,42,251,123,281,64,,,,,
12,107,42,225,72,40,102,223,132,74,162,37,192,101,222,50,252,51,282,65,,,,,
13,112,43,79,73,98,103,90,133,47,163,79,193,84,223,65,253,80,283,65,,,,,
14,65,44,297,74,62,104,65,134,78,164,52,194,0,224,188,254,40,284,42,,,,,
15,81,45,40,75,60,105,60,135,20,165,106,195,93,225,57,255,160,285,151,,,,,
16,105,46,65,76,80,106,84,136,112,166,-11,196,40,226,99,256,113,286,37,,,,,
17,95,47,105,77,265,107,-1,137,502,167,307,197,87,227,66,257,53,287,69,,,,,
18,45,48,98,78,75,108,124,138,22,168,96,198,100,228,87,258,51,288,263,,,,,
19,111,49,66,79,24,109,111,139,70,169,45,199,85,229,18,259,326,289,29,,,,,
20,44,50,44,80,202,110,52,140,112,170,272,200,86,230,3,260,66,290,90,,,,,
21,25,51,129,81,161,111,315,141,623,171,39,201,65,231,162,261,85,291,34,,,,,
22,351,52,69,82,91,112,112,142,66,172,111,202,155,232,85,262,46,292,111,,,,,
23,20,53,75,83,135,113,60,143,73,173,50,203,283,233,439,263,40,293,34,,,,,
24,327,54,64,84,44,114,130,144,57,174,461,204,30,234,41,264,132,294,159,,,,,
25,143,55,34,85,65,115,66,145,48,175,50,205,35,235,377,265,334,295,41,,,,,
26,18,56,25,86,65,116,44,146,45,176,55,206,172,236,50,266,85,296,18,,,,,
27,90,57,355,87,-1,117,183,147,25,177,76,207,70,237,132,267,305,297,12,,,,,
28,65,58,150,88,35,118,120,148,97,178,70,208,70,238,85,268,387,298,169,,,,,
29,151,59,68,89,85,119,73,149,6,179,38,209,138,239,26,269,54,299,245,,,,,
30,76,60,45,90,-7,120,615,150,433,180,190,210,57,240,47,270,76,300,106,,,,,
Centre:,300424,JOY,SENIOR,SECONDARY,"SCHOOL,",PLOT,NO.,A,JDA,SCHEME,NO.,5/14,VIJAY,NAGAR,"JABALPUR,","JABALPUR,",MADHYA,PRADESH,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,,,,,,,,,,,,,,,,,,,,,,,
301,112,,,,,,,,,,,,,,,,,,,,,,,
302,65,,,,,,,,,,,,,,,,,,,,,,,
303,84,,,,,,,,,,,,,,,,,,,,,,,
304,116,,,,,,,,,,,,,,,,,,,,,,,
305,160,,,,,,,,,,,,,,,,,,,,,,,
306,113,,,,,,,,,,,,,,,,,,,,,,,
307,81,,,,,,,,,,,,,,,,,,,,,,,
308,84,,,,,,,,,,,,,,,,,,,,,,,
309,312,,,,,,,,,,,,,,,,,,,,,,,
310,65,,,,,,,,,,,,,,,,,,,,,,,
311,256,,,,,,,,,,,,,,,,,,,,,,,
312,75,,,,,,,,,,,,,,,,,,,,,,,
313,72,,,,,,,,,,,,,,,,,,,,,,,
314,100,,,,,,,,,,,,,,,,,,,,,,,
315,111,,,,,,,,,,,,,,,,,,,,,,,
316,92,,,,,,,,,,,,,,,,,,,,,,,
317,152,,,,,,,,,,,,,,,,,,,,,,,
318,50,,,,,,,,,,,,,,,,,,,,,,,
319,92,,,,,,,,,,,,,,,,,,,,,,,
320,-21,,,,,,,,,,,,,,,,,,,,,,,
321,111,,,,,,,,,,,,,,,,,,,,,,,
322,59,,,,,,,,,,,,,,,,,,,,,,,
323,58,,,,,,,,,,,,,,,,,,,,,,,
324,61,,,,,,,,,,,,,,,,,,,,,,,
325,72,,,,,,,,,,,,,,,,,,,,,,,
326,55,,,,,,,,,,,,,,,,,,,,,,,
327,23,,,,,,,,,,,,,,,,,,,,,,,
328,75,,,,,,,,,,,,,,,,,,,,,,,
329,25,,,,,,,,,,,,,,,,,,,,,,,
