0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,52,31,26,61,13,91,10,121,58,151,52,181,48,211,107
2,279,32,51,62,20,92,70,122,32,152,56,182,151,212,30
3,70,33,65,63,589,93,54,123,46,153,80,183,81,213,72
4,63,34,41,64,90,94,74,124,56,154,60,184,118,214,41
5,211,35,20,65,112,95,57,125,90,155,25,185,35,215,70
6,47,36,19,66,85,96,34,126,178,156,49,186,162,216,80
7,71,37,583,67,40,97,4,127,41,157,143,187,26,217,140
8,72,38,99,68,0,98,44,128,82,158,115,188,70,218,96
9,58,39,20,69,115,99,85,129,74,159,125,189,86,219,114
10,56,40,32,70,63,100,290,130,205,160,-15,190,85,220,182
11,64,41,125,71,-5,101,31,131,51,161,170,191,45,221,70
12,41,42,67,72,129,102,15,132,100,162,30,192,105,222,57
13,29,43,96,73,40,103,83,133,120,163,64,193,11,223,80
14,73,44,6,74,0,104,75,134,28,164,25,194,40,224,67
15,105,45,5,75,57,105,55,135,96,165,66,195,45,225,4
16,76,46,78,76,71,106,47,136,50,166,41,196,85,,
17,60,47,31,77,216,107,170,137,95,167,47,197,62,,
18,62,48,137,78,98,108,104,138,85,168,85,198,1,,
19,19,49,37,79,109,109,114,139,50,169,36,199,75,,
20,65,50,52,80,77,110,111,140,22,170,120,200,87,,
21,15,51,30,81,105,111,83,141,89,171,71,201,93,,
22,40,52,61,82,123,112,65,142,77,172,47,202,78,,
23,124,53,130,83,27,113,82,143,115,173,45,203,90,,
24,47,54,64,84,175,114,47,144,66,174,94,204,39,,
25,7,55,60,85,66,115,62,145,19,175,110,205,68,,
26,128,56,57,86,75,116,58,146,80,176,136,206,46,,
27,284,57,122,87,60,117,35,147,97,177,131,207,39,,
28,41,58,166,88,78,118,29,148,83,178,105,208,58,,
29,44,59,251,89,67,119,582,149,117,179,88,209,45,,
30,99,60,40,90,27,120,37,150,48,180,86,210,70,,
