0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,488,31,186,61,465,91,120,121,444,151,308,181,145
2,239,32,239,62,56,92,70,122,95,152,116,182,335
3,653,33,207,63,272,93,94,123,145,153,114,183,65
4,191,34,202,64,148,94,135,124,166,154,270,184,309
5,153,35,505,65,581,95,523,125,164,155,423,185,334
6,42,36,238,66,264,96,370,126,469,156,442,186,127
7,512,37,113,67,559,97,116,127,529,157,572,187,186
8,454,38,334,68,234,98,508,128,277,158,177,188,148
9,122,39,382,69,276,99,325,129,259,159,62,189,132
10,380,40,117,70,142,100,230,130,156,160,325,190,197
11,189,41,94,71,153,101,134,131,542,161,16,191,167
12,441,42,152,72,440,102,553,132,160,162,328,192,100
13,515,43,155,73,484,103,266,133,506,163,134,193,347
14,422,44,165,74,357,104,452,134,513,164,136,194,230
15,358,45,130,75,89,105,120,135,152,165,219,195,571
16,568,46,333,76,85,106,418,136,113,166,187,196,174
17,107,47,38,77,656,107,416,137,230,167,391,197,87
18,202,48,105,78,277,108,336,138,117,168,536,198,495
19,130,49,522,79,191,109,216,139,437,169,50,199,176
20,221,50,110,80,520,110,218,140,189,170,640,200,331
21,144,51,495,81,90,111,103,141,167,171,265,201,139
22,279,52,176,82,104,112,147,142,331,172,174,202,304
23,175,53,376,83,526,113,332,143,637,173,201,203,296
24,265,54,175,84,302,114,128,144,167,174,384,204,411
25,375,55,206,85,537,115,374,145,318,175,118,205,65
26,212,56,300,86,96,116,512,146,259,176,573,206,99
27,65,57,424,87,655,117,291,147,168,177,578,207,182
28,260,58,88,88,331,118,457,148,177,178,398,,
29,260,59,152,89,124,119,84,149,108,179,458,,
30,315,60,140,90,349,120,416,150,106,180,109,,
