0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,201,31,319,61,147,91,213,121,394,151,262,181,311,211,267
2,162,32,140,62,263,92,228,122,97,152,125,182,17,212,46
3,501,33,137,63,168,93,263,123,322,153,332,183,312,213,130
4,633,34,159,64,383,94,244,124,126,154,65,184,205,214,38
5,236,35,130,65,222,95,125,125,49,155,104,185,347,215,514
6,86,36,293,66,551,96,165,126,30,156,212,186,239,216,69
7,159,37,279,67,370,97,118,127,130,157,57,187,47,217,477
8,230,38,234,68,129,98,116,128,354,158,244,188,51,218,80
9,154,39,263,69,255,99,262,129,111,159,11,189,102,219,412
10,148,40,58,70,249,100,101,130,126,160,346,190,126,220,268
11,82,41,95,71,128,101,70,131,100,161,45,191,106,221,432
12,255,42,236,72,79,102,204,132,427,162,184,192,465,222,39
13,249,43,172,73,206,103,117,133,159,163,527,193,57,223,384
14,46,44,441,74,469,104,163,134,309,164,228,194,71,224,65
15,156,45,100,75,83,105,314,135,125,165,398,195,104,225,11
16,112,46,422,76,124,106,414,136,-33,166,288,196,429,226,257
17,544,47,168,77,193,107,462,137,56,167,95,197,366,227,157
18,157,48,561,78,583,108,583,138,258,168,170,198,65,228,101
19,333,49,223,79,518,109,474,139,589,169,123,199,349,229,358
20,74,50,320,80,168,110,85,140,282,170,247,200,123,230,77
21,91,51,183,81,110,111,200,141,224,171,76,201,318,231,145
22,83,52,285,82,381,112,537,142,140,172,284,202,392,232,286
23,325,53,104,83,295,113,160,143,556,173,181,203,120,,
24,20,54,244,84,194,114,299,144,87,174,106,204,128,,
25,255,55,101,85,509,115,120,145,85,175,154,205,308,,
26,161,56,453,86,462,116,248,146,175,176,270,206,126,,
27,193,57,106,87,50,117,74,147,212,177,133,207,72,,
28,186,58,113,88,211,118,358,148,19,178,259,208,408,,
29,51,59,167,89,156,119,185,149,174,179,51,209,50,,
30,137,60,44,90,182,120,70,150,276,180,264,210,464,,
