0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,139,31,151,61,287,91,353,121,141,151,163,181,62,211,157,241,77,271,438
2,55,32,43,62,245,92,216,122,28,152,81,182,69,212,128,242,511,272,6
3,91,33,77,63,19,93,157,123,142,153,383,183,85,213,124,243,98,273,93
4,82,34,45,64,52,94,205,124,205,154,157,184,-2,214,287,244,127,274,53
5,34,35,318,65,63,95,152,125,241,155,419,185,122,215,125,245,83,275,324
6,115,36,218,66,63,96,128,126,408,156,39,186,37,216,149,246,147,276,110
7,5,37,299,67,66,97,451,127,18,157,65,187,527,217,584,247,169,277,494
8,109,38,144,68,70,98,71,128,109,158,377,188,161,218,70,248,72,278,72
9,173,39,58,69,104,99,32,129,130,159,110,189,54,219,140,249,187,279,39
10,54,40,160,70,131,100,418,130,583,160,108,190,491,220,50,250,218,280,255
11,82,41,329,71,19,101,34,131,90,161,197,191,242,221,21,251,440,281,162
12,25,42,37,72,15,102,1,132,51,162,87,192,160,222,381,252,431,282,159
13,322,43,64,73,382,103,560,133,105,163,216,193,101,223,132,253,250,283,239
14,248,44,24,74,651,104,159,134,125,164,50,194,43,224,8,254,12,284,10
15,186,45,551,75,30,105,179,135,155,165,318,195,161,225,631,255,61,285,51
16,346,46,623,76,103,106,371,136,373,166,265,196,139,226,25,256,35,286,103
17,56,47,107,77,228,107,80,137,32,167,501,197,632,227,84,257,114,287,436
18,54,48,228,78,30,108,99,138,34,168,82,198,229,228,279,258,25,288,41
19,29,49,24,79,293,109,24,139,119,169,265,199,55,229,0,259,214,289,230
20,215,50,111,80,69,110,466,140,468,170,109,200,254,230,47,260,294,290,471
21,275,51,61,81,346,111,76,141,419,171,31,201,263,231,190,261,71,291,52
22,171,52,349,82,182,112,140,142,9,172,71,202,51,232,144,262,0,292,167
23,570,53,180,83,381,113,99,143,311,173,168,203,264,233,167,263,60,293,60
24,494,54,302,84,61,114,120,144,182,174,283,204,184,234,15,264,65,294,266
25,344,55,40,85,118,115,261,145,142,175,60,205,340,235,62,265,95,295,245
26,34,56,35,86,411,116,85,146,366,176,70,206,62,236,98,266,191,296,1
27,105,57,317,87,96,117,54,147,38,177,53,207,41,237,35,267,191,297,425
28,44,58,84,88,47,118,351,148,137,178,93,208,77,238,561,268,185,298,265
29,170,59,132,89,55,119,36,149,51,179,270,209,58,239,124,269,65,299,54
30,580,60,298,90,288,120,16,150,220,180,92,210,25,240,73,270,660,300,34
Centre:,311702,INDIAN,MODEL,"SCHOOL,",JULE,SOLAPUR,NEAR,JULE,SOLAPUR,WATER,"TANK,","SOLAPUR,",MAHARASHTRA,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,
301,312,331,422,361,104,391,110,421,238,451,326,481,204,511,8,541,167,,
302,23,332,11,362,70,392,196,422,81,452,122,482,88,512,31,542,89,,
303,112,333,55,363,70,393,75,423,35,453,354,483,65,513,82,543,99,,
304,267,334,30,364,90,394,92,424,169,454,84,484,28,514,328,544,75,,
305,156,335,194,365,110,395,97,425,418,455,468,485,135,515,152,545,59,,
306,75,336,124,366,217,396,31,426,68,456,73,486,403,516,259,546,379,,
307,58,337,274,367,517,397,99,427,82,457,34,487,125,517,131,547,146,,
308,146,338,135,368,373,398,77,428,618,458,40,488,52,518,83,548,310,,
309,21,339,70,369,206,399,78,429,198,459,369,489,37,519,228,549,338,,
310,150,340,576,370,44,400,40,430,88,460,93,490,292,520,30,550,203,,
311,462,341,154,371,8,401,171,431,76,461,128,491,261,521,50,551,76,,
312,406,342,397,372,232,402,139,432,29,462,302,492,73,522,113,552,93,,
313,64,343,244,373,19,403,43,433,470,463,64,493,275,523,68,553,55,,
314,177,344,222,374,38,404,180,434,147,464,67,494,31,524,203,554,77,,
315,132,345,51,375,230,405,87,435,60,465,385,495,95,525,460,555,36,,
316,39,346,291,376,255,406,284,436,130,466,59,496,215,526,33,556,190,,
317,169,347,272,377,203,407,88,437,48,467,93,497,30,527,11,557,202,,
318,151,348,76,378,201,408,127,438,291,468,315,498,65,528,617,558,97,,
319,361,349,60,379,170,409,39,439,121,469,122,499,67,529,253,559,578,,
320,280,350,105,380,20,410,20,440,140,470,341,500,566,530,314,560,123,,
321,121,351,243,381,85,411,364,441,577,471,81,501,70,531,86,561,619,,
322,357,352,85,382,218,412,36,442,363,472,242,502,108,532,284,562,384,,
323,10,353,127,383,245,413,113,443,148,473,48,503,-3,533,88,563,85,,
324,75,354,244,384,71,414,44,444,103,474,439,504,58,534,51,564,119,,
325,106,355,297,385,242,415,55,445,167,475,30,505,126,535,324,565,50,,
326,25,356,26,386,185,416,369,446,93,476,250,506,16,536,39,566,535,,
327,374,357,83,387,112,417,290,447,66,477,187,507,384,537,124,567,254,,
328,257,358,29,388,293,418,265,448,46,478,78,508,331,538,424,568,228,,
329,88,359,199,389,58,419,208,449,181,479,54,509,71,539,55,,,,
330,192,360,239,390,198,420,154,450,70,480,271,510,26,540,142,,,,
