0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
MADHYA,PRADESH,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,298,31,75,61,87,91,55,121,306,151,85,181,103,211,80,241,95
2,141,32,53,62,103,92,74,122,70,152,29,182,52,212,46,242,67
3,113,33,304,63,37,93,40,123,40,153,75,183,53,213,124,243,82
4,79,34,81,64,69,94,155,124,80,154,61,184,226,214,25,244,80
5,90,35,70,65,63,95,55,125,80,155,90,185,77,215,5,245,29
6,30,36,104,66,42,96,147,126,75,156,126,186,61,216,60,246,56
7,49,37,19,67,289,97,75,127,36,157,75,187,75,217,91,247,121
8,71,38,80,68,90,98,110,128,17,158,88,188,94,218,120,248,66
9,18,39,52,69,70,99,103,129,45,159,96,189,32,219,53,249,92
10,372,40,73,70,50,100,109,130,105,160,90,190,42,220,107,250,81
11,85,41,81,71,45,101,118,131,25,161,75,191,203,221,75,251,273
12,50,42,60,72,278,102,134,132,100,162,93,192,25,222,411,252,50
13,70,43,64,73,306,103,85,133,71,163,45,193,244,223,130,253,88
14,50,44,85,74,50,104,33,134,65,164,24,194,85,224,96,254,115
15,173,45,71,75,41,105,55,135,44,165,84,195,55,225,-10,255,77
16,49,46,280,76,53,106,57,136,105,166,63,196,330,226,75,256,17
17,75,47,25,77,59,107,15,137,72,167,116,197,45,227,95,257,36
18,75,48,159,78,25,108,52,138,38,168,73,198,80,228,55,258,243
19,55,49,79,79,66,109,40,139,30,169,220,199,15,229,53,259,274
20,77,50,51,80,327,110,46,140,96,170,75,200,123,230,40,260,221
21,64,51,130,81,100,111,18,141,17,171,100,201,122,231,51,261,45
22,251,52,317,82,75,112,34,142,290,172,166,202,31,232,45,262,70
23,110,53,44,83,137,113,61,143,3,173,50,203,201,233,23,263,74
24,3,54,90,84,98,114,38,144,80,174,96,204,84,234,177,,
25,6,55,89,85,137,115,179,145,46,175,30,205,80,235,35,,
26,75,56,26,86,81,116,74,146,151,176,66,206,89,236,67,,
27,50,57,68,87,27,117,445,147,30,177,76,207,135,237,109,,
28,276,58,20,88,317,118,103,148,201,178,90,208,198,238,101,,
29,99,59,115,89,78,119,40,149,66,179,60,209,50,239,49,,
30,51,60,69,90,144,120,49,150,76,180,46,210,6,240,97,,
