0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,
1,350,31,108,61,682,91,428,121,346,151,431,181,601,211,544,241,82,271,275,,
2,565,32,203,62,427,92,518,122,324,152,266,182,653,212,616,242,120,272,449,,
3,445,33,427,63,680,93,351,123,571,153,85,183,635,213,145,243,331,273,598,,
4,263,34,60,64,181,94,428,124,95,154,373,184,592,214,338,244,241,274,459,,
5,98,35,42,65,317,95,301,125,125,155,497,185,318,215,358,245,112,275,419,,
6,369,36,73,66,258,96,596,126,448,156,187,186,409,216,256,246,596,276,183,,
7,633,37,515,67,81,97,73,127,377,157,260,187,542,217,192,247,84,277,243,,
8,368,38,119,68,414,98,596,128,67,158,633,188,100,218,63,248,651,278,207,,
9,572,39,513,69,50,99,563,129,617,159,500,189,280,219,463,249,180,279,294,,
10,646,40,638,70,705,100,587,130,400,160,393,190,303,220,92,250,89,280,88,,
11,476,41,458,71,660,101,78,131,127,161,133,191,547,221,469,251,205,281,419,,
12,621,42,109,72,82,102,618,132,149,162,537,192,140,222,383,252,425,282,645,,
13,106,43,248,73,545,103,535,133,303,163,281,193,637,223,530,253,392,283,357,,
14,559,44,384,74,543,104,333,134,355,164,451,194,94,224,439,254,527,284,629,,
15,111,45,81,75,174,105,231,135,95,165,466,195,185,225,381,255,176,285,241,,
16,78,46,401,76,344,106,483,136,471,166,568,196,544,226,497,256,342,286,187,,
17,110,47,79,77,16,107,182,137,150,167,90,197,279,227,426,257,608,287,103,,
18,320,48,305,78,94,108,159,138,138,168,516,198,314,228,180,258,566,288,143,,
19,89,49,324,79,92,109,548,139,392,169,633,199,632,229,97,259,655,289,525,,
20,305,50,411,80,175,110,629,140,566,170,557,200,175,230,349,260,572,290,247,,
21,93,51,565,81,306,111,473,141,288,171,30,201,115,231,531,261,85,291,644,,
22,565,52,179,82,81,112,240,142,143,172,139,202,145,232,140,262,212,292,150,,
23,272,53,505,83,126,113,449,143,546,173,677,203,69,233,580,263,96,293,57,,
24,380,54,137,84,144,114,484,144,417,174,243,204,222,234,184,264,421,294,89,,
25,249,55,354,85,211,115,578,145,554,175,584,205,632,235,528,265,336,295,185,,
26,210,56,572,86,611,116,441,146,166,176,408,206,450,236,205,266,45,296,205,,
27,0,57,191,87,514,117,571,147,119,177,257,207,671,237,169,267,496,297,165,,
28,572,58,496,88,199,118,428,148,215,178,462,208,256,238,305,268,494,298,92,,
29,268,59,497,89,253,119,358,149,215,179,71,209,119,239,381,269,170,299,385,,
30,238,60,404,90,450,120,448,150,283,180,400,210,96,240,33,270,217,300,348,,
Centre:,460605,BANTRA,M.S.P.C,HIGH,"SCHOOL,",160,161,BELILIOUS,ROAD,P.O.-KADAMTALA,P.S.-BANTRA,"HOWRAH-711101,","HOWRAH,",WEST,BENGAL,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,
301,291,331,484,361,362,391,276,421,78,451,545,481,257,511,302,541,433,571,538,,
302,392,332,461,362,275,392,92,422,213,452,80,482,300,512,552,542,510,572,46,,
303,690,333,500,363,55,393,592,423,556,453,405,483,116,513,114,543,49,573,198,,
304,184,334,415,364,149,394,230,424,203,454,179,484,327,514,682,544,300,574,412,,
305,122,335,331,365,180,395,297,425,90,455,169,485,631,515,129,545,116,575,106,,
306,133,336,288,366,114,396,438,426,54,456,79,486,257,516,64,546,492,576,398,,
307,359,337,110,367,131,397,143,427,325,457,124,487,108,517,396,547,462,577,575,,
308,137,338,182,368,570,398,428,428,559,458,286,488,620,518,504,548,101,578,337,,
309,596,339,436,369,77,399,592,429,209,459,379,489,38,519,369,549,546,579,228,,
310,571,340,578,370,60,400,408,430,501,460,415,490,175,520,184,550,135,580,395,,
311,134,341,214,371,294,401,550,431,299,461,510,491,161,521,-14,551,430,581,458,,
312,216,342,406,372,339,402,587,432,420,462,259,492,475,522,146,552,470,582,620,,
313,63,343,123,373,342,403,268,433,591,463,610,493,60,523,68,553,434,583,193,,
314,615,344,660,374,607,404,622,434,484,464,425,494,484,524,337,554,101,584,172,,
315,366,345,533,375,367,405,623,435,70,465,236,495,195,525,87,555,268,585,497,,
316,426,346,45,376,265,406,155,436,426,466,252,496,190,526,590,556,354,586,59,,
317,110,347,145,377,643,407,664,437,149,467,123,497,396,527,198,557,426,587,325,,
318,492,348,292,378,273,408,615,438,204,468,179,498,641,528,367,558,435,588,177,,
319,645,349,502,379,295,409,431,439,449,469,130,499,640,529,311,559,377,,,,
320,81,350,55,380,520,410,115,440,145,470,73,500,90,530,54,560,91,,,,
321,259,351,124,381,23,411,470,441,276,471,560,501,191,531,510,561,158,,,,
322,86,352,557,382,379,412,473,442,206,472,313,502,326,532,680,562,297,,,,
323,512,353,100,383,259,413,83,443,290,473,302,503,85,533,535,563,52,,,,
324,627,354,77,384,229,414,105,444,199,474,518,504,443,534,130,564,140,,,,
325,199,355,152,385,331,415,346,445,641,475,203,505,85,535,558,565,457,,,,
326,633,356,571,386,63,416,169,446,308,476,67,506,589,536,640,566,274,,,,
327,115,357,163,387,499,417,350,447,346,477,104,507,587,537,407,567,205,,,,
328,567,358,535,388,102,418,300,448,250,478,242,508,580,538,642,568,201,,,,
329,327,359,581,389,645,419,196,449,571,479,406,509,129,539,225,569,54,,,,
330,597,360,415,390,201,420,329,450,118,480,479,510,196,540,256,570,182,,,,
